name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
closar oral drops,closar,Improving Abdominal pain,GASTRO,167,90,Alkem,500mg,capsule,true
covorin 15mg injection,covorin,Prevention of Harmful effects of methotrexate,BLOOD,163,181,Alkem,15mg,syrup,true
candicef cream,candicef,Treatment of Skin infections,DERMA,132,260,Torrent,200mg,syrup,false
cefural 250mg tablet,cefural,Treatment of Bacterial infections,ANTI,141,346,Lupin,250mg,syrup,true
cefroxil 250mg tablet,cefroxil,Treatment of Bacterial infections,ANTI,189,293,Abbott,250mg,capsule,false
cvate g cream,cvate,Bacterial skin infections,DERMA,56,208,Alkem,500mg,capsule,false
ceftis 50mg dry syrup,ceftis,Treatment of Bacterial infections,ANTI,31,367,Dr Reddy,50mg,injection,false
cepotuf cv 200 mg/125 mg tablet,cepotuf,Treatment of Respiratory tract infection,ANTI,112,93,Lupin,200 mg,tablet,false
cipin tz 500mg/600mg tablet,cipin,Treatment of Bacterial & parasitic infections,GASTRO,98,110,Dr Reddy,500mg,capsule,true
cobina 1500mcg injection,cobina,Vitamin B12 deficiency,VITAMINS,149,206,Alkem,200mg,injection,false
cetley 10mg tablet,cetley,Treatment of Allergic conditions,RESPIRATORY,53,146,Mankind,10mg,injection,false
cepred-d 30mg tablet,cepred-d,Treatment of Inflammatory conditions,HORMONES,37,476,Alkem,30mg,syrup,true
cefwin-p 100mg oral drops,cefwin-p,Treatment of Bacterial infections,ANTI,89,115,Torrent,100mg,injection,false
cipot 500mg tablet,cipot,Treatment of Bacterial infections,GASTRO,149,105,Alkem,500mg,injection,true
cefistar dry syrup,cefistar,Treatment of Bacterial infections,ANTI,156,485,Lupin,650mg,tablet,true
coffrid at syrup,coffrid,Cough,RESPIRATORY,182,492,Zydus,650mg,capsule,true
cetriwin p 10mg/60mg tablet,cetriwin,Sneezing and runny nose due to allergies,RESPIRATORY,23,269,Torrent,10mg,tablet,true
coldycid tablet,coldycid,Treatment of Common cold,RESPIRATORY,149,91,Dr Reddy,100mg,syrup,false
cephagold 500mg capsule,cephagold,Treatment of Bacterial infections,ANTI,131,142,Dr Reddy,500mg,tablet,false
curepime 250mg injection,curepime,Treatment of Severe bacterial infections,ANTI,43,172,Mankind,250mg,syrup,true
cepodel 100mg tablet,cepodel,Treatment of Bacterial infections,ANTI,23,141,Zydus,100mg,injection,true
ct-gold injection,ct-gold,Treatment of Stroke,NEURO,150,72,Torrent,200mg,tablet,false
cefinarv 200 tablet,cefinarv,Treatment of Bacterial infections,ANTI,40,93,Alkem,200mg,injection,false
clavsec 500mg/125mg tablet,clavsec,Treatment of Bacterial infections,ANTI,161,367,Mankind,500mg,capsule,true
cenpos-cv dry syrup,cenpos-cv,Treatment of Respiratory tract infection,ANTI,28,315,Cipla,500mg,tablet,true
coligra 120mg tablet,coligra,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,139,308,Dr Reddy,120mg,capsule,true
cifimag 200mg tablet dt,cifimag,Treatment of Bacterial infections,ANTI,94,90,Mankind,200mg,syrup,false
cefproxil cv 200mg/125mg tablet,cefproxil,Treatment of Respiratory tract infection,ANTI,179,492,Sun Pharma,200mg,syrup,true
cefu-ram 500mg tablet,cefu-ram,Treatment of Bacterial infections,ANTI,196,493,Dr Reddy,500mg,injection,false
cyprorin syrup,cyprorin,Treatment of Allergic conditions,VITAMINS,22,399,Lupin,200mg,syrup,true
coxstar 120mg tablet,coxstar,Pain relief,PAIN,179,406,Torrent,120mg,injection,true
ciprovin 250mg tablet,ciprovin,Treatment of Bacterial infections,GASTRO,95,255,Alkem,250mg,syrup,false
coxiloc th 60mg/4mg tablet,coxiloc,Treatment of Pain due to muscle spasm,PAIN,157,207,Cipla,60mg,tablet,false
clonamir 0.5mg tablet,clonamir,Treatment of Anxiety disorder,NEURO,120,242,Lupin,5mg,capsule,false
combikind oral suspension,combikind,Pain relief,PAIN,49,266,Alkem,500mg,tablet,false
cititop 500mg injection,cititop,Treatment of Stroke,NEURO,154,362,Alkem,500mg,tablet,false
c zonty lf 80mg/480mg tablet,c,Treatment of Malaria,ANTI,143,197,Cipla,80mg,syrup,true
corkast 5mg tablet,corkast,Treatment of Allergic conditions,RESPIRATORY,179,88,Torrent,5mg,capsule,true
clavserch 250mg/125mg tablet,clavserch,Treatment of Bacterial infections,ANTI,47,301,Alkem,250mg,tablet,false
cefipal 100mg tablet dt,cefipal,Treatment of Bacterial infections,ANTI,142,189,Alkem,100mg,capsule,false
coldus plus syrup,coldus,Treatment of Common cold,RESPIRATORY,167,321,Alkem,200mg,tablet,false
cefuxtil 500mg tablet,cefuxtil,Treatment of Bacterial infections,ANTI,189,161,Lupin,500mg,injection,false
corafax cv 500mg/125mg tablet,corafax,Treatment of Bacterial infections,ANTI,104,424,Dr Reddy,500mg,injection,false
ciloxin cl 200mg/125mg tablet,ciloxin,Treatment of Bacterial infections,ANTI,143,490,Zydus,200mg,capsule,true
cytowel 500mg injection,cytowel,Blood cancer,ANTI,111,117,Alkem,500mg,tablet,true
cefiact o 200mg/200mg tablet,cefiact,Treatment of Bacterial infections,ANTI,177,58,Sun Pharma,200mg,capsule,true
carbowel 450mg injection,carbowel,Ovarian cancer,ANTI,59,269,Cipla,450mg,injection,false
cirizon 500mg injection,cirizon,Treatment of Bacterial infections,ANTI,81,248,Dr Reddy,500mg,tablet,false
c lox tz 500mg/600mg tablet,c,Treatment of Bacterial & parasitic infections,GASTRO,144,475,Cipla,500mg,tablet,true
cefmak cv 200mg/125mg tablet,cefmak,Treatment of Bacterial infections,ANTI,45,81,Cipla,200mg,capsule,false
citimak 500mg tablet,citimak,Treatment of Stroke,NEURO,72,321,Lupin,500mg,tablet,true
conicef 250mg tablet dt,conicef,Treatment of Bacterial infections,ANTI,83,93,Mankind,250mg,injection,false
citizest 250mg injection,citizest,Treatment of Stroke,NEURO,126,61,Lupin,250mg,capsule,false
coelone 500mg injection,coelone,Treatment of Rheumatic disorder,HORMONES,125,429,Zydus,500mg,capsule,true
cefaprex s 500mg/500mg injection,cefaprex,Treatment of Bacterial infections,ANTI,45,270,Zydus,500mg,capsule,false
cefahead 1500mg injection,cefahead,Treatment of Bacterial infections,ANTI,66,135,Torrent,1500mg,capsule,false
cefocad cv 200mg/125mg tablet,cefocad,Treatment of Respiratory tract infection,ANTI,198,396,Alkem,200mg,injection,true
ceflide 200 tablet,ceflide,Treatment of Bacterial infections,ANTI,60,106,Dr Reddy,100mg,injection,false
cefo tz 500mg/62.5mg injection,cefo,Bacterial infections,ANTI,36,177,Dr Reddy,500mg,capsule,false
clovell 0.25mg tablet,clovell,Treatment of Anxiety disorder,NEURO,26,395,Abbott,25mg,tablet,true
culactone 20mg/50mg tablet,culactone,Treatment of Edema,CARDIAC,179,261,Dr Reddy,20mg,injection,true
cuprega m 750mcg/75mg capsule,cuprega,Treatment of Neuropathic pain,NEURO,112,76,Lupin,75mg,capsule,false
cobavin forte injection,cobavin,Treatment of Nutritional deficiencies,VITAMINS,128,180,Zydus,250mg,capsule,false
centrim oral suspension,centrim,Treatment of Bacterial infections,ANTI,148,342,Dr Reddy,650mg,tablet,true
cetdom 10mg/325mg tablet,cetdom,Treatment of Migraine,NEURO,174,362,Sun Pharma,10mg,syrup,true
cefimo 50mg syrup,cefimo,Treatment of Bacterial infections,ANTI,88,411,Cipla,50mg,syrup,true
ceflaz az 200mg/250mg tablet,ceflaz,Bacterial infections,ANTI,59,478,Torrent,200mg,injection,false
cypomit syrup,cypomit,Appetite stimulant,VITAMINS,165,405,Zydus,100mg,capsule,false
conipar m syrup,conipar,Pain relief,PAIN,58,91,Cipla,200mg,capsule,true
ciprodrops 0.3% eye/ear drops,ciprodrops,Treatment of Bacterial eye / ear infections,OPHTHAL,89,149,Mankind,250mg,capsule,true
cexime o 200mg/200mg tablet,cexime,Treatment of Bacterial infections,ANTI,113,306,Dr Reddy,200mg,syrup,false
cefusel 500mg tablet,cefusel,Treatment of Bacterial infections,ANTI,81,430,Torrent,500mg,tablet,true
cold blow syrup,cold,Treatment of Common cold,RESPIRATORY,131,269,Abbott,500mg,tablet,true
cefilab 500mg injection,cefilab,Treatment of Bacterial infections,ANTI,175,439,Alkem,500mg,syrup,false
cefmone-sb 250mg injection,cefmone-sb,Treatment of Bacterial infections,ANTI,200,324,Dr Reddy,250mg,tablet,false
cefivin o 200mg/200mg tablet,cefivin,Treatment of Bacterial infections,ANTI,90,498,Sun Pharma,200mg,capsule,true
clanol-mr tablet,clanol-mr,Treatment of Muscular pain,PAIN,25,491,Cipla,650mg,capsule,true
caret-thio 64 tablet,caret-thio,Treatment of Pain due to muscle spasm,PAIN,102,476,Mankind,250mg,syrup,true
cortidel 6 tablet,cortidel,Treatment of Inflammatory conditions,HORMONES,72,219,Sun Pharma,500mg,syrup,true
cefozeg 1000mg injection,cefozeg,Bacterial infections,ANTI,35,53,Dr Reddy,1000mg,tablet,true
cefixwell of dry syrup,cefixwell,Treatment of Typhoid fever,ANTI,135,487,Abbott,100mg,tablet,false
curiclox-cv dry syrup,curiclox-cv,Treatment of Resistance Tuberculosis (TB),ANTI,121,207,Sun Pharma,100mg,injection,false
cadace mr 100mg/325mg/250mg tablet,cadace,Treatment of Muscular pain,PAIN,116,266,Torrent,100mg,capsule,true
clinga a 75mg/75mg tablet,clinga,Prevention of heart attack and stroke,BLOOD,121,495,Dr Reddy,75mg,injection,false
cp-cefo-cv dry syrup,cp-cefo-cv,Treatment of Respiratory tract infection,ANTI,66,498,Torrent,200mg,tablet,true
copine p 5mg/50mg tablet,copine,Treatment of Hypertension (high blood pressure),CARDIAC,195,362,Cipla,5mg,injection,false
crocof g syrup,crocof,Cough,RESPIRATORY,176,333,Torrent,650mg,injection,true
cefima tablet,cefima,Treatment of Bacterial infections,ANTI,140,264,Lupin,650mg,tablet,false
crovix o 200mg/200mg tablet,crovix,Treatment of Bacterial infections,ANTI,32,144,Lupin,200mg,syrup,true
crovix 100mg tablet dt,crovix,Treatment of Bacterial infections,ANTI,174,118,Zydus,100mg,injection,true
clovimet 1000mg tablet sr,clovimet,Treatment of Type 2 diabetes mellitus,ANTI,103,312,Alkem,1000mg,tablet,true
cp dom 1mg oral suspension,cp,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,71,341,Abbott,1mg,syrup,false
clarivib 250mg tablet,clarivib,Treatment of Bacterial infections,ANTI,109,151,Alkem,250mg,tablet,false
cefotosh 250mg injection,cefotosh,Treatment of Bacterial infections,ANTI,191,115,Zydus,250mg,syrup,true
cijo-spas tablet,cijo-spas,Treatment of Menstrual pain,PAIN,116,355,Torrent,500mg,capsule,true
coly-suz 1miu injection,coly-suz,Severe bacterial infections,GASTRO,158,79,Mankind,200mg,capsule,true
ceftar-s injection,ceftar-s,Bacterial infections,ANTI,102,448,Mankind,200mg,syrup,true
credflam-t8 tablet,credflam-t8,Treatment of Pain due to muscle spasm,PAIN,36,193,Sun Pharma,200mg,tablet,false
cifnic o 200mg/200mg tablet,cifnic,Treatment of Bacterial infections,ANTI,53,98,Zydus,200mg,injection,false
corcin 250mg injection,corcin,Bacterial infections,OPHTHAL,60,159,Zydus,250mg,injection,false
capamrox dl 250mg/250mg tablet,capamrox,Bacterial infections,ANTI,152,99,Dr Reddy,250mg,syrup,true
curetham-tx tablet,curetham-tx,Heavy menstrual bleeding,BLOOD,147,118,Lupin,250mg,syrup,false
cantomox kt eye drop,cantomox,Treatment of Bacterial eye infections,OPHTHAL,110,156,Lupin,200mg,syrup,false
cantomic dr 80mg/250mg tablet,cantomic,Treatment of Abdominal pain,GASTRO,93,271,Mankind,80mg,tablet,true
cefrik 200mg tablet,cefrik,Treatment of Bacterial infections,ANTI,199,484,Mankind,200mg,capsule,true
citori th 60mg/4mg tablet,citori,Treatment of Pain due to muscle spasm,PAIN,200,392,Abbott,60mg,capsule,false
clonitoin 100mg tablet,clonitoin,Treatment and prevention of Epilepsy/Seizures,NEURO,186,435,Mankind,100mg,syrup,true
carzibo 50 tablet,carzibo,Treatment of Type 2 diabetes mellitus,ANTI,99,57,Sun Pharma,200mg,injection,false
camogline p 500mg/800mg tablet,camogline,Stroke,NEURO,171,74,Alkem,500mg,injection,true
coxient pg 75mg/60mg tablet sr,coxient,Neuropathic pain,NEURO,169,251,Lupin,75mg,capsule,false
capricef ss 1000mg/500mg injection,capricef,Bacterial infections,ANTI,40,313,Zydus,1000mg,capsule,true
caprivent-as capsule,caprivent-as,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,50,477,Cipla,250mg,injection,false
cgcip 250mg tablet,cgcip,Treatment of Bacterial infections,GASTRO,136,54,Lupin,250mg,tablet,true
ceficon cv 200mg/125mg tablet,ceficon,Treatment of Bacterial infections,ANTI,156,217,Cipla,200mg,capsule,false
cefaglen 100mg tablet dt,cefaglen,Treatment of Bacterial infections,ANTI,29,433,Torrent,100mg,tablet,true
cefzon s 1000mg/500mg injection,cefzon,Treatment of Bacterial infections,ANTI,197,135,Abbott,1000mg,tablet,true
caftyca-cv tablet,caftyca-cv,Treatment of Bacterial infections,ANTI,116,109,Zydus,500mg,syrup,true
clopri-sp tablet,clopri-sp,Pain relief,PAIN,86,69,Torrent,500mg,tablet,false
cetmon l kid 2.5mg/4mg tablet,cetmon,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,60,427,Lupin,5mg,tablet,true
clindaript 600 injection,clindaript,Treatment of Bacterial infections,ANTI,114,125,Dr Reddy,650mg,tablet,false
conarik 100 capsule,conarik,Treatment of Fungal infections,OPHTHAL,131,352,Abbott,500mg,injection,false
clobmic neo cream,clobmic,Treatment of Skin infections,DERMA,188,264,Torrent,650mg,injection,true
crocemol 650mg tablet,crocemol,Pain relief,PAIN,129,186,Dr Reddy,650mg,syrup,true
colispure 1 injection,colispure,Severe bacterial infections,GASTRO,47,51,Dr Reddy,250mg,syrup,false
curedec 50mg injection,curedec,Treatment of Post menopausal osteoporosis,HORMONES,111,50,Abbott,50mg,syrup,false
cefixx dt 200 tablet,cefixx,Treatment of Bacterial infections,ANTI,94,383,Lupin,650mg,syrup,true
cardikare 50mg tablet,cardikare,Treatment of Hypertension (high blood pressure),CARDIAC,32,430,Sun Pharma,50mg,injection,false
caybutyl 650 mg/65 mg tablet,caybutyl,Pain relief,PAIN,31,400,Torrent,650 mg,syrup,true
c taz injection,c,Bacterial infections,ANTI,192,500,Dr Reddy,250mg,tablet,true
ceface 500mg tablet,ceface,Treatment of Bacterial infections,ANTI,188,69,Abbott,500mg,syrup,true
ceface 750mg injection,ceface,Treatment of Bacterial infections,ANTI,117,469,Sun Pharma,750mg,tablet,false
calembic 150 mg/225 mg tablet,calembic,Osteoporosis,PAIN,27,137,Cipla,150 mg,capsule,false
ciprodac 2mg infusion,ciprodac,Treatment of Bacterial infections,ANTI,117,97,Zydus,2mg,capsule,true
carion x 50 mg/1.25 mg/4 mg syrup,carion,Treatment of Cough with mucus,RESPIRATORY,94,260,Zydus,50 mg,tablet,false
clofcin 200mg tablet,clofcin,Treatment of Bacterial infections,ANTI,56,332,Abbott,200mg,injection,true
cozan 200mg tablet,cozan,Treatment of Bacterial infections,ANTI,155,93,Dr Reddy,200mg,capsule,true
coxwin kid 100 mg/50 mg tablet,coxwin,Treatment of Tuberculosis (TB),ANTI,61,302,Abbott,100 mg,capsule,false
clopijoy 75mg tablet,clopijoy,Prevention of heart attack and stroke,BLOOD,163,449,Cipla,75mg,tablet,false
ceflect t 1000 mg/125 mg injection,ceflect,Bacterial infections,ANTI,68,159,Lupin,1000 mg,tablet,false
chlorosun dm eye drop,chlorosun,Treatment of Bacterial eye infections,OPHTHAL,196,340,Alkem,650mg,tablet,false
crizlife 4mg tablet md,crizlife,Treatment of Allergic skin conditions,RESPIRATORY,85,316,Cipla,4mg,capsule,true
cefocef o 50mg tablet,cefocef,Treatment of Bacterial infections,ANTI,162,97,Cipla,50mg,tablet,true
ciprol eye ointment,ciprol,Bacterial eye infections,OPHTHAL,74,117,Lupin,200mg,capsule,false
ceftocid 500mg injection,ceftocid,Treatment of Bacterial infections,ANTI,84,486,Lupin,500mg,injection,false
citivas injection,citivas,Treatment of Stroke,NEURO,71,184,Torrent,250mg,capsule,true
cilren 20mg tablet,cilren,Treatment of Hypertension (high blood pressure),CARDIAC,105,284,Mankind,20mg,tablet,false
cavmox 1000mg/200mg injection,cavmox,Treatment of Bacterial infections,ANTI,182,492,Dr Reddy,1000mg,injection,true
cefwom 200mg tablet,cefwom,Treatment of Bacterial infections,ANTI,42,490,Alkem,200mg,capsule,false
cliver 100mg tablet dt,cliver,Treatment of Bacterial infections,ANTI,121,459,Zydus,100mg,injection,true
cefutus clav 250mg/125mg tablet,cefutus,Treatment of Bacterial infections,ANTI,38,202,Zydus,250mg,syrup,false
cepfor 100mg/5ml dry syrup,cepfor,Treatment of Bacterial infections,ANTI,76,72,Mankind,100mg,injection,true
cefies 500mg tablet,cefies,Treatment of Bacterial infections,ANTI,189,401,Dr Reddy,500mg,injection,true
cadiprous 10mg tablet,cadiprous,Prevention of Heart attack,BLOOD,91,217,Lupin,10mg,tablet,false
camcin 5mg tablet,camcin,Treatment of Allergic conditions,RESPIRATORY,146,111,Mankind,5mg,tablet,false
clavico 1000mg/200mg injection,clavico,Treatment of Bacterial infections,ANTI,33,107,Alkem,1000mg,syrup,true
cortipriv 6mg tablet,cortipriv,Treatment of Inflammatory conditions,HORMONES,111,440,Cipla,6mg,tablet,false
cascef 250mg tablet,cascef,Treatment of Bacterial infections,ANTI,43,224,Zydus,250mg,injection,true
cd clox 250mg/250mg capsule,cd,Treatment of Bacterial infections,ANTI,134,133,Cipla,250mg,capsule,true
cipkind 500mg tablet,cipkind,Treatment of Bacterial infections,GASTRO,179,383,Lupin,500mg,capsule,true
ciprofox 500mg tablet,ciprofox,Treatment of Bacterial infections,GASTRO,137,67,Zydus,500mg,syrup,true
cosbact 100mg tablet dt,cosbact,Treatment of Bacterial infections,ANTI,45,315,Alkem,100mg,capsule,false
ceten 5mg tablet,ceten,Treatment of Allergic conditions,RESPIRATORY,109,236,Alkem,5mg,tablet,false
ceralide 50mg tablet md,ceralide,Pain relief,PAIN,68,102,Sun Pharma,50mg,syrup,true
clearworm 200mg oral suspension,clearworm,Treatment of Parasitic infections,ANTI,116,187,Lupin,200mg,capsule,false
clonza 2mg tablet,clonza,Treatment of Anxiety disorder,NEURO,54,87,Zydus,2mg,injection,false
citirest 1000 cr tablet,citirest,Treatment of Stroke,NEURO,84,434,Zydus,100mg,syrup,false
cepoxal 200mg tablet,cepoxal,Treatment of Bacterial infections,ANTI,180,174,Mankind,200mg,capsule,false
candil 50mg tablet dt,candil,Treatment of Fungal infections,ANTI,182,463,Mankind,50mg,capsule,true
clapex 200mg/28.5mg tablet dt,clapex,Treatment of Resistance Tuberculosis (TB),ANTI,54,156,Lupin,200mg,syrup,false
cythral 250mg tablet,cythral,Treatment of Bacterial infections,ANTI,189,158,Zydus,250mg,tablet,false
cifipod cv 100mg/62.5mg tablet,cifipod,Treatment of Respiratory tract infection,ANTI,196,401,Cipla,100mg,injection,false
clowin b lotion,clowin,Treatment of Fungal skin infections,DERMA,27,117,Mankind,650mg,tablet,true
citinoot 500mg tablet,citinoot,Treatment of Stroke,NEURO,185,241,Cipla,500mg,injection,false
cefpodea 100mg tablet dt,cefpodea,Treatment of Bacterial infections,ANTI,69,116,Torrent,100mg,injection,true
ciprolac tz 500mg/250mg tablet,ciprolac,Treatment of Bacterial & parasitic infections,GASTRO,137,433,Cipla,500mg,tablet,true
canzol 500mg tablet,canzol,Treatment of Bacterial infections,GASTRO,118,199,Cipla,500mg,tablet,false
cipral 250mg tablet,cipral,Treatment of Bacterial infections,GASTRO,176,230,Alkem,250mg,capsule,false
cylenc sv 300mg tablet,cylenc,Epilepsy/Seizures,NEURO,58,223,Dr Reddy,300mg,tablet,true
cefipod 100mg tablet,cefipod,Treatment of Bacterial infections,ANTI,182,223,Mankind,100mg,tablet,true
caprizone ss 500mg/500mg injection,caprizone,Treatment of Bacterial infections,ANTI,83,273,Zydus,500mg,capsule,false
coldnac-p nasal drops,coldnac-p,Nasal congestion (blocked nose),RESPIRATORY,156,92,Zydus,100mg,tablet,false
