name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
utnac sp tablet,utnac,Pain relief,PAIN,31,220,Sun Pharma,100mg,injection,true
unocef 50mg dry syrup,unocef,Treatment of Bacterial infections,ANTI,113,350,Mankind,50mg,injection,true
uricure 300 tablet,uricure,Treatment of Primary biliary cirrhosis,GASTRO,95,228,Torrent,500mg,capsule,false
urdiogem 150 tablet,urdiogem,Treatment of Primary biliary cirrhosis,GASTRO,181,341,Torrent,650mg,syrup,false
uzin m 5mg/10mg tablet,uzin,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,89,412,Cipla,5mg,injection,false
urifon 100mg tablet,urifon,Treatment of Bacterial infections of urinary tract,UROLOGY,85,144,Mankind,100mg,syrup,false
urostat 40 mg tablet,urostat,Treatment of Gout,PAIN,195,65,Dr Reddy,40 mg,syrup,false
ultiflam sp tablet,ultiflam,Pain relief,PAIN,179,386,Cipla,200mg,capsule,true
ulkus dsr capsule,ulkus,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,111,231,Lupin,500mg,capsule,false
udisal 300mg tablet,udisal,Treatment of Primary biliary cirrhosis,GASTRO,143,477,Abbott,300mg,injection,false
urotor 10mg tablet,urotor,Treatment of Hypertension (high blood pressure),CARDIAC,83,500,Zydus,10mg,capsule,false
ulciran 150mg tablet,ulciran,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,176,181,Zydus,150mg,injection,false
uriflav 200mg tablet,uriflav,Treatment of Muscle spasms of the urinary tract,UROLOGY,121,204,Abbott,200mg,capsule,true
ultranex 20mg tablet,ultranex,Pain relief,PAIN,169,466,Lupin,20mg,capsule,true
unicitral syrup,unicitral,Treatment of Gout,UROLOGY,195,398,Cipla,100mg,syrup,true
udiwok 150mg tablet,udiwok,Treatment of Primary biliary cirrhosis,GASTRO,170,60,Zydus,150mg,capsule,false
utergin 0.2mg injection,utergin,Post-delivery bleeding,GYNAECOLOGICAL,177,270,Zydus,2mg,capsule,true
uninor 5mg tablet,uninor,Treatment of Heavy menstrual bleeding,GYNAECOLOGICAL,40,69,Zydus,5mg,capsule,false
urinice tablet,urinice,Treatment of Benign prostatic hyperplasia,UROLOGY,29,473,Dr Reddy,100mg,capsule,true
uronix 300 tablet,uronix,Treatment of Primary biliary cirrhosis,GASTRO,69,234,Cipla,500mg,tablet,false
ulciwok gel,ulciwok,Treatment of Mouth ulcers,STOMATOLOGICALS,189,306,Sun Pharma,200mg,tablet,false
utiquin 400 tablet,utiquin,Bacterial infections,ANTI,155,68,Torrent,650mg,syrup,true
uvanco 250 capsule,uvanco,Clostridium difficile associated diarrhea,ANTI,182,418,Abbott,250mg,syrup,true
udigrip 300 tablet,udigrip,Treatment of Primary biliary cirrhosis,GASTRO,85,443,Alkem,650mg,injection,true
uniblastin 10mg injection,uniblastin,Non-Hodgkin lymphoma (NHL),ANTI,167,395,Torrent,10mg,capsule,true
urilact 40mg tablet er,urilact,Treatment of Gout,PAIN,156,352,Mankind,40mg,capsule,false
unifen mr 50mg/325mg/500mg tablet,unifen,Treatment of Muscular pain,PAIN,133,367,Alkem,50mg,tablet,true
udirise 300mg tablet,udirise,Treatment of Primary biliary cirrhosis,GASTRO,118,239,Dr Reddy,300mg,injection,true
ultrarise 60 k softgel capsule,ultrarise,Treatment of Vitamin D deficiency,VITAMINS,192,498,Lupin,250mg,injection,false
ultigest -sr 300 tablet,ultigest,Hormone replacement therapy,GYNAECOLOGICAL,173,202,Cipla,100mg,capsule,true
uriflow 1.38 syrup,uriflow,Treatment of Gout,UROLOGY,56,266,Zydus,100mg,tablet,true
urge free 200mg tablet,urge,Treatment of Muscle spasms of the urinary tract,UROLOGY,154,438,Torrent,200mg,injection,false
unicef 500mg tablet,unicef,Treatment of Bacterial infections,ANTI,94,224,Dr Reddy,500mg,tablet,true
utimack syrup,utimack,Kidney stone,VITAMINS,27,461,Abbott,650mg,injection,true
ursoriv 300mg tablet,ursoriv,Treatment of Primary biliary cirrhosis,GASTRO,44,303,Alkem,300mg,syrup,false
uricheck 40 tablet,uricheck,Treatment of Gout,PAIN,78,421,Zydus,650mg,capsule,true
unkold plus 100mg/5mg/5mg tablet,unkold,Treatment of Common cold,RESPIRATORY,66,220,Lupin,100mg,capsule,false
udcon 300 tablet,udcon,Treatment of Primary biliary cirrhosis,GASTRO,145,103,Lupin,200mg,tablet,false
unifuci ointment,unifuci,Treatment of Bacterial skin infections,DERMA,117,276,Zydus,100mg,injection,true
uv lube unims eye drop 0.5ml,uv,Dry eyes,OPHTHAL,34,77,Torrent,100mg,injection,false
ultranac-mr tablet,ultranac-mr,Pain due to muscle spasm,PAIN,148,151,Torrent,200mg,tablet,true
ugr free softgel capsule,ugr,Treatment of Erectile dysfunction,SEX,66,303,Mankind,100mg,injection,false
udee 300mg capsule,udee,Treatment of Primary biliary cirrhosis,GASTRO,69,213,Alkem,300mg,syrup,true
udiwyn 300mg tablet,udiwyn,Treatment of Primary biliary cirrhosis,GASTRO,29,417,Dr Reddy,300mg,injection,false
urosec 300mg tablet,urosec,Treatment of Primary biliary cirrhosis,GASTRO,21,94,Abbott,300mg,syrup,true
ulcirab-d capsule sr,ulcirab-d,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,52,128,Dr Reddy,100mg,injection,true
utiliv 300mg tablet,utiliv,Treatment of Primary biliary cirrhosis,GASTRO,70,141,Alkem,300mg,capsule,false
urtibil 20mg tablet,urtibil,Treatment of Allergic conditions,RESPIRATORY,91,168,Zydus,20mg,capsule,true
unkold-d tablet,unkold-d,Treatment of Common cold,RESPIRATORY,40,93,Sun Pharma,500mg,tablet,true
unopan d tablet,unopan,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,130,244,Abbott,250mg,tablet,false
unicet 10mg tablet,unicet,Treatment of Allergic conditions,RESPIRATORY,142,142,Lupin,10mg,tablet,true
uritex 200mg tablet,uritex,Treatment of Muscle spasms of the urinary tract,UROLOGY,150,350,Alkem,200mg,capsule,true
ubicar cream,ubicar,Treatment of Varicose veins,CARDIAC,34,490,Abbott,100mg,syrup,true
uzepan 40mg tablet,uzepan,Treatment of Heartburn,GASTRO,60,224,Dr Reddy,40mg,syrup,false
urcol 300mg tablet,urcol,Treatment of Primary biliary cirrhosis,GASTRO,22,341,Sun Pharma,300mg,syrup,false
unsym 0.3mg tablet,unsym,Hypertension (high blood pressure),CARDIAC,169,235,Dr Reddy,3mg,capsule,true
utrogestan 200mg soft gelatin capsule,utrogestan,Hormone replacement therapy,GYNAECOLOGICAL,196,458,Dr Reddy,200mg,injection,false
udiplus tablet,udiplus,Liver  disease,GASTRO,115,156,Dr Reddy,250mg,capsule,false
unclot 15 tablet,unclot,Treatment and prevention of Blood clots,CARDIAC,129,312,Zydus,500mg,capsule,true
usteron 10mg tablet,usteron,Treatment of Heavy menstrual bleeding,GYNAECOLOGICAL,107,122,Cipla,10mg,syrup,true
uniwalk capsule,uniwalk,Osteoarthritis,DERMA,89,338,Abbott,200mg,capsule,true
udan 4mg tablet md,udan,Treatment of Nausea,GASTRO,196,165,Dr Reddy,4mg,tablet,false
udidac 300mg tablet,udidac,Treatment of Primary biliary cirrhosis,GASTRO,35,445,Zydus,300mg,injection,true
uro 300mg tablet,uro,Treatment of Primary biliary cirrhosis,GASTRO,20,51,Alkem,300mg,tablet,true
unigesic plus tablet,unigesic,Pain relief,PAIN,175,472,Torrent,250mg,injection,false
ub mine 100mg tablet,ub,Treatment of Nutritional deficiencies,VITAMINS,89,262,Sun Pharma,100mg,tablet,false
ubentra dsr capsule,ubentra,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,24,339,Lupin,200mg,tablet,false
urocef 250mg tablet,urocef,Treatment of Bacterial infections,ANTI,144,496,Mankind,250mg,tablet,true
uthyrox 100mcg tablet,uthyrox,Treatment of Hypothyroidism,HORMONES,56,442,Alkem,650mg,capsule,true
udikem 300mg tablet,udikem,Treatment of Primary biliary cirrhosis,GASTRO,130,233,Zydus,300mg,injection,false
udikast 300 tablet,udikast,Treatment of Primary biliary cirrhosis,GASTRO,50,313,Zydus,200mg,capsule,false
ultop 20mg tablet,ultop,Treatment of Heartburn,GASTRO,197,307,Lupin,20mg,injection,true
udirik 300mg tablet,udirik,Treatment of Primary biliary cirrhosis,GASTRO,99,387,Torrent,300mg,injection,false
ursonith 300mg tablet,ursonith,Treatment of Primary biliary cirrhosis,GASTRO,81,165,Cipla,300mg,injection,true
udisite 300mg tablet,udisite,Treatment of Primary biliary cirrhosis,GASTRO,55,91,Alkem,300mg,syrup,true
unofen k 50mg tablet,unofen,Pain relief,PAIN,152,361,Torrent,50mg,syrup,true
ursotina tablet,ursotina,Treatment of Primary biliary cirrhosis,GASTRO,81,415,Abbott,200mg,injection,false
unifix o 200mg/200mg tablet,unifix,Treatment of Bacterial infections,ANTI,119,218,Lupin,200mg,injection,true
urossil d 0.4mg/0.5mg tablet mr,urossil,Treatment of Benign prostatic hyperplasia,UROLOGY,99,141,Abbott,4mg,syrup,false
uratin 100mg tablet sr,uratin,Treatment of Bacterial infections of urinary tract,UROLOGY,73,347,Cipla,100mg,capsule,false
unitra 200mg capsule,unitra,Treatment of Fungal infections,OPHTHAL,119,55,Mankind,200mg,injection,true
uronir 300mg tablet,uronir,Treatment of Primary biliary cirrhosis,GASTRO,117,302,Dr Reddy,300mg,capsule,false
unipam 1gm injection,unipam,Organophosphate poisoning,OTHERS,129,163,Alkem,650mg,tablet,false
uritone 50mg syrup,uritone,Treatment of Bacterial infections,ANTI,199,490,Abbott,50mg,capsule,true
urokinase 50000iu injection,urokinase,Heart attack,CARDIAC,197,372,Zydus,500mg,capsule,false
unkold n flu tablet,unkold,Common cold,RESPIRATORY,55,399,Lupin,100mg,injection,false
updox 100mg capsule,updox,Treatment of Bacterial infections,ANTI,32,494,Zydus,100mg,injection,true
urilite syrup,urilite,Treatment of Gout,UROLOGY,59,205,Lupin,500mg,capsule,false
ubil ar tablet,ubil,Treatment of Allergic conditions,RESPIRATORY,171,176,Sun Pharma,500mg,injection,false
uriliv s 300mg tablet,uriliv,Treatment of Primary biliary cirrhosis,GASTRO,69,294,Mankind,300mg,syrup,true
uvkare cream,uvkare,Treatment of Melasma,DERMA,158,343,Cipla,200mg,tablet,false
uniwarfin 5mg tablet,uniwarfin,Prevention of Blood clots,CARDIAC,33,273,Alkem,5mg,injection,false
ultimox clav dry syrup,ultimox,Treatment of Resistance Tuberculosis (TB),ANTI,92,76,Lupin,100mg,capsule,true
uterone sr 300 tablet,uterone,Hormone replacement therapy,GYNAECOLOGICAL,180,278,Dr Reddy,250mg,capsule,false
ut-nit 100 tablet sr,ut-nit,Treatment of Bacterial infections of urinary tract,UROLOGY,47,143,Sun Pharma,100mg,capsule,false
urosa plus 50mg/10mg tablet,urosa,Treatment of Edema,CARDIAC,70,168,Alkem,50mg,syrup,false
uromac 100mg tablet sr,uromac,Treatment of Bacterial infections of urinary tract,UROLOGY,163,425,Alkem,100mg,tablet,false
ultop d d 10 mg/40 mg capsule,ultop,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,183,435,Mankind,10 mg,capsule,false
ursolic 300mg tablet,ursolic,Treatment of Primary biliary cirrhosis,GASTRO,190,206,Torrent,300mg,capsule,false
urolic 300 tablet,urolic,Treatment of Primary biliary cirrhosis,GASTRO,89,319,Sun Pharma,650mg,injection,false
ultrawin 37.5mg/325mg capsule,ultrawin,Moderate to severe pain,PAIN,52,354,Abbott,5mg,tablet,true
utgard 50mg injection,utgard,Premature Labor,GYNAECOLOGICAL,154,256,Lupin,50mg,syrup,false
ulcure 40mg tablet,ulcure,Treatment of Heartburn,GASTRO,52,313,Abbott,40mg,injection,true
ursogard 300 tablet,ursogard,Treatment of Primary biliary cirrhosis,GASTRO,67,85,Zydus,200mg,tablet,true
utifur 100mg tablet,utifur,Treatment of Bacterial infections of urinary tract,UROLOGY,103,254,Alkem,100mg,syrup,false
udeboost 300 tablet,udeboost,Treatment of Primary biliary cirrhosis,GASTRO,76,417,Sun Pharma,100mg,syrup,false
ultimont lc kid syrup,ultimont,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,163,477,Lupin,500mg,injection,true
uroliv 150mg tablet,uroliv,Treatment of Primary biliary cirrhosis,GASTRO,153,71,Cipla,150mg,tablet,true
unipan-dsr capsule,unipan-dsr,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,137,429,Zydus,650mg,syrup,true
unizuva a capsule,unizuva,Treatment of Prevention of heart attack and stroke,CARDIAC,184,169,Lupin,200mg,tablet,true
ultrazox 250 mg/50 mg/325 mg tablet,ultrazox,Treatment of Pain due to muscle spasm,PAIN,45,345,Dr Reddy,250 mg,capsule,true
uderm plus cream,uderm,Treatment of Skin infections,DERMA,187,235,Mankind,250mg,tablet,true
urinice d 0.4mg/0.5mg tablet,urinice,Treatment of Benign prostatic hyperplasia,UROLOGY,161,233,Torrent,4mg,injection,false
ultiflam 100mg/500mg tablet,ultiflam,Pain relief,PAIN,187,250,Abbott,100mg,injection,true
uriflame syrup,uriflame,Treatment of Gout,UROLOGY,152,199,Lupin,650mg,tablet,true
udbless 300 tablet,udbless,Treatment of Primary biliary cirrhosis,GASTRO,89,277,Sun Pharma,200mg,capsule,false
ulcon p 5 mg/2.5 mg tablet,ulcon,Treatment of Irritable bowel syndrome,GASTRO,28,242,Sun Pharma,5 mg,syrup,true
uditoss 300mg tablet,uditoss,Treatment of Primary biliary cirrhosis,GASTRO,23,241,Abbott,300mg,capsule,true
utl 25mg tablet,utl,Treatment of Hypertension (high blood pressure),CARDIAC,152,495,Lupin,25mg,injection,false
ulyses plus tablet,ulyses,Liver  disease,GASTRO,90,249,Cipla,250mg,tablet,false
ulcerfree gel,ulcerfree,Treatment of Mouth ulcers,STOMATOLOGICALS,123,218,Abbott,100mg,tablet,false
ultikof expectorant,ultikof,Cough with mucus,RESPIRATORY,86,406,Cipla,500mg,syrup,false
unidic-la gel,unidic-la,Pain relief,PAIN,88,260,Sun Pharma,650mg,capsule,false
unihyzi 10 tablet,unihyzi,Treatment of Anxiety,RESPIRATORY,107,217,Torrent,100mg,injection,false
urifix 40 tablet,urifix,Treatment of Gout,PAIN,114,264,Alkem,100mg,capsule,false
udfast 300 tablet,udfast,Treatment of Primary biliary cirrhosis,GASTRO,85,78,Alkem,100mg,tablet,true
udifast 300mg tablet,udifast,Treatment of Primary biliary cirrhosis,GASTRO,50,178,Dr Reddy,300mg,capsule,false
ulrex 5 mg/2.5 mg/300 mg tablet,ulrex,Irritable bowel syndrome,NEURO,158,327,Lupin,5 mg,capsule,true
unitor 10mg tablet,unitor,High cholesterol,CARDIAC,134,380,Lupin,10mg,injection,true
urinin 200 tablet,urinin,Treatment of Muscle spasms of the urinary tract,UROLOGY,94,341,Alkem,200mg,syrup,true
unipuff ff 6mcg/250mcg capsule,unipuff,Treatment of Chronic obstructive pulmonary disease (COPD),RESPIRATORY,152,389,Cipla,200mg,syrup,true
udglaz 300 tablet,udglaz,Treatment of Primary biliary cirrhosis,GASTRO,137,404,Alkem,250mg,tablet,false
uda 450 sr tablet,uda,Treatment of Primary biliary cirrhosis,GASTRO,124,318,Sun Pharma,650mg,syrup,false
uromitexan 200mg injection,uromitexan,Treatment of Ifosfamide-induced hemorrhagic cystitis,BLOOD,59,71,Abbott,200mg,syrup,true
urogard urogard-sf syrup sugar free,urogard,Treatment of Gout,UROLOGY,133,66,Alkem,500mg,injection,true
urimas d 0.4mg/0.5mg tablet,urimas,Treatment of Benign prostatic hyperplasia,UROLOGY,50,95,Lupin,4mg,tablet,true
ultrin semi tablet,ultrin,Moderate to severe pain,PAIN,45,477,Mankind,200mg,capsule,true
unosil antimicrobial wound and burn spray,unosil,Prevention of Infections,DERMA,97,96,Alkem,650mg,tablet,true
unifol injection,unifol,Treatment of Nutritional deficiencies,VITAMINS,135,449,Zydus,200mg,injection,true
ulcerab d 30mg/20mg capsule sr,ulcerab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,99,184,Torrent,30mg,injection,true
usotin 10mg tablet,usotin,Treatment of High cholesterol,CARDIAC,189,433,Zydus,10mg,syrup,true
ultrasone ht ointment,ultrasone,Treatment of Melasma,DERMA,138,147,Dr Reddy,250mg,syrup,false
udcure 300mg tablet,udcure,Treatment of Primary biliary cirrhosis,GASTRO,188,406,Dr Reddy,300mg,tablet,true
udishine 300 tablet,udishine,Treatment of Primary biliary cirrhosis,GASTRO,104,238,Mankind,250mg,syrup,false
utrex 20mg tablet,utrex,Treatment of Premature Labor,GYNAECOLOGICAL,182,311,Mankind,20mg,capsule,true
ulcoat ano rectal cream,ulcoat,Treatment of Piles,GASTRO,31,196,Mankind,250mg,tablet,true
ulcigard o oral suspension,ulcigard,Treatment of Acidity,GASTRO,195,109,Lupin,100mg,capsule,false
uriset 40mg tablet,uriset,Treatment of Gout,PAIN,30,476,Lupin,40mg,injection,true
ucdex syrup,ucdex,Treatment of Cough with mucus,RESPIRATORY,158,274,Mankind,200mg,syrup,false
urixate tablet,urixate,Treatment of Muscle spasms of the urinary tract,UROLOGY,86,368,Cipla,100mg,tablet,true
uv relief tablet,uv,Treatment of Common cold,RESPIRATORY,123,459,Abbott,200mg,syrup,true
uloric 100mg tablet,uloric,Treatment of Gout,PAIN,78,376,Sun Pharma,100mg,capsule,false
ulti-bact 2% ointment,ulti-bact,Treatment of Bacterial skin infections,DERMA,187,380,Zydus,650mg,capsule,true
urso 150mg tablet,urso,Treatment of Primary biliary cirrhosis,GASTRO,51,56,Zydus,150mg,syrup,true
unizuva a 20mg/75mg capsule,unizuva,Treatment of Prevention of heart attack and stroke,CARDIAC,169,475,Abbott,20mg,capsule,false
unipuff fg 6mcg/25mcg capsule,unipuff,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,186,325,Zydus,650mg,capsule,true
udoxyl 300mg tablet,udoxyl,Treatment of Primary biliary cirrhosis,GASTRO,109,225,Zydus,300mg,injection,true
ursodil 250 tablet,ursodil,Treatment of Primary biliary cirrhosis,GASTRO,144,266,Cipla,500mg,syrup,true
usal syrup,usal,Treatment of Chronic obstructive pulmonary disease (COPD),RESPIRATORY,51,260,Cipla,100mg,capsule,false
uterone 100 injection,uterone,Hormone replacement therapy,GYNAECOLOGICAL,74,61,Alkem,100mg,syrup,true
uderm cream,uderm,Skin infections,DERMA,172,333,Alkem,500mg,capsule,true
ubostat 40mg tablet,ubostat,Treatment of Gout,PAIN,150,229,Cipla,40mg,syrup,true
utican 200mg tablet,utican,Treatment of Fungal infections,ANTI,162,317,Sun Pharma,200mg,syrup,true
ulzero d 10mg/40mg tablet,ulzero,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,148,490,Zydus,10mg,syrup,false
uniflam x 50mg tablet,uniflam,Pain relief,PAIN,53,484,Alkem,50mg,syrup,false
unitrexate 50mg injection,unitrexate,Cancer,ANTI,27,328,Cipla,50mg,injection,true
ulcipil dsr 30mg/20mg capsule,ulcipil,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,197,55,Sun Pharma,30mg,injection,false
ultranyx tablet,ultranyx,Moderate to severe pain,PAIN,193,445,Dr Reddy,500mg,syrup,false
unizacort 6 tablet,unizacort,Treatment of Inflammatory conditions,HORMONES,75,60,Mankind,650mg,injection,false
urotel 2mg capsule xl,urotel,Treatment of Overactive bladder (OAB) symptoms,UROLOGY,35,402,Alkem,2mg,tablet,true
urid 40mg tablet,urid,Treatment of Heartburn,GASTRO,28,362,Cipla,40mg,syrup,false
uncof d syrup,uncof,Treatment of Dry cough,RESPIRATORY,127,384,Dr Reddy,500mg,capsule,false
uripain of 200mg/200mg tablet,uripain,Treatment of Urinary tract infections (UTIs),ANTI,130,333,Lupin,200mg,syrup,true
unilastine 20mg tablet,unilastine,Treatment of Allergic conditions,RESPIRATORY,61,272,Torrent,20mg,tablet,false
ubicharge 100mg tablet,ubicharge,Treatment of Nutritional deficiencies,VITAMINS,156,297,Torrent,100mg,syrup,false
urivin 0.4mg tablet,urivin,Treatment of Benign prostatic hyperplasia,UROLOGY,145,203,Mankind,4mg,capsule,false
ultracon 37.5mg/325mg tablet,ultracon,Moderate to severe pain,PAIN,98,343,Alkem,5mg,syrup,true
udigard 300 tablet,udigard,Treatment of Primary biliary cirrhosis,GASTRO,38,125,Abbott,650mg,tablet,true
udiaid 300 tablet,udiaid,Treatment of Primary biliary cirrhosis,GASTRO,72,68,Cipla,250mg,capsule,true
ugesic gel,ugesic,Pain relief,PAIN,119,204,Torrent,250mg,syrup,false
uv kof syrup,uv,Treatment of Cough,RESPIRATORY,137,458,Lupin,100mg,tablet,true
unicyp syrup,unicyp,Treatment of Allergic conditions,VITAMINS,175,295,Cipla,100mg,capsule,false
ut spas o 200mg/200mg tablet,ut,Treatment of Urinary tract infections (UTIs),ANTI,187,396,Torrent,200mg,syrup,true
udidol 300 tablet,udidol,Treatment of Primary biliary cirrhosis,GASTRO,36,297,Cipla,200mg,tablet,true
uvamat 50mg tablet,uvamat,Depression,NEURO,68,182,Dr Reddy,50mg,injection,false
uptofive tablet,uptofive,Uterine fibroids,GYNAECOLOGICAL,124,254,Dr Reddy,250mg,capsule,false
urotas 25mg tablet,urotas,Treatment of Urinary retention,UROLOGY,60,492,Zydus,25mg,syrup,true
uds 300mg tablet,uds,Treatment of Primary biliary cirrhosis,GASTRO,185,242,Zydus,300mg,tablet,false
ud-life 300 tablet,ud-life,Treatment of Primary biliary cirrhosis,GASTRO,85,231,Mankind,650mg,tablet,true
unizuva c 10mg/75mg capsule,unizuva,Heart attack prevention and high cholesterol,CARDIAC,159,129,Dr Reddy,10mg,tablet,true
urofin 200mg tablet,urofin,Treatment of Bacterial infections,ANTI,124,285,Dr Reddy,200mg,capsule,false
ursodex 300mg tablet,ursodex,Treatment of Primary biliary cirrhosis,GASTRO,44,203,Zydus,300mg,injection,false
unipuff sf 50mg/250mcg capsule,unipuff,Treatment of Chronic obstructive pulmonary disease (COPD),RESPIRATORY,81,469,Zydus,50mg,tablet,true
ultrabenz gel,ultrabenz,Treatment of Pain relief,PAIN,38,449,Dr Reddy,650mg,tablet,true
ullinase 100000iu injection,ullinase,Treatment of Severe sepsis,UROLOGY,146,336,Abbott,500mg,tablet,true
ultrazac d 10 mg/325 mg/37.5 mg tablet,ultrazac,Treatment of Severe acute pain,PAIN,27,58,Torrent,10 mg,capsule,true
ulcigard 20mg capsule,ulcigard,Gastroesophageal reflux disease (Acid reflux),GASTRO,154,241,Zydus,20mg,syrup,false
