name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
lulibert 1% cream,lulibert,Treatment of Fungal skin infections,DERMA,90,203,Zydus,100mg,capsule,false
lufixcin 100mg/100mg tablet,lufixcin,Treatment of Typhoid fever,ANTI,103,240,Alkem,100mg,syrup,true
lorelax p 4mg/325mg tablet,lorelax,Pain relief,PAIN,69,197,Mankind,4mg,capsule,false
loflor 250mg tablet,loflor,Treatment of Bacterial infections,OPHTHAL,73,237,Zydus,250mg,tablet,false
levozone 500mg tablet,levozone,Treatment of Bacterial infections,OPHTHAL,95,140,Alkem,500mg,syrup,false
laflox 200mg tablet,laflox,Treatment of Bacterial infections,ANTI,131,246,Torrent,200mg,injection,false
levokem 750mg tablet,levokem,Treatment of Bacterial infections,OPHTHAL,35,204,Dr Reddy,750mg,tablet,false
latochek 5mg eye drop,latochek,Glaucoma,OPHTHAL,28,67,Abbott,5mg,tablet,true
lupizep plus 25 mg/0.5 mg tablet,lupizep,Depression,NEURO,199,407,Lupin,25 mg,syrup,true
lactozest syrup,lactozest,Treatment of Constipation,GASTRO,135,69,Zydus,500mg,tablet,true
ligmazole ear drop,ligmazole,Treatment of Fungal infections,OTOLOGICALS,41,438,Dr Reddy,500mg,injection,true
lisaid tablet,lisaid,Treatment of Allergic conditions,RESPIRATORY,194,490,Alkem,100mg,injection,false
lonecort 4mg tablet,lonecort,Treatment of Rheumatic disorder,HORMONES,164,388,Abbott,4mg,tablet,false
livotech 500mg injection,livotech,Treatment of Bacterial infections,ANTI,43,87,Dr Reddy,500mg,syrup,true
lopax 1mg tablet,lopax,Treatment of Short term anxiety,RESPIRATORY,96,183,Mankind,1mg,syrup,true
large clav duo dry syrup,large,Treatment of Resistant Tuberculosis (TB),ANTI,138,345,Alkem,200mg,capsule,false
lavitra 100mg capsule,lavitra,Treatment of Fungal infections,OPHTHAL,102,69,Cipla,100mg,tablet,false
lukidex xt syrup,lukidex,Treatment of Dry cough,RESPIRATORY,83,462,Sun Pharma,500mg,tablet,true
lulitez 1% lotion,lulitez,Treatment of Fungal skin infections,DERMA,66,124,Mankind,250mg,tablet,false
lanzopep kid 15mg tablet dt,lanzopep,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,163,428,Zydus,15mg,tablet,true
liverab 20mg injection,liverab,Gastroesophageal reflux disease (Acid reflux),GASTRO,178,266,Cipla,20mg,tablet,true
linidox ds 100mg dry syrup,linidox,Treatment of Bacterial infections,ANTI,156,363,Torrent,100mg,syrup,false
luli-ad gel,luli-ad,Treatment of Fungal skin infections,DERMA,179,187,Abbott,500mg,injection,true
lovast 10mg tablet,lovast,Treatment of High cholesterol,CARDIAC,42,287,Sun Pharma,10mg,injection,false
lemitias dt 50 tablet,lemitias,Epilepsy/Seizures,NEURO,116,80,Zydus,500mg,tablet,true
lithocap 300mg capsule,lithocap,Mania,NEURO,190,453,Dr Reddy,300mg,syrup,true
levisign 500mg tablet,levisign,Treatment of Epilepsy/Seizures,NEURO,79,150,Alkem,500mg,injection,true
lenzit-m syrup,lenzit-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,98,486,Mankind,650mg,capsule,true
lefod cv 200mg/125mg tablet,lefod,Treatment of Respiratory tract infection,ANTI,114,224,Torrent,200mg,capsule,false
lefmac 10mg tablet,lefmac,Rheumatoid arthritis,PAIN,174,77,Sun Pharma,10mg,tablet,true
linolet 100mg dry syrup,linolet,Treatment of Resistant Tuberculosis (TB),ANTI,73,241,Lupin,100mg,capsule,false
livestar 500mg tablet,livestar,Treatment of Bacterial infections,OPHTHAL,85,123,Cipla,500mg,capsule,false
levomas 500 tablet,levomas,Treatment of Bacterial infections,OPHTHAL,127,250,Sun Pharma,250mg,injection,true
linoril 5mg tablet,linoril,Hypertension (high blood pressure),CARDIAC,73,56,Dr Reddy,5mg,syrup,false
lornichem 8mg injection,lornichem,Pain relief,PAIN,169,184,Dr Reddy,8mg,capsule,false
lemod 500mg tablet,lemod,Treatment of Bacterial infections,OPHTHAL,130,216,Alkem,500mg,tablet,false
leevocin 500mg tablet,leevocin,Treatment of Bacterial infections,OPHTHAL,147,157,Cipla,500mg,injection,true
logican 200mg capsule,logican,Treatment of Fungal infections,ANTI,95,202,Sun Pharma,200mg,syrup,true
levalon 150mg tablet,levalon,Treatment of Primary biliary cirrhosis,GASTRO,162,93,Torrent,150mg,capsule,true
lemo oral drops,lemo,Treatment of Common cold,RESPIRATORY,62,172,Zydus,650mg,tablet,false
lazic 1500mcg tablet,lazic,Treatment of Pernicious Anemia,VITAMINS,70,366,Abbott,500mg,injection,true
lot 25mg tablet,lot,Treatment of Hypertension (high blood pressure),CARDIAC,174,476,Sun Pharma,25mg,capsule,true
levair i inhaler,levair,Treatment of Chronic obstructive pulmonary disease (COPD),RESPIRATORY,136,98,Cipla,650mg,syrup,true
lactoclaav 1000mg/200mg injection,lactoclaav,Treatment of Bacterial infections,ANTI,73,62,Torrent,1000mg,capsule,true
lopitas 10mg tablet,lopitas,Treatment of Insomnia,NEURO,81,180,Lupin,10mg,syrup,false
linonix 600 tablet,linonix,Treatment of Severe bacterial infections,ANTI,142,50,Mankind,200mg,tablet,true
loxic 8mg tablet,loxic,Pain relief,PAIN,130,276,Dr Reddy,8mg,syrup,false
lextum 500mg tablet,lextum,Treatment of Bacterial infections,ANTI,102,70,Zydus,500mg,capsule,true
linefix 200 tablet dt,linefix,Treatment of Bacterial infections,ANTI,196,354,Alkem,500mg,capsule,true
lesuset 25mg tablet,lesuset,Gastroesophageal reflux disease (Acid reflux),NEURO,97,437,Dr Reddy,25mg,syrup,false
livoxa 500 tablet,livoxa,Treatment of Bacterial infections,OPHTHAL,178,111,Alkem,650mg,capsule,true
livodoz 5mg tablet,livodoz,Treatment of Allergic conditions,RESPIRATORY,161,111,Abbott,5mg,syrup,true
lactocon 10gm syrup,lactocon,Treatment of Constipation,GASTRO,150,85,Alkem,100mg,capsule,true
leveset 100mg injection,leveset,Treatment of Epilepsy/Seizures,NEURO,175,374,Lupin,100mg,capsule,true
lozodine tablet,lozodine,Treatment of Allergic conditions,RESPIRATORY,80,89,Abbott,250mg,tablet,false
lynorest a syrup,lynorest,Cough,RESPIRATORY,143,316,Zydus,250mg,syrup,true
lopirova tablet,lopirova,HIV infection,ANTI,134,484,Lupin,650mg,capsule,false
leracin plus syrup,leracin,Treatment of Common cold,RESPIRATORY,158,254,Torrent,200mg,capsule,false
levofly-m tablet,levofly-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,171,135,Abbott,100mg,capsule,true
lexadol 500mg tablet,lexadol,Treatment of Bacterial infections,OPHTHAL,84,497,Alkem,500mg,injection,true
lupi rfsh 900iu injection,lupi,Female infertility,GYNAECOLOGICAL,128,451,Zydus,100mg,injection,false
lacef 125mg tablet,lacef,Treatment of Bacterial infections,ANTI,65,134,Abbott,125mg,capsule,false
lexcof expectorant,lexcof,Dry cough,RESPIRATORY,162,353,Zydus,250mg,capsule,false
loxpin 25mg capsule,loxpin,Treatment of Schizophrenia,NEURO,69,251,Lupin,25mg,injection,false
loparin 20mg/0.2ml injection,loparin,Treatment and prevention of Blood clots,BLOOD,77,175,Torrent,20mg,syrup,false
lesovir 90mg/400mg tablet,lesovir,Treatment of Chronic hepatitis C virus (HCV) infection,ANTI,90,78,Zydus,90mg,injection,true
lupamik 500mg injection,lupamik,Bacterial infections,OPHTHAL,27,296,Zydus,500mg,capsule,true
lifelyte liquid,lifelyte,Treatment of Dehydration,BLOOD,102,365,Sun Pharma,500mg,capsule,true
levochem 250mg tablet,levochem,Treatment of Bacterial infections,OPHTHAL,103,246,Lupin,250mg,syrup,false
levogis 750mg tablet,levogis,Treatment of Bacterial infections,OPHTHAL,94,98,Sun Pharma,750mg,injection,false
laz ax 250 mg/60 mg tablet,laz,Treatment of Respiratory tract infection,ANTI,33,228,Abbott,250 mg,syrup,false
lenzit 5mg tablet,lenzit,Treatment of Allergic conditions,RESPIRATORY,147,362,Torrent,5mg,syrup,true
losit 50mg tablet,losit,Treatment of Hypertension (high blood pressure),CARDIAC,174,211,Mankind,50mg,tablet,true
lsp 50mg tablet,lsp,Treatment of Hypertension (high blood pressure),CARDIAC,87,150,Dr Reddy,50mg,syrup,false
luliglin cream,luliglin,Treatment of Fungal skin infections,DERMA,58,69,Lupin,650mg,injection,true
lc once 5mg tablet,lc,Treatment of Allergic conditions,RESPIRATORY,100,120,Mankind,5mg,capsule,true
lotherma n suspension,lotherma,Pain relief,PAIN,116,96,Sun Pharma,250mg,capsule,false
leone 40mg injection,leone,Treatment of Rheumatoid arthritis,DERMA,167,266,Abbott,40mg,capsule,false
losawal 50mg tablet,losawal,Treatment of Hypertension (high blood pressure),CARDIAC,68,111,Dr Reddy,50mg,tablet,false
leedz xp tablet,leedz,Treatment of Common cold,RESPIRATORY,173,382,Lupin,500mg,tablet,false
lebexol 100mg tablet,lebexol,Hypertension (high blood pressure),CARDIAC,162,124,Mankind,100mg,syrup,false
ligest 200mg soft gelatin capsule,ligest,Hormone replacement therapy,GYNAECOLOGICAL,139,319,Lupin,200mg,injection,false
leozine-am tablet,leozine-am,Cough,RESPIRATORY,153,375,Zydus,100mg,syrup,true
laycort 6mg tablet,laycort,Treatment of Inflammatory conditions,HORMONES,150,79,Abbott,6mg,tablet,false
lorent 5mg tablet,lorent,Treatment of Allergic conditions,RESPIRATORY,127,484,Lupin,5mg,injection,false
lutiphase 200mg tablet sr,lutiphase,Hormone replacement therapy,GYNAECOLOGICAL,41,366,Dr Reddy,200mg,injection,true
lyriful 1% cream,lyriful,Treatment of Fungal skin infections,DERMA,162,253,Mankind,650mg,injection,true
leerox dry syrup,leerox,Treatment of Bacterial infections,ANTI,69,322,Alkem,200mg,injection,false
levozip 500mg tablet,levozip,Treatment of Bacterial infections,OPHTHAL,41,356,Zydus,500mg,tablet,false
levonet m 5mg/10mg tablet,levonet,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,88,183,Zydus,5mg,syrup,true
latilast-lc tablet,latilast-lc,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,185,411,Lupin,200mg,syrup,true
laxacomfort oral suspension sugar free,laxacomfort,Constipation,GASTRO,53,180,Mankind,650mg,capsule,true
lodiric 100mg tablet,lodiric,Treatment of Gout,PAIN,60,188,Cipla,100mg,capsule,false
lutine 40mg tablet,lutine,Treatment of Depression,NEURO,80,194,Alkem,40mg,injection,true
lhd 10mg tablet,lhd,Treatment of Hypertension (high blood pressure),CARDIAC,143,71,Cipla,10mg,injection,false
lacivas 2mg tablet,lacivas,Hypertension (high blood pressure),CARDIAC,86,164,Mankind,2mg,tablet,false
lypan 40mg injection,lypan,Treatment of Heartburn,GASTRO,135,418,Zydus,40mg,injection,true
lcr 250mg tablet,lcr,Treatment of Bacterial infections,OPHTHAL,107,94,Lupin,250mg,syrup,false
levomark 250mg tablet,levomark,Treatment of Bacterial infections,OPHTHAL,47,238,Dr Reddy,250mg,tablet,false
lignocip 2% injection,lignocip,Local anesthesia (Numb tissues in a specific area),PAIN,34,188,Alkem,500mg,syrup,true
lidon 500mg capsule,lidon,Bacterial infections,ANTI,169,420,Alkem,500mg,syrup,false
lactolex oral solution,lactolex,Treatment of Constipation,GASTRO,63,110,Torrent,250mg,injection,false
lerab d 30mg/20mg capsule sr,lerab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,48,343,Zydus,30mg,capsule,true
lamitias 50mg tablet,lamitias,Epilepsy/Seizures,NEURO,42,56,Zydus,50mg,syrup,false
lecen mt 5mg/10mg tablet,lecen,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,164,310,Torrent,5mg,syrup,true
lucort 6mg tablet,lucort,Treatment of Inflammatory conditions,HORMONES,117,180,Mankind,6mg,capsule,true
lactulis 10gm oral solution,lactulis,Treatment of Constipation,GASTRO,21,457,Mankind,650mg,capsule,true
livex 40mg injection,livex,Treatment and prevention of Blood clots,BLOOD,40,424,Dr Reddy,40mg,tablet,false
levisar 40mg tablet,levisar,Hypertension (high blood pressure),CARDIAC,49,102,Dr Reddy,40mg,tablet,false
lorzen-p tablet,lorzen-p,Pain relief,PAIN,190,445,Torrent,100mg,syrup,true
livotuff-m tablet,livotuff-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,80,106,Zydus,200mg,injection,false
loftycort 100mg injection,loftycort,Severe allergic reactions,RESPIRATORY,57,244,Sun Pharma,100mg,syrup,false
levosung p tablet,levosung,Treatment of Common cold,RESPIRATORY,113,490,Sun Pharma,100mg,tablet,false
large clav oral drops,large,Treatment of Resistant Tuberculosis (TB),ANTI,191,159,Cipla,500mg,injection,false
luliket cream,luliket,Treatment of Fungal skin infections,DERMA,154,101,Torrent,250mg,injection,true
lavik 5mg tablet,lavik,Treatment of Allergic conditions,RESPIRATORY,154,386,Dr Reddy,5mg,injection,false
lovy tablet,lovy,Treatment of Worm infections,ANTI,59,104,Torrent,100mg,injection,true
leemark m oral suspension,leemark,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,88,112,Lupin,250mg,injection,true
losaride h 50mg/12.5mg tablet,losaride,Treatment of Hypertension (high blood pressure),CARDIAC,141,274,Alkem,50mg,tablet,true
lurtox cream,lurtox,Treatment of Fungal skin infections,DERMA,164,388,Lupin,200mg,injection,false
ligesic a tablet,ligesic,Pain relief,PAIN,124,265,Abbott,650mg,tablet,true
linzoript 600mg tablet,linzoript,Treatment of Severe bacterial infections,ANTI,52,175,Torrent,600mg,syrup,true
luligee b cream,luligee,Treatment of Fungal skin infections,DERMA,161,407,Lupin,250mg,injection,false
losapac 50mg/5mg tablet,losapac,Hypertension (high blood pressure),CARDIAC,198,118,Dr Reddy,50mg,tablet,false
lamokem od 50 tablet sr,lamokem,Epilepsy/Seizures,NEURO,164,364,Lupin,200mg,tablet,false
limaclav dry syrup,limaclav,Treatment of Resistance Tuberculosis (TB),ANTI,23,288,Cipla,100mg,syrup,true
lenocarb s 1000mg suspension,lenocarb,Treatment of Intestinal ulcers,GASTRO,162,116,Alkem,1000mg,injection,false
levosul 100mg tablet,levosul,Gastroesophageal reflux disease (Acid reflux),NEURO,118,202,Abbott,100mg,tablet,false
losain-h 50mg/12.5mg tablet,losain-h,Treatment of Hypertension (high blood pressure),CARDIAC,197,131,Torrent,50mg,syrup,true
lyopred 500mg injection,lyopred,Treatment of Rheumatic disorder,HORMONES,68,312,Sun Pharma,500mg,syrup,true
larprim 200 mg/40 mg suspension,larprim,Treatment of Bacterial infections,ANTI,83,274,Sun Pharma,200 mg,injection,false
levome-fd 10mg/120mg tablet,levome-fd,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,132,238,Torrent,10mg,tablet,true
lnt 8mg tablet,lnt,Hypertension (high blood pressure),CARDIAC,138,395,Mankind,8mg,injection,true
linzaa 600mg tablet,linzaa,Treatment of Severe bacterial infections,ANTI,164,321,Zydus,600mg,tablet,true
lefast p tablet,lefast,Pain relief,PAIN,166,321,Mankind,250mg,capsule,false
lo risc tablet,lo,Treatment of Nutritional deficiencies,VITAMINS,121,119,Torrent,650mg,capsule,true
levomol 1.25mg respules 2.5ml,levomol,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,135,302,Torrent,25mg,tablet,false
locpod 200mg tablet,locpod,Treatment of Bacterial infections,ANTI,20,171,Cipla,200mg,capsule,true
laxiday plus emulsion,laxiday,Treatment of Constipation,GASTRO,46,332,Zydus,250mg,syrup,false
lorin p 8mg/325mg tablet,lorin,Pain relief,PAIN,38,393,Alkem,8mg,injection,true
lyzid injection,lyzid,Bacterial infections,ANTI,131,99,Dr Reddy,500mg,injection,true
leeglim m forte 2mg/1000mg tablet,leeglim,Treatment of Type 2 diabetes mellitus,ANTI,94,120,Alkem,2mg,capsule,true
linzobest 600mg tablet,linzobest,Treatment of Severe bacterial infections,ANTI,46,449,Lupin,600mg,syrup,true
livogrid 250 tablet,livogrid,Treatment of Epilepsy/Seizures,NEURO,22,98,Abbott,250mg,syrup,true
levcast cold plus 2mg/325mg/10mg tablet,levcast,Treatment of Common cold,RESPIRATORY,62,406,Mankind,2mg,capsule,false
larnio 5mg tablet,larnio,Treatment of Allergic conditions,RESPIRATORY,53,224,Zydus,5mg,tablet,true
lecz tablet,lecz,Treatment of Allergic conditions,RESPIRATORY,71,266,Dr Reddy,500mg,capsule,true
linfil 600 tablet,linfil,Treatment of Severe bacterial infections,ANTI,36,156,Lupin,100mg,tablet,true
lorkinz-p tablet,lorkinz-p,Pain relief,PAIN,41,345,Lupin,100mg,syrup,false
lexadep 20mg tablet,lexadep,Treatment of Depression,NEURO,114,220,Mankind,20mg,syrup,false
logidex syrup,logidex,Treatment of Dry cough,RESPIRATORY,159,263,Zydus,100mg,syrup,false
leofast 5mg tablet dt,leofast,Treatment of Allergic conditions,RESPIRATORY,124,308,Lupin,5mg,injection,true
losaride am 50mg/5mg tablet,losaride,Hypertension (high blood pressure),CARDIAC,125,138,Sun Pharma,50mg,capsule,false
linoxia 100mg dry syrup,linoxia,Treatment of Resistant Tuberculosis (TB),ANTI,166,101,Alkem,100mg,injection,true
leemark plus 10mg/120mg tablet,leemark,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,83,145,Zydus,10mg,tablet,false
lobonac-th 4 tablet,lobonac-th,Treatment of Pain due to muscle spasm,PAIN,190,347,Zydus,250mg,capsule,false
levolong tablet,levolong,Treatment of Allergic conditions,RESPIRATORY,124,187,Cipla,650mg,capsule,true
lubox 0.5% eye drop,lubox,Treatment of Dry eyes,OPHTHAL,82,396,Mankind,250mg,syrup,true
latcyp syrup mixed fruit,latcyp,Appetite stimulant,VITAMINS,61,231,Alkem,250mg,tablet,false
levoviz-m kid tablet,levoviz-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,132,385,Lupin,100mg,capsule,true
luli aar 1% cream,luli,Treatment of Fungal skin infections,DERMA,97,471,Lupin,650mg,syrup,true
lacet-m tablet,lacet-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,73,273,Lupin,250mg,syrup,false
lomogine 50mg tablet,lomogine,Epilepsy/Seizures,NEURO,52,485,Alkem,50mg,injection,false
lejet syrup,lejet,Treatment of Allergic conditions,RESPIRATORY,34,259,Mankind,100mg,capsule,true
leemol 125mg/5ml syrup,leemol,Pain relief,PAIN,108,166,Abbott,125mg,tablet,false
levilep 500mg tablet xr,levilep,Treatment of Epilepsy/Seizures,NEURO,109,142,Mankind,500mg,capsule,false
lipicon f 10mg/160mg tablet,lipicon,Treatment of High cholesterol,CARDIAC,103,211,Lupin,10mg,syrup,true
lulipex 1% soap,lulipex,Treatment of Fungal skin infections,DERMA,93,481,Lupin,500mg,tablet,false
l c drox 500mg tablet,l,Treatment of Bacterial infections,ANTI,107,473,Zydus,500mg,syrup,true
lanzee dm 10 mg/30 mg capsule,lanzee,Gastroesophageal reflux disease (Acid reflux),GASTRO,28,438,Lupin,10 mg,tablet,false
lanip d 10 mg/30 mg capsule,lanip,Gastroesophageal reflux disease (Acid reflux),GASTRO,120,453,Abbott,10 mg,syrup,true
lenomust 10 capsule,lenomust,Multiple myeloma,ANTI,170,54,Dr Reddy,250mg,injection,true
lowin t eye drop,lowin,Treatment of Bacterial eye infections,OPHTHAL,139,90,Cipla,200mg,injection,true
lee 30mg capsule,lee,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,76,329,Zydus,30mg,tablet,true
lipifol 10mg tablet,lipifol,High cholesterol,CARDIAC,92,414,Mankind,10mg,syrup,false
lanset 30mg capsule,lanset,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,45,364,Cipla,30mg,injection,false
lezo dp tablet,lezo,Common cold,RESPIRATORY,124,302,Cipla,500mg,injection,true
lulicas 1% cream,lulicas,Treatment of Fungal skin infections,DERMA,68,232,Dr Reddy,650mg,capsule,true
luzicough xp syrup,luzicough,Treatment of Cough with mucus,RESPIRATORY,134,279,Cipla,100mg,tablet,true
leeporate 500mg tablet,leeporate,Epilepsy/Seizures,NEURO,178,354,Dr Reddy,500mg,syrup,true
lxia gt syrup,lxia,Cough,RESPIRATORY,117,328,Abbott,500mg,syrup,true
leveder 250mg tablet,leveder,Treatment of Epilepsy/Seizures,NEURO,192,368,Alkem,250mg,syrup,true
levian 500mg tablet,levian,Treatment of Epilepsy/Seizures,NEURO,193,490,Cipla,500mg,capsule,true
lotas-k injection,lotas-k,Pain relief,PAIN,33,317,Dr Reddy,200mg,syrup,true
loxaquin oz 250mg/500mg tablet,loxaquin,Diarrhea,GASTRO,78,410,Zydus,250mg,syrup,true
liglipol tablet,liglipol,Prevention of organ rejection in transplant patients,ANTI,103,178,Lupin,200mg,syrup,true
lusorid 10gm oral suspension,lusorid,Treatment of Constipation,GASTRO,30,183,Torrent,200mg,capsule,false
letroript 5mg tablet,letroript,Treatment of Breast cancer,ANTI,83,79,Zydus,5mg,capsule,true
libsana 5mg/2.5mg tablet,libsana,Treatment of Irritable bowel syndrome,GASTRO,97,226,Sun Pharma,5mg,injection,true
lipant injection,lipant,Treatment of Heartburn,GASTRO,83,235,Cipla,100mg,injection,false
levitram 250mg tablet,levitram,Treatment of Epilepsy/Seizures,NEURO,118,51,Torrent,250mg,capsule,false
lulidaz cream,lulidaz,Treatment of Fungal skin infections,DERMA,162,147,Lupin,100mg,tablet,true
lefen 100mg tablet,lefen,Pain relief,PAIN,145,484,Abbott,100mg,syrup,true
lavik-m syrup,lavik-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,148,200,Abbott,200mg,syrup,false
ligopil 2% injection,ligopil,Local anesthesia (Numb tissues in a specific area),PAIN,71,76,Alkem,500mg,injection,false
laza 6mg/5ml oral suspension,laza,Treatment of Duchenne muscular dystrophy(DMD),HORMONES,52,133,Zydus,6mg,tablet,false
lifexone 250mg tablet,lifexone,Treatment of Alcohol addiction,NEURO,166,66,Zydus,250mg,injection,false
lupidexa 0.5mg tablet,lupidexa,Treatment of Inflammatory conditions,HORMONES,60,436,Sun Pharma,5mg,tablet,true
levostat 750mg tablet,levostat,Treatment of Bacterial infections,OPHTHAL,103,357,Alkem,750mg,tablet,true
lunair 400mg tablet,lunair,Treatment and prevention of Chronic obstructive pulmonary disease (COPD),RESPIRATORY,157,333,Mankind,400mg,injection,false
l.p.l. 10mg tablet,l.p.l.,Hypertension (high blood pressure),CARDIAC,94,386,Alkem,10mg,injection,false
lervasc 10 mg tablet,lervasc,Hypertension (high blood pressure),CARDIAC,42,469,Abbott,10 mg,syrup,true
levetrix  250mg tablet,levetrix,Treatment of Epilepsy/Seizures,NEURO,44,172,Torrent,250mg,capsule,false
lopressor 1mg injection,lopressor,Treatment of Hypertensive emergency,CARDIAC,120,469,Dr Reddy,1mg,syrup,true
levetas 250mg tablet,levetas,Treatment of Epilepsy/Seizures,NEURO,200,251,Abbott,250mg,injection,false
l ray 5mg tablet,l,Treatment of Allergic conditions,RESPIRATORY,195,194,Sun Pharma,5mg,syrup,true
lubriva eye drop,lubriva,Treatment of Dry eyes,OPHTHAL,110,179,Dr Reddy,100mg,injection,false
loxofib 500 tablet,loxofib,Treatment of Bacterial infections,OPHTHAL,86,388,Dr Reddy,650mg,tablet,false
livlo 500mg tablet,livlo,Treatment of Bacterial infections,OPHTHAL,165,79,Sun Pharma,500mg,injection,false
l fiza f 5mg tablet,l,Treatment of Anemia due to folic acid deficiency,BLOOD,78,115,Mankind,5mg,tablet,true
lcef dx 200mg/500mg tablet,lcef,Bacterial infections,ANTI,55,105,Alkem,200mg,tablet,false
lozat 25mg tablet,lozat,Treatment of Hypertension (high blood pressure),CARDIAC,24,196,Abbott,25mg,injection,false
lorilip 10mg/200mg tablet,lorilip,Treatment of High cholesterol,CARDIAC,100,115,Mankind,10mg,injection,false
lazit 250mg tablet,lazit,Treatment of Bacterial infections,ANTI,85,112,Mankind,250mg,injection,false
lomin 150mg tablet,lomin,Treatment of Bacterial infections,ANTI,153,398,Alkem,150mg,injection,true
levrom-m syrup,levrom-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,36,411,Zydus,250mg,injection,true
leomine 5mg tablet,leomine,Treatment of Allergic conditions,RESPIRATORY,192,350,Dr Reddy,5mg,capsule,true
l-cet plus 100mg/5mg tablet er,l-cet,Common cold,RESPIRATORY,61,97,Abbott,100mg,injection,true
