name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
zedcure 200 mg/500 mg tablet,zedcure,Treatment of Bacterial & parasitic infections,GASTRO,192,478,Lupin,200 mg,injection,true
zobastat tablet,zobastat,Treatment of Worm infections,ANTI,81,279,Zydus,200mg,tablet,false
zapacid 15mg capsule,zapacid,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,125,448,Lupin,15mg,injection,false
zentor 250 mg tablet,zentor,Treatment of Bacterial infections,OPHTHAL,154,208,Cipla,250 mg,injection,true
zylocef t 250 mg/31.25 mg injection,zylocef,Bacterial infections,ANTI,79,105,Dr Reddy,250 mg,syrup,false
zepdyl syrup,zepdyl,Dry cough,RESPIRATORY,138,132,Lupin,100mg,injection,false
zimzat-ox oral suspension,zimzat-ox,Treatment of Acidity,GASTRO,118,365,Torrent,500mg,tablet,false
zitrich 500mg tablet,zitrich,Treatment of Bacterial infections,ANTI,182,161,Sun Pharma,500mg,tablet,false
zytum 250mg tablet,zytum,Treatment of Bacterial infections,ANTI,46,311,Torrent,250mg,injection,true
zenoa 400mg tablet,zenoa,Treatment of Parasitic infections,ANTI,157,283,Alkem,400mg,syrup,false
zolfa 18mg tablet,zolfa,Treatment of Inflammatory conditions,HORMONES,83,419,Sun Pharma,18mg,injection,false
zykuf p suspension,zykuf,Treatment of Common cold,RESPIRATORY,42,381,Sun Pharma,650mg,injection,true
zidane 40mg capsule,zidane,Treatment of Depression,NEURO,137,135,Cipla,40mg,capsule,false
zolpistar 10mg tablet,zolpistar,Treatment of Insomnia,NEURO,111,495,Dr Reddy,10mg,syrup,true
zovia 75mg tablet,zovia,Moderate to severe pain,PAIN,181,325,Dr Reddy,75mg,syrup,false
zilo d 400mg/10mg tablet,zilo,Treatment and prevention of Asthma,RESPIRATORY,142,367,Zydus,400mg,capsule,true
zipris 20mg capsule,zipris,Schizophrenia,NEURO,177,259,Mankind,20mg,capsule,true
zilide 100mg oral suspension,zilide,Treatment of Bacterial infections,ANTI,35,165,Dr Reddy,100mg,injection,true
zofix oz 200mg/500mg tablet,zofix,Treatment of Bacterial infections,ANTI,45,377,Alkem,200mg,tablet,false
zithrovil 200 oral suspension,zithrovil,Treatment of Bacterial infections,ANTI,125,74,Sun Pharma,100mg,capsule,true
zimac 250mg tablet,zimac,Treatment of Bacterial infections,ANTI,39,124,Cipla,250mg,capsule,true
zeozole 2% soap,zeozole,Fungal skin infections,DERMA,49,441,Lupin,650mg,capsule,false
zithmark 500mg tablet,zithmark,Treatment of Bacterial infections,ANTI,97,56,Abbott,500mg,capsule,true
zeeter 250mg tablet,zeeter,Treatment of Bacterial infections,ANTI,144,367,Mankind,250mg,injection,false
zotop d 30mg/40mg capsule sr,zotop,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,54,151,Abbott,30mg,syrup,false
zetoxi mr 60mg/4mg tablet,zetoxi,Treatment of Pain due to muscle spasm,PAIN,169,160,Lupin,60mg,tablet,false
zistin 8mg tablet,zistin,Treatment of Meniere's disease,NEURO,186,233,Torrent,8mg,syrup,true
zoxinace-sp tablet,zoxinace-sp,Pain relief,PAIN,101,482,Abbott,200mg,injection,false
zoli d 30mg/40mg capsule,zoli,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,46,202,Mankind,30mg,capsule,true
zobeta 500mg/500mg injection,zobeta,Treatment of Bacterial infections,ANTI,200,457,Sun Pharma,500mg,tablet,true
zwei 0.2mg tablet md,zwei,Treatment of Type 2 diabetes mellitus,ANTI,20,64,Dr Reddy,2mg,injection,true
zeena 750mg tablet,zeena,Tuberculosis (TB),ANTI,48,372,Mankind,750mg,injection,false
zegerd 40mg oral suspension,zegerd,Treatment of Heartburn,GASTRO,130,71,Mankind,40mg,capsule,true
zylin od 75mg tablet,zylin,Treatment of Neuropathic pain,NEURO,149,406,Alkem,75mg,capsule,false
zestasil 100 tablet,zestasil,Treatment of Erectile dysfunction,SEX,157,212,Dr Reddy,200mg,capsule,true
zincopan 40mg injection,zincopan,Treatment of Heartburn,GASTRO,28,348,Zydus,40mg,injection,true
zotum s 250mg/125mg injection,zotum,Bacterial infections,ANTI,30,178,Mankind,250mg,injection,false
zipris 40mg capsule,zipris,Schizophrenia,NEURO,40,380,Sun Pharma,40mg,syrup,false
zenee pr 100mg tablet,zenee,Pain relief,PAIN,171,230,Abbott,100mg,capsule,false
zoltweet 0.5mg tablet,zoltweet,Treatment of Anxiety,NEURO,22,188,Abbott,5mg,injection,true
zyrinol 100mg tablet,zyrinol,Treatment of Gout,PAIN,105,82,Zydus,100mg,injection,false
zycef 250mg injection,zycef,Treatment of Bacterial infections,ANTI,152,75,Mankind,250mg,capsule,true
zithsan 250mg tablet,zithsan,Treatment of Bacterial infections,ANTI,73,328,Lupin,250mg,tablet,true
zaxid-l 75mg/20mg capsule sr,zaxid-l,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,160,453,Cipla,75mg,syrup,true
zebi-dex syrup,zebi-dex,Treatment of Dry cough,RESPIRATORY,111,170,Zydus,200mg,syrup,true
ziprolet 500mg tablet,ziprolet,Treatment of Bacterial infections,GASTRO,25,385,Cipla,500mg,injection,false
zilcard 10 tablet,zilcard,Treatment of Hypertension (high blood pressure),CARDIAC,159,97,Torrent,500mg,syrup,true
zoftaron 8mg tablet md,zoftaron,Treatment of Nausea,GASTRO,163,218,Sun Pharma,8mg,injection,true
zenvir 5% cream,zenvir,Herpes labialis,DERMA,169,436,Sun Pharma,250mg,capsule,true
zidnim-p tablet,zidnim-p,Pain relief,PAIN,122,216,Torrent,650mg,injection,false
zidrox 500mg tablet,zidrox,Treatment of Bacterial infections,ANTI,39,313,Alkem,500mg,tablet,true
zegdol tablet,zegdol,Moderate to severe pain,PAIN,179,115,Sun Pharma,200mg,injection,true
zipace sp tablet,zipace,Pain relief,PAIN,91,131,Alkem,250mg,injection,true
zole pd 10mg/40mg tablet,zole,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,139,366,Alkem,10mg,tablet,false
zim-cv tablet,zim-cv,Treatment of Bacterial infections,ANTI,106,438,Alkem,200mg,syrup,false
zoxton-t 1.125 injection,zoxton-t,Bacterial infections,ANTI,122,419,Abbott,100mg,capsule,false
ziorab l 75mg/20mg capsule,ziorab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,33,479,Cipla,75mg,tablet,false
zygenta plus 40mg injection,zygenta,Treatment of Bacterial infections,OPHTHAL,85,301,Zydus,40mg,capsule,false
zoltis 400 tablet,zoltis,Treatment of Parasitic infections,ANTI,188,399,Zydus,250mg,injection,false
zomide m 2mg/500mg tablet sr,zomide,Treatment of Type 2 diabetes mellitus,ANTI,193,405,Lupin,2mg,syrup,true
zigalis cv 625 tablet,zigalis,Treatment of Bacterial infections,ANTI,175,150,Cipla,100mg,capsule,true
zoriv 600mg tablet,zoriv,Treatment of Severe bacterial infections,ANTI,130,129,Cipla,600mg,injection,false
zosuc 500mg/125mg tablet,zosuc,Treatment of Bacterial infections,ANTI,70,261,Alkem,500mg,syrup,false
zeecent 200 oral suspension,zeecent,Treatment of Bacterial infections,ANTI,37,314,Abbott,500mg,syrup,true
zoxinace mr 100mg/325mg/250mg tablet,zoxinace,Treatment of Muscular pain,PAIN,142,468,Sun Pharma,100mg,capsule,false
zita (graf) 50mg/2mg tablet,zita,Pain due to muscle spasm,PAIN,27,133,Mankind,50mg,capsule,true
zengat d eye drop,zengat,Treatment of Bacterial eye infections,OPHTHAL,177,224,Cipla,250mg,syrup,true
zotra oz tablet,zotra,Treatment of Bacterial & parasitic infections,GASTRO,39,183,Abbott,500mg,syrup,true
zefclav 250 mg/62.5 mg tablet,zefclav,Treatment of Bacterial infections,ANTI,34,213,Cipla,250 mg,syrup,false
zenoset 2mg syrup,zenoset,Treatment of Nausea,GASTRO,113,369,Mankind,2mg,injection,true
zolpil 5mg tablet,zolpil,Treatment of Insomnia,NEURO,184,293,Dr Reddy,5mg,injection,true
zytak 300mg tablet,zytak,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,34,118,Mankind,300mg,tablet,false
zenlong t 8 mg/8 mg tablet,zenlong,Pain due to muscle spasm,PAIN,98,299,Mankind,8 mg,capsule,false
zedflam 50 mg/10 mg tablet,zedflam,Pain relief,PAIN,90,52,Alkem,50 mg,tablet,true
zipio g 15mg/1mg tablet,zipio,Treatment of Type 2 diabetes mellitus,ANTI,87,134,Zydus,15mg,capsule,true
zimat syrup,zimat,Treatment of Allergic conditions,RESPIRATORY,123,327,Mankind,650mg,injection,true
zytic 500mg tablet,zytic,Treatment of Bacterial infections,ANTI,148,414,Lupin,500mg,capsule,true
zoyadec 25mg injection,zoyadec,Treatment of Post menopausal osteoporosis,HORMONES,113,294,Torrent,25mg,injection,true
zytorse 20mg tablet,zytorse,Treatment of Hypertension (high blood pressure),CARDIAC,57,482,Dr Reddy,20mg,tablet,true
zargo 25mg tablet,zargo,Treatment of Hypertension (high blood pressure),CARDIAC,33,335,Mankind,25mg,capsule,false
zincobal 1500mcg injection,zincobal,Vitamin B12 deficiency,VITAMINS,61,222,Torrent,500mg,injection,false
zocalme 0.5mg tablet,zocalme,Treatment of Anxiety,NEURO,68,489,Torrent,5mg,injection,false
zedruff shampoo,zedruff,Treatment of Dandruff,DERMA,115,332,Mankind,650mg,syrup,false
zid 1000mg injection,zid,Bacterial infections,ANTI,83,65,Mankind,1000mg,tablet,false
zolpi 10mg tablet,zolpi,Treatment of Insomnia,NEURO,58,208,Zydus,10mg,syrup,true
z cid o oral suspension,z,Treatment of Acidity,GASTRO,67,493,Dr Reddy,250mg,injection,false
zentim gm 1000mg/125mg injection,zentim,Bacterial infections,ANTI,164,116,Torrent,1000mg,capsule,false
ziprax 50mg tablet dt,ziprax,Treatment of Bacterial infections,ANTI,110,446,Zydus,50mg,capsule,false
zortan 25mg tablet,zortan,Treatment of Hypertension (high blood pressure),CARDIAC,165,275,Dr Reddy,25mg,capsule,false
zypam 2mg tablet,zypam,Treatment of Short term anxiety,RESPIRATORY,147,284,Torrent,2mg,tablet,true
zione o 40mg/6.25mg tablet,zione,Hypertension (high blood pressure),CARDIAC,43,147,Mankind,40mg,injection,true
zatrotoz syrup,zatrotoz,Appetite stimulant,VITAMINS,126,157,Lupin,500mg,injection,true
zytram p 37.5mg/325mg tablet,zytram,Moderate to severe pain,PAIN,99,127,Zydus,5mg,syrup,true
zitcold n tablet,zitcold,Treatment of Common cold,RESPIRATORY,145,461,Sun Pharma,650mg,capsule,true
zidex-tz 1000mg/125mg injection,zidex-tz,Bacterial infections,ANTI,27,345,Dr Reddy,1000mg,injection,false
zeotrin-m tablet,zeotrin-m,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,65,398,Torrent,100mg,syrup,false
zetacef 200 dt tablet 200mg,zetacef,Treatment of Bacterial infections,ANTI,49,316,Torrent,200mg,capsule,false
zefocef 100 dt tablet,zefocef,Treatment of Bacterial infections,ANTI,29,309,Cipla,250mg,syrup,true
zepex 500mg capsule,zepex,Treatment of Bacterial infections,ANTI,20,390,Torrent,500mg,capsule,true
zeox 50mg dry syrup,zeox,Treatment of Bacterial infections,ANTI,149,193,Torrent,50mg,syrup,false
zooglip-m tablet sr,zooglip-m,Treatment of Type 2 diabetes mellitus,ANTI,171,398,Alkem,200mg,syrup,false
zefax o 200mg/200mg tablet,zefax,Treatment of Bacterial infections,ANTI,68,392,Abbott,200mg,tablet,true
zithrokk 250mg tablet,zithrokk,Treatment of Bacterial infections,ANTI,48,223,Abbott,250mg,tablet,true
zyroban 10mg tablet,zyroban,Treatment and prevention of Blood clots,CARDIAC,197,235,Zydus,10mg,syrup,true
zerox 100mg syrup,zerox,Treatment of Bacterial infections,ANTI,65,217,Cipla,100mg,syrup,true
zolvex 600mg tablet,zolvex,Treatment of Severe bacterial infections,ANTI,147,283,Lupin,600mg,syrup,false
zeroduo sp 100mg/325mg/15mg tablet,zeroduo,Pain relief,PAIN,182,121,Cipla,100mg,capsule,false
zidoxe 100mg tablet dt,zidoxe,Treatment of Bacterial infections,ANTI,136,435,Abbott,100mg,syrup,false
zelcort 6 tablet,zelcort,Treatment of Inflammatory conditions,HORMONES,150,486,Sun Pharma,500mg,capsule,false
zesoxyn oral suspension,zesoxyn,Treatment of Acidity,GASTRO,114,289,Torrent,100mg,injection,true
zifcef 50mg dry syrup,zifcef,Treatment of Bacterial infections,ANTI,162,185,Lupin,50mg,capsule,false
zupoz 40mg tablet,zupoz,Treatment of Heartburn,GASTRO,187,184,Alkem,40mg,injection,false
zolome forte 20mg capsule,zolome,Treatment of Heartburn,GASTRO,55,76,Torrent,20mg,capsule,true
zaflort 6mg tablet,zaflort,Treatment of Inflammatory conditions,HORMONES,75,368,Lupin,6mg,capsule,true
zelol 50mg tablet er,zelol,Treatment of Hypertension (high blood pressure),CARDIAC,173,369,Mankind,50mg,capsule,false
zo-clav 500mg/125mg tablet,zo-clav,Treatment of Bacterial infections,ANTI,134,230,Zydus,500mg,tablet,true
zik 100mg syrup,zik,Treatment of Bacterial infections,ANTI,104,478,Lupin,100mg,syrup,false
zoxaflam 200gm tablet,zoxaflam,Osteoarthritis,PAIN,102,270,Abbott,100mg,capsule,false
zylid suspension,zylid,Treatment of Bacterial infections,ANTI,106,383,Lupin,650mg,injection,false
zolandin 50mg suspension,zolandin,Pain relief,PAIN,144,82,Cipla,50mg,injection,true
zenthro 250mg tablet,zenthro,Treatment of Bacterial infections,ANTI,136,116,Alkem,250mg,capsule,false
zocor 125mg syrup,zocor,Treatment of Bacterial infections,ANTI,112,182,Abbott,125mg,syrup,false
zomycin 250mg tablet,zomycin,Treatment of Bacterial infections,ANTI,42,498,Lupin,250mg,syrup,false
zosecta 20mg tablet,zosecta,Treatment of Heartburn,GASTRO,98,420,Lupin,20mg,capsule,false
zift 100mg tablet,zift,Treatment of Bacterial infections,ANTI,145,484,Cipla,100mg,injection,false
zithromin 1gm tablet,zithromin,Treatment of Bacterial infections,ANTI,140,406,Torrent,200mg,syrup,false
zanozole 200 mg/500 mg infusion,zanozole,Treatment of Bacterial & parasitic infections,ANTI,22,198,Dr Reddy,200 mg,tablet,true
zydik 50mg/10mg tablet,zydik,Pain relief,PAIN,98,328,Torrent,50mg,tablet,false
zefikay az tablet,zefikay,Bacterial infections,ANTI,144,417,Zydus,100mg,capsule,true
zobapip 4000mg/500mg injection,zobapip,Bacterial infections,ANTI,82,283,Dr Reddy,4000mg,capsule,false
zicon suspension,zicon,Treatment of Bacterial infections,ANTI,160,283,Sun Pharma,500mg,capsule,false
zoricef dry syrup,zoricef,Treatment of Bacterial infections,ANTI,193,224,Torrent,650mg,injection,true
zolaflex plus 400mg/600mg tablet,zolaflex,Treatment of Diarrhea,GASTRO,114,253,Sun Pharma,400mg,capsule,true
zoxyclav 500mg/125mg tablet,zoxyclav,Treatment of Bacterial infections,ANTI,20,173,Alkem,500mg,tablet,true
zactam 4000mg/500mg injection,zactam,Bacterial infections,ANTI,145,56,Torrent,4000mg,capsule,true
zatrocid oral suspension mango sugar free,zatrocid,Acidity,GASTRO,24,312,Cipla,250mg,tablet,false
zudico 75mg injection,zudico,Pain relief,PAIN,58,409,Dr Reddy,75mg,syrup,true
zuwarm im oral suspension,zuwarm,Treatment of Worm infections,ANTI,144,462,Lupin,100mg,capsule,true
zifo at syrup,zifo,Cough,RESPIRATORY,197,462,Zydus,100mg,capsule,false
zocvin cold syrup,zocvin,Treatment of Common cold,RESPIRATORY,51,408,Torrent,650mg,tablet,true
zezek 200mg tablet dt,zezek,Treatment of Bacterial infections,ANTI,64,318,Mankind,200mg,capsule,true
zithrex 500 tablet,zithrex,Treatment of Bacterial infections,ANTI,180,429,Lupin,100mg,tablet,true
zidom-d capsule,zidom-d,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,187,317,Sun Pharma,100mg,tablet,false
zargesic br tablet,zargesic,Pain relief,PAIN,70,221,Abbott,100mg,capsule,false
z bank 200mg oral suspension,z,Treatment of Bacterial infections,ANTI,94,308,Alkem,200mg,capsule,true
zollson 40 tablet,zollson,Treatment of Heartburn,GASTRO,130,106,Torrent,200mg,tablet,true
zolpen-d tablet,zolpen-d,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,175,419,Abbott,650mg,capsule,false
zovifast-p tablet,zovifast-p,Pain relief,PAIN,64,153,Zydus,100mg,injection,false
zeero-cold oral drops,zeero-cold,Treatment of Common cold,RESPIRATORY,78,391,Dr Reddy,650mg,capsule,false
zipthrin 500mg tablet,zipthrin,Treatment of Bacterial infections,ANTI,132,69,Dr Reddy,500mg,syrup,true
zeclox l 250mg/250mg/60million spores capsule,zeclox,Bacterial infections,ANTI,153,361,Zydus,250mg,tablet,true
zavedos 5mg capsule,zavedos,Blood cancer (Acute lymphocytic leukemia),ANTI,114,437,Abbott,5mg,capsule,false
zuvanext a 10 mg tablet,zuvanext,Treatment of Prevention of heart attack and stroke,CARDIAC,186,229,Lupin,10 mg,injection,false
zovator 20mg tablet,zovator,High cholesterol,CARDIAC,22,406,Zydus,20mg,syrup,true
zimquine 100mg tablet,zimquine,Treatment of Schizophrenia,NEURO,114,442,Torrent,100mg,tablet,false
zipio 30mg tablet,zipio,Treatment of Type 2 diabetes mellitus,ANTI,152,298,Zydus,30mg,syrup,false
zoff 50mg oral suspension,zoff,Treatment of Bacterial infections,ANTI,103,188,Lupin,50mg,tablet,true
zonet s 1000mg/500mg injection,zonet,Bacterial infections,ANTI,180,468,Sun Pharma,1000mg,injection,true
zonet 1000mg injection,zonet,Treatment of Bacterial infections,ANTI,105,210,Sun Pharma,1000mg,capsule,false
zogli 15mg/2mg tablet,zogli,Treatment of Type 2 diabetes mellitus,ANTI,176,87,Mankind,15mg,syrup,false
zuvicin 10mg injection,zuvicin,Cancer,ANTI,82,147,Torrent,10mg,tablet,true
zepodox 100mg tablet,zepodox,Treatment of Bacterial infections,ANTI,130,312,Abbott,100mg,injection,true
zidon o 10 mg/10 mg capsule,zidon,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,160,291,Alkem,10 mg,syrup,false
zupaxel 300mg injection,zupaxel,Breast cancer,ANTI,166,464,Lupin,300mg,capsule,true
zoxil cv 400mg/5ml/57mg/5ml suspension,zoxil,Treatment of Resistant Tuberculosis (TB),ANTI,176,265,Zydus,400mg,syrup,false
zebay 25mg tablet,zebay,Treatment of Type 2 diabetes mellitus,ANTI,130,115,Alkem,25mg,injection,true
zovixim 200mg tablet,zovixim,Treatment of Bacterial infections,ANTI,30,271,Zydus,200mg,capsule,true
zemith 1500 injection,zemith,Vitamin B12 deficiency,VITAMINS,116,206,Sun Pharma,650mg,syrup,true
zethyl 1500mcg injection,zethyl,Vitamin B12 deficiency,VITAMINS,157,352,Sun Pharma,100mg,injection,true
zacrol p 100mg/325mg tablet,zacrol,Pain relief,PAIN,143,478,Abbott,100mg,capsule,false
zeetak injection,zeetak,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,93,244,Sun Pharma,250mg,tablet,false
zysid p 100mg/325mg tablet,zysid,Pain relief,PAIN,133,429,Alkem,100mg,capsule,true
zilopan d 10mg/20mg capsule,zilopan,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,190,423,Mankind,10mg,syrup,false
zevacef 100mg dry syrup,zevacef,Treatment of Bacterial infections,ANTI,87,176,Alkem,100mg,capsule,false
zevacid os oral suspension,zevacid,Treatment of Acidity,GASTRO,112,226,Lupin,500mg,syrup,true
zitomet 250mg tablet,zitomet,Treatment of Bacterial infections,ANTI,179,472,Zydus,250mg,capsule,true
zeldom o oral suspension,zeldom,Treatment of Acidity,GASTRO,200,133,Abbott,500mg,syrup,true
zonflox 200 tablet,zonflox,Treatment of Bacterial infections,ANTI,131,360,Abbott,500mg,injection,true
zolidox tablet,zolidox,Treatment of Severe bacterial infections,ANTI,34,470,Sun Pharma,250mg,injection,true
zeodic 10 tablet,zeodic,Pain relief,PAIN,145,267,Dr Reddy,100mg,capsule,false
zeodic-ds tablet,zeodic-ds,Pain relief,PAIN,139,186,Abbott,650mg,capsule,true
zemsiar plus 6mg/400mg tablet,zemsiar,Treatment of Worm infections,ANTI,114,384,Lupin,6mg,capsule,true
zetclav 500mg/125mg tablet,zetclav,Treatment of Bacterial infections,ANTI,64,408,Zydus,500mg,tablet,false
zozith 500mg tablet,zozith,Treatment of Bacterial infections,ANTI,77,141,Sun Pharma,500mg,capsule,false
zymoxcine 250mg tablet,zymoxcine,Treatment of Bacterial infections,ANTI,39,101,Torrent,250mg,capsule,false
zeficlor 125mg dry syrup,zeficlor,Treatment of Bacterial infections,ANTI,144,309,Alkem,125mg,syrup,false
zeelone 8mg tablet,zeelone,Treatment of Rheumatic disorder,HORMONES,76,415,Abbott,8mg,syrup,false
zymoxcine 500mg tablet,zymoxcine,Treatment of Bacterial infections,ANTI,119,461,Lupin,500mg,syrup,true
zidium injection,zidium,Abdominal pain,GASTRO,165,383,Abbott,100mg,syrup,true
zotan h 50mg/12.5mg tablet,zotan,Treatment of Hypertension (high blood pressure),CARDIAC,114,368,Abbott,50mg,capsule,true
zegerd 20mg capsule,zegerd,Treatment of Heartburn,GASTRO,123,218,Dr Reddy,20mg,injection,true
zoftariz 1gm injection,zoftariz,Treatment of Bacterial infections,ANTI,88,54,Lupin,500mg,injection,false
zomitac d 30mg/40mg capsule,zomitac,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,31,165,Alkem,30mg,injection,false
zypara 750 tablet,zypara,Tuberculosis (TB),ANTI,141,312,Sun Pharma,500mg,syrup,false
zeen pr syrup,zeen,Alzheimer's disease,NEURO,137,57,Zydus,100mg,capsule,false
zeebro-br tablet,zeebro-br,Pain relief,PAIN,65,360,Lupin,500mg,syrup,false
zeepara 650mg tablet,zeepara,Pain relief,PAIN,119,74,Torrent,650mg,syrup,false
zetamox-k eye drop,zetamox-k,Treatment of Bacterial eye infections,OPHTHAL,34,354,Lupin,200mg,syrup,false
zylip 20mg tablet,zylip,High cholesterol,CARDIAC,29,143,Torrent,20mg,injection,false
zeemine 3mg tablet,zeemine,Treatment of Dementia Associated with Parkinson's disease,NEURO,183,376,Lupin,3mg,tablet,true
