name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
mazic 500mg injection,mazic,Treatment of Bacterial infections,ANTI,185,212,Zydus,500mg,syrup,true
methpen 1500mcg injection,methpen,Vitamin B12 deficiency,VITAMINS,79,477,Zydus,500mg,capsule,false
merokey 1000mg injection,merokey,Severe bacterial infections,ANTI,191,397,Sun Pharma,1000mg,tablet,true
moxking cv 250mg/50mg injection,moxking,Treatment of Bacterial infections,ANTI,49,391,Lupin,250mg,tablet,false
moximent-cv dry syrup,moximent-cv,Treatment of Resistance Tuberculosis (TB),ANTI,117,152,Lupin,250mg,syrup,true
montryl fx 10mg/120mg tablet,montryl,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,79,160,Mankind,10mg,capsule,true
morbizole 20mg tablet,morbizole,Gastroesophageal reflux disease (Acid reflux),GASTRO,162,133,Torrent,20mg,tablet,false
moxymak d 250mg/250mg capsule,moxymak,Treatment of Bacterial infections,ANTI,159,489,Abbott,250mg,syrup,true
moxikare dry syrup,moxikare,Treatment of Resistance Tuberculosis (TB),ANTI,65,294,Lupin,100mg,capsule,false
madam 40mg tablet,madam,Depression,NEURO,60,425,Cipla,40mg,tablet,true
mytrik 250mg injection,mytrik,Treatment of Bacterial infections,ANTI,156,62,Zydus,250mg,tablet,true
meez 0.1% cream,meez,Treatment of Skin conditions with inflammation & itching,DERMA,101,186,Dr Reddy,200mg,injection,true
monzaris l kid 2.5mg/5mg tablet,monzaris,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,66,181,Torrent,5mg,capsule,false
monadase plus 50mg/325mg/15mg tablet,monadase,Pain relief,PAIN,70,418,Lupin,50mg,capsule,false
molphyn m ds oral suspension,molphyn,Pain relief,PAIN,57,182,Cipla,650mg,tablet,true
metoaltus 50mg tablet er,metoaltus,Treatment of Hypertension (high blood pressure),CARDIAC,133,470,Zydus,50mg,injection,false
mkcet 10mg tablet,mkcet,Treatment of Allergic conditions,RESPIRATORY,53,438,Lupin,10mg,capsule,false
moximeg 400mg infusion,moximeg,Treatment of Bacterial eye infections,ANTI,133,386,Abbott,400mg,tablet,false
megmazid 125mg injection,megmazid,Bacterial infections,ANTI,26,92,Lupin,125mg,syrup,false
mongex syrup,mongex,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,63,495,Lupin,650mg,tablet,false
moxysung lb 500mg capsule,moxysung,Bacterial infections,ANTI,176,81,Torrent,500mg,injection,false
megcool f 40mg/10mg tablet,megcool,Prevention of Migraine,CARDIAC,149,376,Dr Reddy,40mg,injection,true
montocef 50mg dry syrup,montocef,Treatment of Bacterial infections,ANTI,37,52,Lupin,50mg,injection,false
moxinem c lb 500mg/125mg tablet,moxinem,Bacterial infections,ANTI,143,350,Zydus,500mg,capsule,true
minifix o dry syrup,minifix,Treatment of Typhoid fever,ANTI,53,489,Torrent,200mg,capsule,false
megakes syrup saunf,megakes,Acidity,GASTRO,62,323,Cipla,200mg,syrup,true
montris l 5mg/10mg tablet,montris,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,123,287,Zydus,5mg,capsule,false
medcuf b syrup,medcuf,Treatment of Cough,RESPIRATORY,77,293,Torrent,500mg,injection,false
meekast l syrup,meekast,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,77,140,Torrent,500mg,syrup,true
mitef p oral suspension,mitef,Pain relief,PAIN,95,182,Dr Reddy,200mg,tablet,false
mgcor 2mg/500mg tablet sr,mgcor,Treatment of Type 2 diabetes mellitus,ANTI,44,118,Mankind,2mg,tablet,false
meritino 50mg tablet sr,meritino,Treatment of Schizophrenia,NEURO,116,444,Mankind,50mg,injection,false
metanof 500 tablet sr,metanof,Treatment of Type 2 diabetes mellitus,ANTI,147,236,Zydus,500mg,capsule,false
manox 250mg tablet,manox,Treatment of Bacterial infections,ANTI,93,191,Mankind,250mg,injection,false
metfienz-pg1 tablet sr,metfienz-pg1,Treatment of Type 2 diabetes mellitus,ANTI,101,239,Alkem,100mg,syrup,false
magciwel-gel oral suspension,magciwel-gel,Acidity,GASTRO,74,319,Zydus,100mg,syrup,true
metmin pg 30mg/500mg tablet,metmin,Treatment of Type 2 diabetes mellitus,ANTI,47,194,Torrent,30mg,tablet,false
moxivam cv dry syrup,moxivam,Treatment of Resistance Tuberculosis (TB),ANTI,20,366,Lupin,100mg,syrup,false
megalep 200mg tablet cr,megalep,Epilepsy/Seizures,NEURO,140,347,Alkem,200mg,capsule,false
mizeth 250mg tablet,mizeth,Treatment of Bacterial infections,ANTI,59,251,Cipla,250mg,syrup,false
mefnage spas 10mg/250mg tablet,mefnage,Treatment of Menstrual pain,PAIN,22,71,Lupin,10mg,capsule,true
myraize 15mg tablet,myraize,Treatment of Depression,NEURO,124,103,Zydus,15mg,syrup,true
mecoraise p 750mcg/75mg capsule,mecoraise,Treatment of Neuropathic pain,NEURO,188,366,Sun Pharma,75mg,capsule,true
mahalukast l syrup,mahalukast,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,37,335,Abbott,650mg,tablet,false
mkitra 200 capsule,mkitra,Treatment of Fungal infections,OPHTHAL,150,498,Cipla,100mg,tablet,true
meropect 1000 injection,meropect,Severe bacterial infections,ANTI,155,418,Alkem,500mg,injection,false
mexazone 1000mg injection,mexazone,Treatment of Bacterial infections,ANTI,139,280,Alkem,1000mg,injection,false
mintodox cl 200mg/125mg tablet,mintodox,Treatment of Respiratory tract infection,ANTI,151,422,Sun Pharma,200mg,tablet,false
mintocef 100mg tablet,mintocef,Treatment of Bacterial infections,ANTI,25,74,Abbott,100mg,syrup,true
mostas lm 80mg/480mg tablet,mostas,Treatment of Malaria,ANTI,113,136,Alkem,80mg,capsule,true
meropex 1000mg/500mg injection,meropex,Severe bacterial infections,ANTI,155,448,Cipla,1000mg,syrup,false
mecodem 1000mcg injection,mecodem,Vitamin B12 deficiency,VITAMINS,149,409,Abbott,100mg,tablet,false
mizral 80mg tablet sr,mizral,Treatment of Pheochromocytoma,CARDIAC,25,429,Dr Reddy,80mg,capsule,true
metacrome l tablet er,metacrome,Treatment of Hypertension (high blood pressure),CARDIAC,117,233,Lupin,100mg,capsule,true
mefwat d 20mg/250mg tablet,mefwat,Treatment of Menstrual pain,PAIN,149,478,Lupin,20mg,injection,false
metoblock am 5mg/25mg tablet,metoblock,Treatment of Hypertension (high blood pressure),CARDIAC,169,291,Cipla,5mg,syrup,false
mecolac 1500mcg injection,mecolac,Vitamin B12 deficiency,VITAMINS,128,218,Mankind,200mg,syrup,true
metifex si 250mg/125mg injection,metifex,Bacterial infections,ANTI,169,379,Dr Reddy,250mg,tablet,false
mikabest 100mg injection,mikabest,Bacterial infections,OPHTHAL,87,101,Alkem,100mg,tablet,false
methalco gb 300mg/500mcg tablet,methalco,Treatment of Neuropathic pain,NEURO,163,118,Dr Reddy,300mg,capsule,true
merozee 500mg injection,merozee,Severe bacterial infections,ANTI,80,299,Cipla,500mg,capsule,false
medbalmin n 75mg/10mg/500mcg capsule,medbalmin,Treatment of Neuropathic pain,NEURO,144,170,Torrent,75mg,capsule,true
metclass g 1 tablet sr,metclass,Treatment of Type 2 diabetes mellitus,ANTI,104,114,Torrent,200mg,syrup,false
multirelief-aq injection,multirelief-aq,Pain relief,PAIN,187,408,Dr Reddy,100mg,tablet,true
malgod 80mg/480mg tablet,malgod,Treatment of Malaria,ANTI,179,336,Abbott,80mg,tablet,true
maudispas tablet,maudispas,Treatment of Menstrual pain,PAIN,198,176,Abbott,250mg,syrup,true
manodef 30mg tablet,manodef,Treatment of Inflammatory conditions,HORMONES,87,143,Alkem,30mg,tablet,false
mondace p 100mg/325mg tablet,mondace,Pain relief,PAIN,122,190,Zydus,100mg,tablet,true
medolix plus injection,medolix,Treatment of Nutritional deficiencies,VITAMINS,169,83,Sun Pharma,200mg,syrup,true
mexatin 16mg tablet,mexatin,Treatment of Meniere's disease,NEURO,156,212,Sun Pharma,16mg,syrup,true
merox 1000mg injection,merox,Severe bacterial infections,ANTI,28,419,Cipla,1000mg,capsule,true
micaggin 50 solution for infusion,micaggin,Severe fungal infections,ANTI,78,354,Mankind,650mg,injection,true
metricon g 1mg/500mg tablet,metricon,Treatment of Type 2 diabetes mellitus,ANTI,117,359,Abbott,1mg,syrup,false
moxiray cv dry syrup,moxiray,Treatment of Resistance Tuberculosis (TB),ANTI,136,217,Alkem,650mg,tablet,false
metrico 90mg tablet,metrico,Pain relief,PAIN,126,323,Lupin,90mg,tablet,false
mefzex plus oral suspension,mefzex,Pain relief,PAIN,89,448,Alkem,250mg,injection,true
mebalmin 1000mcg injection,mebalmin,Vitamin B12 deficiency,VITAMINS,156,86,Mankind,200mg,injection,false
mikafast 500mg injection,mikafast,Bacterial infections,OPHTHAL,109,460,Torrent,500mg,injection,true
melclav cv 250mg/125mg tablet,melclav,Treatment of Bacterial infections,ANTI,192,369,Mankind,250mg,tablet,true
mofetar 500mg tablet,mofetar,Prevention of organ rejection in transplant patients,ANTI,169,135,Abbott,500mg,syrup,false
metolow cl 10mg/50mg tablet,metolow,Hypertension (high blood pressure),CARDIAC,98,181,Alkem,10mg,capsule,true
metotrust 50mg tablet xl,metotrust,Treatment of Hypertension (high blood pressure),CARDIAC,109,269,Torrent,50mg,tablet,false
microprogesta 100mg capsule,microprogesta,Hormone replacement therapy,GYNAECOLOGICAL,95,60,Sun Pharma,100mg,injection,true
ms clav 1000mg/200mg injection,ms,Treatment of Bacterial infections,ANTI,66,468,Cipla,1000mg,capsule,true
masdil 30mg tablet,masdil,Treatment of Hypertension (high blood pressure),CARDIAC,151,69,Torrent,30mg,tablet,true
masdil bd 90mg tablet,masdil,Treatment of Hypertension (high blood pressure),CARDIAC,79,486,Cipla,90mg,capsule,true
merokav 1gm injection,merokav,Severe bacterial infections,ANTI,185,392,Torrent,200mg,syrup,false
merimix injection,merimix,Severe bacterial infections,ANTI,92,363,Lupin,650mg,syrup,false
monomac sb 250 mg/125 mg injection,monomac,Bacterial infections,ANTI,75,295,Alkem,250 mg,injection,false
meny plus injection,meny,Severe bacterial infections,ANTI,164,497,Mankind,100mg,syrup,false
mahather injection,mahather,Malaria,ANTI,117,217,Sun Pharma,250mg,syrup,true
mygat 400mg tablet,mygat,Bacterial infections,GASTRO,75,278,Mankind,400mg,injection,false
mogit 20mg tablet,mogit,Gastroesophageal reflux disease (Acid reflux),GASTRO,125,411,Mankind,20mg,syrup,false
memocetam 800mg tablet,memocetam,Alzheimer's disease,NEURO,155,388,Cipla,800mg,injection,false
medidase n 100mg/15mg tablet,medidase,Pain relief,PAIN,106,302,Abbott,100mg,injection,false
mitclox d 250mg/250mg tablet,mitclox,Treatment of Bacterial infections,ANTI,57,279,Abbott,250mg,tablet,false
moludol 50mg/500mg tablet,moludol,Moderate to severe pain,PAIN,97,126,Cipla,50mg,capsule,true
mitrax 1000mg injection,mitrax,Treatment of Bacterial infections,ANTI,57,442,Dr Reddy,1000mg,capsule,true
moxene 500mg/8mg tablet,moxene,Respiratory tract infection,ANTI,170,496,Alkem,500mg,syrup,true
milorgen 75mg/ml injection,milorgen,Epilepsy/Seizures,NEURO,158,134,Zydus,75mg,capsule,true
morprazole dsr 30mg/20mg capsule,morprazole,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,104,211,Mankind,30mg,capsule,false
morxone 250mg injection,morxone,Treatment of Bacterial infections,ANTI,118,358,Lupin,250mg,injection,false
myokraft p 100mg/500mg tablet,myokraft,Pain relief,PAIN,108,386,Lupin,100mg,capsule,false
matlin 4000mg/500mg injection,matlin,Bacterial infections,ANTI,99,87,Torrent,4000mg,syrup,true
methil 250mg injection,methil,Bacterial infections,OPHTHAL,76,329,Zydus,250mg,tablet,false
moxponat dry syrup,moxponat,Treatment of Resistance Tuberculosis (TB),ANTI,142,242,Cipla,200mg,tablet,true
moxistay cv 500mg/125mg tablet,moxistay,Treatment of Bacterial infections,ANTI,153,310,Torrent,500mg,syrup,false
myoseize infusion,myoseize,Cerebral edema (accumulation of excessive fluid in the brain),BLOOD,70,163,Zydus,250mg,tablet,false
merovid 1000mg injection,merovid,Severe bacterial infections,ANTI,48,387,Alkem,1000mg,tablet,true
medinip 100mg/350mg tablet,medinip,Pain relief,PAIN,130,339,Lupin,100mg,tablet,false
moxiclinic 500mg/125mg tablet,moxiclinic,Treatment of Bacterial infections,ANTI,175,330,Zydus,500mg,capsule,true
mitynor t 400mg/600mg tablet,mitynor,Treatment of Diarrhea,GASTRO,180,265,Dr Reddy,400mg,tablet,false
mildrip mps syrup,mildrip,Acidity,GASTRO,69,337,Dr Reddy,200mg,tablet,true
methoprofen tablet,methoprofen,Pain due to muscle spasm,PAIN,22,185,Sun Pharma,100mg,injection,false
moxcem 250mg capsule,moxcem,Treatment of Bacterial infections,ANTI,41,116,Torrent,250mg,tablet,false
micin 100mg injection,micin,Bacterial infections,OPHTHAL,163,402,Abbott,100mg,tablet,true
mikaven 500mg injection,mikaven,Bacterial infections,OPHTHAL,143,288,Alkem,500mg,injection,false
matchfix 100mg tablet,matchfix,Treatment of Bacterial infections,ANTI,179,139,Mankind,100mg,capsule,true
mepmoir 1000mg injection,mepmoir,Severe bacterial infections,ANTI,146,124,Dr Reddy,1000mg,tablet,false
moxlox l 250mg/250mg capsule,moxlox,Bacterial infections,ANTI,138,64,Sun Pharma,250mg,capsule,true
magidec 50mg injection,magidec,Treatment of Post menopausal osteoporosis,HORMONES,49,118,Torrent,50mg,syrup,false
moxynix 250mg/125mg tablet,moxynix,Treatment of Bacterial infections,ANTI,114,200,Dr Reddy,250mg,syrup,true
mefidro p syrup,mefidro,Pain relief,PAIN,137,166,Alkem,250mg,injection,false
meroval 250mg injection,meroval,Severe bacterial infections,ANTI,188,396,Abbott,250mg,tablet,false
medocob 1500 injection,medocob,Vitamin B12 deficiency,VITAMINS,190,452,Zydus,100mg,injection,false
mexocef s 250mg/125mg injection,mexocef,Bacterial infections,ANTI,60,287,Alkem,250mg,syrup,true
mefecure tx 500mg/250mg tablet,mefecure,Treatment of Heavy menstrual bleeding,BLOOD,39,151,Cipla,500mg,tablet,true
moxineo cv 500mg/125mg tablet,moxineo,Treatment of Bacterial infections,ANTI,53,145,Alkem,500mg,capsule,true
metforna gp 1mg/500mg tablet,metforna,Treatment of Type 2 diabetes mellitus,ANTI,195,51,Sun Pharma,1mg,injection,true
metforna gp forte 1mg/1000mg tablet,metforna,Treatment of Type 2 diabetes mellitus,ANTI,40,201,Mankind,1mg,capsule,true
mekid p oral suspension,mekid,Pain relief,PAIN,35,122,Zydus,200mg,tablet,false
mq-spas injection,mq-spas,Treatment of Abdominal pain,GASTRO,97,342,Zydus,500mg,syrup,false
mxy kt eye drop,mxy,Treatment of Bacterial eye infections,OPHTHAL,161,288,Lupin,500mg,tablet,true
miltrex sb 1000mg/500mg injection,miltrex,Bacterial infections,ANTI,71,223,Cipla,1000mg,syrup,true
metclav 1000 duo tablet,metclav,Treatment of Bacterial infections,ANTI,123,72,Cipla,100mg,tablet,false
mikwell 500mg injection,mikwell,Bacterial infections,OPHTHAL,53,462,Zydus,500mg,tablet,true
misrib a 5mg/50mg tablet er,misrib,Treatment of Hypertension (high blood pressure),CARDIAC,186,136,Lupin,5mg,syrup,false
moxifed cv 1000mg/200mg injection,moxifed,Treatment of Bacterial infections,ANTI,146,116,Abbott,1000mg,syrup,true
mefsan p oral suspension,mefsan,Pain relief,PAIN,158,195,Abbott,100mg,injection,true
mefatis-p oral suspension,mefatis-p,Pain relief,PAIN,51,181,Alkem,250mg,capsule,true
metromeg 500mg infusion,metromeg,Treatment of Bacterial infections,GASTRO,106,104,Torrent,500mg,capsule,true
mecobee injection,mecobee,Vitamin B12 deficiency,VITAMINS,96,246,Zydus,100mg,injection,false
metsovion 16mg tablet,metsovion,Treatment of Rheumatic disorder,HORMONES,148,165,Zydus,16mg,capsule,false
megmazid tm 1000mg/120mg injection,megmazid,Bacterial infections,ANTI,78,84,Alkem,1000mg,syrup,false
moxitec cv dry syrup,moxitec,Treatment of Resistant Tuberculosis (TB),ANTI,138,281,Dr Reddy,650mg,tablet,false
megmapred 125mg injection,megmapred,Treatment of Rheumatic disorder,HORMONES,62,428,Cipla,125mg,tablet,false
myhlone 4 tablet,myhlone,Treatment of Rheumatic disorder,HORMONES,183,460,Lupin,100mg,tablet,true
mecomir p 750mcg/75mg capsule,mecomir,Treatment of Neuropathic pain,NEURO,120,347,Mankind,75mg,tablet,true
montocet-lc oral suspension,montocet-lc,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,32,231,Zydus,100mg,syrup,false
migfix 100 dt tablet,migfix,Treatment of Bacterial infections,ANTI,173,298,Sun Pharma,250mg,capsule,false
mazirox 250mg tablet,mazirox,Treatment of Bacterial infections,ANTI,174,177,Dr Reddy,250mg,tablet,true
moxinem cv ds dry syrup,moxinem,Treatment of Resistant Tuberculosis (TB),ANTI,191,193,Sun Pharma,500mg,syrup,true
menim p 100mg/325mg tablet,menim,Pain relief,PAIN,154,447,Torrent,100mg,injection,true
mecosung p 750mcg/75mg capsule,mecosung,Treatment of Neuropathic pain,NEURO,174,435,Sun Pharma,75mg,injection,false
methyrix pg 750mcg/75mg capsule,methyrix,Treatment of Neuropathic pain,NEURO,88,480,Dr Reddy,75mg,injection,true
mandliv 5 tablet,mandliv,Treatment of Allergic conditions,RESPIRATORY,169,316,Torrent,650mg,injection,true
metart 25 tablet er,metart,Treatment of Hypertension (high blood pressure),CARDIAC,54,374,Alkem,500mg,injection,false
montpm l 5mg/10mg tablet,montpm,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,153,270,Zydus,5mg,injection,false
moxpin cv 1000mg/200mg injection,moxpin,Treatment of Bacterial infections,ANTI,141,173,Torrent,1000mg,capsule,true
myclad 150mg capsule,myclad,Treatment of Bacterial infections,ANTI,37,263,Cipla,150mg,injection,false
medixime cv 500mg/125mg tablet,medixime,Treatment of Bacterial infections,ANTI,142,297,Sun Pharma,500mg,capsule,false
macknol 40mg injection,macknol,Severe allergic reactions,DERMA,102,125,Mankind,40mg,injection,false
moxikast p eye drop,moxikast,Treatment of Bacterial infections,OPHTHAL,147,444,Zydus,500mg,injection,true
maxvalper 500mg tablet er,maxvalper,Treatment of Epilepsy/Seizures,NEURO,22,239,Dr Reddy,500mg,injection,true
m2-cef-s 375 injection,m2-cef-s,Bacterial infections,ANTI,140,453,Dr Reddy,650mg,tablet,true
misia 75mg injection,misia,Malaria,ANTI,92,391,Dr Reddy,75mg,injection,false
mecovac plus injection,mecovac,Nutritional deficiencies,VITAMINS,153,313,Lupin,500mg,capsule,false
mecodif g 300mg/500mcg tablet,mecodif,Treatment of Neuropathic pain,NEURO,54,471,Torrent,300mg,capsule,true
mycsense plus injection,mycsense,Treatment of Nutritional deficiencies,VITAMINS,133,82,Zydus,100mg,tablet,true
makbose 0.3mg tablet,makbose,Treatment of Type 2 diabetes mellitus,ANTI,143,255,Alkem,3mg,syrup,true
moxidat cl dry syrup,moxidat,Treatment of Resistant Tuberculosis (TB),ANTI,165,345,Alkem,500mg,syrup,true
mecoriv 2500mcg injection,mecoriv,Vitamin B12 deficiency,VITAMINS,86,376,Torrent,100mg,injection,true
mefpree 500mg/325mg tablet,mefpree,Pain relief,PAIN,155,381,Zydus,500mg,tablet,true
maxcin 500mg injection,maxcin,Bacterial infections,OPHTHAL,95,427,Dr Reddy,500mg,injection,true
mylorab d 30mg/20mg capsule sr,mylorab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,38,74,Abbott,30mg,tablet,false
mytorute 2500 injection,mytorute,Vitamin B12 deficiency,VITAMINS,151,133,Sun Pharma,250mg,capsule,true
morbilol 400 tablet,morbilol,Treatment of Bacterial eye infections,OPHTHAL,157,453,Cipla,100mg,injection,true
mkrab-dsr capsule,mkrab-dsr,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,46,250,Torrent,200mg,capsule,false
micoside cream,micoside,Fungal skin infections,ANTI,178,202,Cipla,250mg,capsule,true
manclav 250mg/125mg tablet,manclav,Treatment of Bacterial infections,ANTI,125,84,Abbott,250mg,injection,false
maggesic plus syrup,maggesic,Treatment of Fever,RESPIRATORY,94,284,Sun Pharma,100mg,injection,false
moxizest-cv dry syrup,moxizest-cv,Treatment of Resistant Tuberculosis (TB),ANTI,32,490,Lupin,100mg,injection,true
magcobal 1500mcg injection,magcobal,Vitamin B12 deficiency,VITAMINS,80,316,Cipla,250mg,tablet,false
movogesic th 100mg/4mg tablet,movogesic,Treatment of Pain due to muscle spasm,PAIN,130,150,Torrent,100mg,syrup,false
mahamet vi 500mg/50mg tablet,mahamet,Treatment of Type 2 diabetes mellitus,ANTI,25,396,Abbott,500mg,injection,false
maddyclav 500mg/125mg tablet,maddyclav,Treatment of Bacterial infections,ANTI,32,326,Lupin,500mg,syrup,true
morjol 20 capsule,morjol,Treatment of Heartburn,GASTRO,54,383,Torrent,100mg,capsule,false
manfenac p oral suspension,manfenac,Treatment of Fever,PAIN,97,109,Zydus,500mg,injection,false
moxirio dry syrup,moxirio,Treatment of Resistance Tuberculosis (TB),ANTI,178,420,Dr Reddy,100mg,capsule,true
mythmark g 300mg/500mcg tablet,mythmark,Treatment of Neuropathic pain,NEURO,132,97,Abbott,300mg,tablet,true
medlofenac p oral suspension,medlofenac,Treatment of Fever,PAIN,116,157,Alkem,200mg,tablet,false
mevit 1000mg injection,mevit,Vitamin B12 deficiency,VITAMINS,124,239,Zydus,1000mg,injection,false
mendformin 1000 sr tablet,mendformin,Treatment of Type 2 diabetes mellitus,ANTI,24,344,Mankind,650mg,syrup,false
merorit 1000mg injection,merorit,Severe bacterial infections,ANTI,184,360,Torrent,1000mg,tablet,true
montliw l 5mg/10mg tablet,montliw,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,27,449,Zydus,5mg,injection,true
medtenol 5mg/50mg tablet,medtenol,Treatment of Hypertension (high blood pressure),CARDIAC,97,308,Abbott,5mg,injection,true
medcefo 100mg dry syrup,medcefo,Treatment of Bacterial infections,ANTI,52,343,Mankind,100mg,tablet,true
megaprox 200mg tablet,megaprox,Treatment of Bacterial infections,ANTI,55,327,Mankind,200mg,injection,false
monteniq lc 5mg/10mg tablet,monteniq,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,58,433,Mankind,5mg,capsule,true
methoba 1500mcg injection,methoba,Vitamin B12 deficiency,VITAMINS,63,393,Zydus,200mg,capsule,false
macrolite 250mg tablet,macrolite,Treatment of Bacterial infections,ANTI,158,472,Sun Pharma,250mg,capsule,false
mitcef 1500mg injection,mitcef,Treatment of Bacterial infections,ANTI,196,116,Alkem,1500mg,syrup,false
mensacef cv 200mg/125mg tablet,mensacef,Treatment of Bacterial infections,ANTI,147,230,Sun Pharma,200mg,capsule,true
m doxim cv 200mg/125mg tablet,m,Treatment of Respiratory tract infection,ANTI,199,120,Mankind,200mg,injection,false
merenz 1000mg injection,merenz,Severe bacterial infections,ANTI,198,485,Cipla,1000mg,syrup,true
makoflox oz 200mg/500mg tablet,makoflox,Treatment of Bacterial & parasitic infections,GASTRO,52,341,Sun Pharma,200mg,tablet,true
msolon injection,msolon,Treatment of Rheumatic disorder,HORMONES,149,53,Alkem,500mg,tablet,false
mucoclav  kid  200 mg/28.5 mg tablet dt,mucoclav,Treatment of Resistance Tuberculosis (TB),ANTI,198,84,Zydus,200 mg,injection,true
mikaset 100mg injection,mikaset,Bacterial infections,OPHTHAL,68,171,Alkem,100mg,capsule,false
mefbull 50mg/125mg suspension,mefbull,Pain relief,PAIN,60,463,Torrent,50mg,tablet,false
merifex 500 mg capsule,merifex,Treatment of Bacterial infections,ANTI,23,162,Mankind,500 mg,capsule,false
molan 30mg capsule,molan,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,21,204,Zydus,30mg,tablet,false
megaom 20mg tablet,megaom,Treatment of Heartburn,GASTRO,100,487,Mankind,20mg,capsule,true
montezim 5mg tablet,montezim,Treatment of Allergic skin conditions,RESPIRATORY,87,389,Torrent,5mg,syrup,true
medel 80mg injection,medel,Treatment of Rheumatic disorder,HORMONES,175,95,Lupin,80mg,injection,false
magnexim 50mg syrup,magnexim,Treatment of Bacterial infections,ANTI,50,96,Abbott,50mg,tablet,false
marix cv 200mg/125mg tablet,marix,Treatment of Respiratory tract infection,ANTI,162,487,Torrent,200mg,injection,false
mikacare 500mg injection,mikacare,Bacterial infections,OPHTHAL,159,191,Sun Pharma,500mg,capsule,true
mewak 250mg capsule,mewak,Treatment of Bacterial infections,ANTI,166,486,Abbott,250mg,capsule,false
mazimox 125mg tablet dt,mazimox,Treatment of Peptic ulcer disease,ANTI,186,401,Cipla,125mg,capsule,false
mecoslib-g 300mg/500mcg capsule,mecoslib-g,Treatment of Neuropathic pain,NEURO,200,343,Mankind,300mg,capsule,false
moxyvent 1gm/0.2gm injection,moxyvent,Treatment of Bacterial infections,ANTI,60,277,Torrent,250mg,capsule,true
maxtan-h 50mg/12.5mg tablet,maxtan-h,Treatment of Hypertension (high blood pressure),CARDIAC,174,92,Dr Reddy,50mg,injection,false
