name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
scotcuf ls syrup,scotcuf,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,132,235,Zydus,250mg,capsule,true
serzine 5mg tablet,serzine,Treatment of Allergic conditions,RESPIRATORY,190,341,Lupin,5mg,syrup,true
sencold tablet,sencold,Treatment of Common cold,RESPIRATORY,134,395,Lupin,500mg,injection,true
selevo 500 tablet,selevo,Treatment of Bacterial infections,OPHTHAL,132,385,Torrent,200mg,tablet,true
spery 4mg/2mg tablet,spery,Schizophrenia,NEURO,62,275,Abbott,4mg,tablet,true
salmero injection,salmero,Severe bacterial infections,ANTI,76,289,Lupin,250mg,injection,false
stapolin-cv tablet,stapolin-cv,Treatment of Respiratory tract infection,ANTI,67,442,Lupin,500mg,injection,true
stpen 40mg tablet,stpen,Treatment of Heartburn,GASTRO,125,477,Mankind,40mg,capsule,true
sethep 300mg tablet,sethep,Treatment of Primary biliary cirrhosis,GASTRO,189,457,Dr Reddy,300mg,tablet,false
scitarel 5mg tablet,scitarel,Treatment of Depression,NEURO,171,86,Alkem,5mg,syrup,true
sofate syrup,sofate,Treatment of Common cold,RESPIRATORY,131,475,Dr Reddy,650mg,tablet,true
saffy 50mg dry syrup,saffy,Treatment of Bacterial infections,ANTI,111,399,Alkem,50mg,injection,false
scavid 12 tablet,scavid,Treatment of Parasitic infections,ANTI,107,498,Alkem,100mg,capsule,false
sulfonyl m 1mg/500mg tablet,sulfonyl,Treatment of Type 2 diabetes mellitus,ANTI,127,143,Alkem,1mg,capsule,true
sitadiet 100 tablet,sitadiet,Treatment of Type 2 diabetes mellitus,ANTI,171,216,Dr Reddy,500mg,capsule,true
solrab d 30mg/20mg capsule sr,solrab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,87,285,Alkem,30mg,tablet,true
solicos 5mg tablet,solicos,Treatment of Overactive bladder (OAB) symptoms,UROLOGY,20,497,Abbott,5mg,tablet,false
serebron capsule,serebron,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,126,70,Zydus,200mg,tablet,true
sensesit capsule,sensesit,Treatment of Neuropathic pain,NEURO,137,458,Sun Pharma,200mg,capsule,false
spascrush 10mg tablet,spascrush,Abdominal pain,GASTRO,89,385,Mankind,10mg,tablet,false
serofin-th injection,serofin-th,Muscle pain,PAIN,81,349,Torrent,100mg,injection,false
sven hcg 5000iu injection,sven,Treatment of Female infertility,GYNAECOLOGICAL,46,221,Torrent,100mg,injection,true
symtel h 40mg tablet,symtel,Treatment of Hypertension (high blood pressure),CARDIAC,200,185,Mankind,40mg,injection,true
syscan 0.3% eye drop,syscan,Fungal infections of eye,ANTI,75,101,Alkem,200mg,syrup,false
surmox cv 500 mg/125 mg tablet,surmox,Treatment of Bacterial infections,ANTI,43,305,Cipla,500 mg,tablet,true
sugamet sr 1000 tablet,sugamet,Treatment of Type 2 diabetes mellitus,ANTI,198,479,Cipla,200mg,syrup,true
sucracoat suspension,sucracoat,Treatment of Intestinal ulcers,GASTRO,105,302,Mankind,100mg,injection,false
sudarest syrup,sudarest,Treatment of Common cold,RESPIRATORY,60,111,Abbott,100mg,tablet,false
solphen 50 mg tablet,solphen,Treatment and prevention of Epilepsy/Seizures,NEURO,143,468,Mankind,50 mg,tablet,false
spinopred 1000mg injection,spinopred,Treatment of Rheumatic disorder,HORMONES,159,83,Alkem,1000mg,syrup,true
safeu-dx syrup,safeu-dx,Treatment of Cough,RESPIRATORY,114,207,Abbott,200mg,capsule,true
solace-pg 75 capsule,solace-pg,Treatment of Neuropathic pain,NEURO,114,290,Alkem,500mg,injection,true
sebagard p lotion,sebagard,Scabies,DERMA,110,244,Abbott,250mg,tablet,true
sysrab d 30mg/20mg capsule sr,sysrab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,145,69,Dr Reddy,30mg,tablet,false
sulpracle 25mg tablet,sulpracle,Gastroesophageal reflux disease (Acid reflux),NEURO,104,414,Zydus,25mg,capsule,true
sparox 150mg tablet,sparox,Treatment of Bacterial infections,ANTI,92,486,Zydus,150mg,tablet,false
stayhappi mometasone+fusidic acid cream,stayhappi,Treatment of Skin conditions with inflammation & itching,DERMA,77,457,Mankind,100mg,syrup,true
surefex m 10mg/120mg tablet,surefex,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,178,397,Lupin,10mg,syrup,true
solonis 125 injection,solonis,Treatment of Rheumatic disorder,HORMONES,121,223,Mankind,500mg,tablet,false
stayhappi gliclazide+metformin 40mg/500mg tablet,stayhappi,Treatment of Type 2 diabetes mellitus,ANTI,121,276,Lupin,40mg,tablet,true
samcef o 200mg/200mg tablet,samcef,Treatment of Bacterial infections,ANTI,195,227,Abbott,200mg,tablet,true
sarpec-a expectorant,sarpec-a,Cough,RESPIRATORY,86,232,Dr Reddy,100mg,syrup,true
sufi 20mg injection,sufi,Treatment of Iron deficiency anemia,GYNAECOLOGICAL,96,213,Alkem,20mg,capsule,true
sporocef 200mg tablet dt,sporocef,Treatment of Bacterial infections,ANTI,190,338,Torrent,200mg,injection,true
supritom 40mg tablet sr,supritom,Treatment of Premature Labor,GYNAECOLOGICAL,175,139,Cipla,40mg,capsule,true
statprime 20mg tablet,statprime,High cholesterol,CARDIAC,29,145,Sun Pharma,20mg,injection,true
skinheal forte 50mg/250mg tablet,skinheal,Pain relief,PAIN,196,295,Zydus,50mg,syrup,true
seazi 500mg tablet,seazi,Treatment of Bacterial infections,ANTI,157,426,Cipla,500mg,tablet,true
spironot 50 tablet,spironot,Hypertension (high blood pressure),CARDIAC,101,233,Cipla,500mg,tablet,false
spery 3mg/2mg tablet,spery,Schizophrenia,NEURO,185,433,Mankind,3mg,syrup,false
stocold ds syrup,stocold,Treatment of Common cold,RESPIRATORY,38,77,Alkem,650mg,capsule,true
solgesic 325mg/10mg tablet,solgesic,Pain relief,PAIN,174,91,Sun Pharma,325mg,syrup,true
scoliv 5mg tablet,scoliv,Treatment of Allergic conditions,RESPIRATORY,162,362,Cipla,5mg,injection,true
sisglim m 2mg/500mg tablet pr,sisglim,Treatment of Type 2 diabetes mellitus,ANTI,196,83,Sun Pharma,2mg,injection,false
seecarb 500mg tablet,seecarb,Treatment of Indigestion,GASTRO,96,203,Zydus,500mg,injection,false
slew am 40mg/5mg tablet,slew,Treatment of Hypertension (high blood pressure),CARDIAC,170,324,Cipla,40mg,tablet,true
sneptin 100mg capsule,sneptin,Pain relief,PAIN,150,435,Dr Reddy,100mg,syrup,true
sb clox capsule,sb,Bacterial infections,ANTI,102,301,Alkem,500mg,capsule,false
sazomet 1000mg tablet sr,sazomet,Treatment of Type 2 diabetes mellitus,ANTI,168,76,Lupin,1000mg,tablet,false
spicatel ln 10mg/40mg tablet,spicatel,Treatment of Hypertension (high blood pressure),CARDIAC,32,133,Cipla,10mg,injection,false
sprega mnt tablet,sprega,Treatment of Neuropathic pain,NEURO,112,172,Zydus,500mg,tablet,false
sudopen 500mg injection,sudopen,Severe bacterial infections,ANTI,169,258,Mankind,500mg,tablet,false
seroquin 50mg tablet,seroquin,Treatment of Schizophrenia,NEURO,136,386,Mankind,50mg,tablet,true
somavent sf syrup,somavent,Cough with mucus,RESPIRATORY,20,133,Torrent,100mg,syrup,false
stefazol 150mg tablet,stefazol,Treatment of Fungal infections,ANTI,72,162,Zydus,150mg,capsule,false
servace 5mg capsule,servace,Treatment of Hypertension (high blood pressure),CARDIAC,50,492,Dr Reddy,5mg,syrup,false
synflox 200mg tablet,synflox,Treatment of Bacterial infections,ANTI,138,192,Alkem,200mg,injection,true
stor f 10mg/160mg tablet,stor,Treatment of High cholesterol,CARDIAC,34,271,Cipla,10mg,syrup,true
symprox 200mg tablet,symprox,Treatment of Bacterial infections,ANTI,58,55,Cipla,200mg,injection,true
solprazole 40mg tablet,solprazole,Treatment of Heartburn,GASTRO,159,214,Zydus,40mg,tablet,true
selide p 100mg/500mg tablet,selide,Pain relief,PAIN,50,195,Abbott,100mg,capsule,true
switglim mp 2mg/500mg/7.5mg tablet,switglim,Treatment of Type 2 diabetes mellitus,ANTI,188,242,Zydus,2mg,capsule,true
shamol syrup,shamol,Pain relief,PAIN,129,205,Torrent,200mg,tablet,true
sepnil 400mg/80mg tablet,sepnil,Treatment of Bacterial infections,ANTI,159,233,Abbott,400mg,injection,true
spornoc vg  pessaries,spornoc,Syndromic treatment of vaginal discharge,DERMA,186,73,Cipla,100mg,injection,true
sotagard 80mg tablet,sotagard,Arrhythmia,CARDIAC,101,341,Cipla,80mg,injection,true
subact injection,subact,Treatment of Bacterial infections,ANTI,26,272,Zydus,650mg,syrup,false
sumcef lz 200mg/600mg tablet,sumcef,Treatment of Bacterial infections,ANTI,182,51,Alkem,200mg,syrup,false
sethro 250mg tablet,sethro,Treatment of Bacterial infections,ANTI,22,384,Sun Pharma,250mg,tablet,true
sumcef o lb 200mg/200mg tablet,sumcef,Treatment of Bacterial infections,ANTI,83,219,Lupin,200mg,syrup,true
sulforyl m forte 2mg/1000mg tablet,sulforyl,Treatment of Type 2 diabetes mellitus,ANTI,166,131,Torrent,2mg,capsule,true
sepodox 200mg tablet dt,sepodox,Treatment of Bacterial infections,ANTI,86,270,Mankind,200mg,syrup,true
sulazio 500mg tablet,sulazio,Treatment of Bacterial infections,OPHTHAL,142,415,Sun Pharma,500mg,tablet,false
spasmovin 20mg/100mg tablet,spasmovin,Abdominal pain,GASTRO,120,349,Dr Reddy,20mg,syrup,true
solodoxim-plus tablet,solodoxim-plus,Bacterial infections,ANTI,101,364,Zydus,100mg,injection,true
secmin 50 tablet,secmin,Depression,NEURO,149,200,Torrent,250mg,syrup,false
s-amsort 2.5 tablet,s-amsort,Treatment of Hypertension (high blood pressure),CARDIAC,32,377,Zydus,500mg,syrup,false
seamont l oral suspension,seamont,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,71,147,Sun Pharma,100mg,tablet,false
stoflox mzs syrup,stoflox,Treatment of Bacterial infections,GASTRO,89,152,Dr Reddy,650mg,injection,false
solcep 500mg capsule,solcep,Treatment of Bacterial infections,ANTI,38,226,Zydus,500mg,tablet,false
semixim-plus tablet,semixim-plus,Treatment of Bacterial infections,ANTI,134,66,Abbott,100mg,tablet,false
spnﬁx-az tablet,spnﬁx-az,Treatment of Bacterial infections,ANTI,78,214,Zydus,100mg,syrup,true
sancan it 200mg capsule,sancan,Treatment of Fungal infections,OPHTHAL,191,95,Lupin,200mg,syrup,false
sobicyte ds 1000mg tablet,sobicyte,Treatment of Indigestion,GASTRO,29,280,Cipla,1000mg,syrup,true
speycef 1000mg injection,speycef,Treatment of Bacterial infections,ANTI,184,51,Cipla,1000mg,tablet,false
snowrab capsule sr,snowrab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,39,361,Alkem,200mg,syrup,true
sefurox 250 tablet,sefurox,Treatment of Bacterial infections,ANTI,117,441,Sun Pharma,500mg,tablet,false
super tus dmr syrup,super,Treatment of Dry cough,RESPIRATORY,80,251,Dr Reddy,250mg,syrup,true
saglofen-sp tablet,saglofen-sp,Pain relief,PAIN,46,204,Zydus,500mg,syrup,false
spinstek 24mg tablet,spinstek,Treatment of Meniere's disease,NEURO,119,263,Alkem,24mg,injection,true
sun s 100mg/10mg tablet,sun,Pain relief,PAIN,157,113,Torrent,100mg,capsule,true
sepsadone oz ointment,sepsadone,Wound infection,DERMA,110,125,Mankind,500mg,tablet,false
sofrahext cream,sofrahext,Treatment of Bacterial skin infections,DERMA,200,282,Abbott,200mg,tablet,false
synof kid tablet,synof,Treatment of Common cold,RESPIRATORY,135,270,Mankind,250mg,tablet,true
saltumax 1000 mg/500 mg injection,saltumax,Treatment of Bacterial infections,ANTI,58,121,Lupin,1000 mg,injection,true
scaberin cream,scaberin,Scabies,DERMA,137,203,Mankind,250mg,injection,false
simvastol 20mg tablet,simvastol,High cholesterol,CARDIAC,156,75,Torrent,20mg,injection,false
servazith 100mg/5ml syrup,servazith,Treatment of Bacterial infections,ANTI,162,339,Zydus,100mg,capsule,true
sudrox 500mg tablet,sudrox,Treatment of Bacterial infections,ANTI,200,156,Cipla,500mg,capsule,true
seroflex 50mg tablet,seroflex,Treatment of Depression,NEURO,177,488,Torrent,50mg,tablet,true
salbair-i 2.5mcg/500mcg transpules,salbair-i,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,107,382,Torrent,100mg,tablet,false
starstat ez 10mg/10mg tablet,starstat,High cholesterol,CARDIAC,166,299,Alkem,10mg,tablet,false
samlifen 5mg tablet,samlifen,Treatment of Overactive bladder (OAB) symptoms,UROLOGY,188,456,Lupin,5mg,injection,false
stortin 10mg tablet,stortin,High cholesterol,CARDIAC,135,78,Cipla,10mg,injection,true
senten-am 5mg/50mg tablet,senten-am,Treatment of Hypertension (high blood pressure),CARDIAC,136,484,Torrent,5mg,syrup,false
sucan syrup,sucan,Treatment of Intestinal ulcers,GASTRO,34,302,Sun Pharma,500mg,syrup,false
stayhappi olanzapine 5mg tablet,stayhappi,Treatment of Schizophrenia,NEURO,32,459,Alkem,5mg,injection,false
stayhappi deflazacort 6mg tablet,stayhappi,Treatment of Inflammatory conditions,HORMONES,46,298,Torrent,6mg,tablet,false
sofast ods 250mg tablet er,sofast,Treatment of Epilepsy/Seizures,NEURO,108,134,Mankind,250mg,syrup,false
seflid-plus tablet,seflid-plus,Pain relief,PAIN,156,107,Mankind,100mg,capsule,false
satric 100mg tablet,satric,Treatment of Gout,PAIN,62,65,Zydus,100mg,capsule,false
sarfi lox  0.5% eye drop,sarfi,Treatment of Bacterial eye infections,OPHTHAL,115,123,Torrent,200mg,injection,true
satel 20mg tablet,satel,Treatment of Hypertension (high blood pressure),CARDIAC,185,259,Lupin,20mg,injection,true
sermid d 50mg/10mg tablet,sermid,Pain relief,PAIN,141,195,Cipla,50mg,capsule,false
smodic p 50mg/325mg tablet,smodic,Pain relief,PAIN,78,341,Dr Reddy,50mg,tablet,true
serbenz cream,serbenz,Treatment of Fungal skin infections,DERMA,168,98,Abbott,650mg,syrup,false
serasenz 10mg tablet,serasenz,Pain relief,PAIN,195,192,Alkem,10mg,capsule,false
scorab-ls capsule sr,scorab-ls,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,74,92,Cipla,650mg,syrup,false
statwun 40mg tablet,statwun,High cholesterol,CARDIAC,137,365,Mankind,40mg,capsule,true
sanprax 0.25mg tablet,sanprax,Treatment of Anxiety,NEURO,24,404,Lupin,25mg,injection,true
sefpod cv 200mg/125mg tablet,sefpod,Treatment of Respiratory tract infection,ANTI,70,58,Cipla,200mg,tablet,false
salinac sp 50mg/325mg/10mg tablet,salinac,Pain relief,PAIN,21,262,Torrent,50mg,injection,true
sarsalic cream,sarsalic,Psoriasis,DERMA,118,210,Sun Pharma,650mg,capsule,false
stormac 20mg tablet,stormac,High cholesterol,CARDIAC,147,484,Sun Pharma,20mg,syrup,false
sertingo 25mg tablet,sertingo,Treatment of Depression,NEURO,156,178,Torrent,25mg,tablet,false
sefu 250mg tablet,sefu,Treatment of Bacterial infections,ANTI,74,302,Cipla,250mg,capsule,false
solcort 6 tablet,solcort,Treatment of Inflammatory conditions,HORMONES,158,383,Dr Reddy,650mg,capsule,false
sifalex 250mg tablet,sifalex,Treatment of Bacterial infections,ANTI,132,498,Alkem,250mg,syrup,false
stemled 5mg tablet,stemled,Treatment of Vertigo,GASTRO,137,294,Zydus,5mg,tablet,true
scopod-forte dry syrup,scopod-forte,Treatment of Bacterial infections,ANTI,135,210,Sun Pharma,100mg,injection,true
suzox-et tablet,suzox-et,Treatment of Pain due to muscle spasm,PAIN,76,364,Dr Reddy,100mg,syrup,true
sartalom-h tablet,sartalom-h,Hypertension (high blood pressure),CARDIAC,151,152,Dr Reddy,650mg,capsule,false
safo-oz tablet,safo-oz,Treatment of Bacterial & parasitic infections,GASTRO,66,432,Zydus,500mg,tablet,false
sehcit m 5mg/10mg tablet,sehcit,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,58,426,Lupin,5mg,injection,false
sucraraff-o oral suspension,sucraraff-o,Treatment of Acidity,GASTRO,85,103,Sun Pharma,250mg,syrup,false
shvit cold-af syrup,shvit,Treatment of Common cold,RESPIRATORY,105,233,Sun Pharma,200mg,injection,true
scotmont l syrup,scotmont,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,146,494,Zydus,200mg,tablet,true
synetech lv 75mg/40mg capsule sr,synetech,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,166,333,Abbott,75mg,tablet,true
sulpidon od 300mg tablet,sulpidon,Schizophrenia,NEURO,156,286,Abbott,300mg,capsule,false
sulpha fh eye drop,sulpha,Treatment of Bacterial eye infections,OPHTHAL,116,98,Cipla,250mg,capsule,true
supramox 125mg/125mg suspension,supramox,Treatment of Bacterial infections,ANTI,101,96,Lupin,125mg,injection,true
strox tz 250 mg/300 mg tablet,strox,Treatment of Bacterial & parasitic infections,GASTRO,182,65,Lupin,250 mg,injection,false
sigmol 650mg tablet,sigmol,Pain relief,PAIN,139,415,Zydus,650mg,syrup,true
scabac lotion,scabac,Scabies,DERMA,108,400,Abbott,250mg,capsule,true
speridon plus tablet,speridon,Schizophrenia,NEURO,101,431,Torrent,200mg,injection,true
secnil 500mg syrup,secnil,Bacterial & parasitic infections,ANTI,46,381,Zydus,500mg,injection,false
scabcare 1% lotion,scabcare,Scabies,DERMA,129,167,Cipla,650mg,tablet,true
spaswen 100mg tablet,spaswen,Pain relief,PAIN,114,336,Abbott,100mg,syrup,false
symbal 1500 mg tablet,symbal,Treatment of Depression,NEURO,94,321,Zydus,1500 mg,syrup,true
sinopil 4mg tablet,sinopil,Hypertension (high blood pressure),CARDIAC,92,216,Mankind,4mg,capsule,true
statcare 20mg tablet,statcare,Treatment of High cholesterol,CARDIAC,114,430,Abbott,20mg,capsule,false
suzin 500mg tablet,suzin,Treatment of Bacterial infections,GASTRO,104,473,Cipla,500mg,syrup,false
starpod 50mg dry syrup,starpod,Treatment of Bacterial infections,ANTI,174,60,Mankind,50mg,injection,false
spaser d 50mg/10mg tablet,spaser,Pain relief,PAIN,77,151,Abbott,50mg,capsule,true
sperra d 50mg/10mg tablet,sperra,Pain relief,PAIN,21,363,Sun Pharma,50mg,syrup,false
synid-a 100mg/15mg tablet,synid-a,Pain relief,PAIN,94,488,Torrent,100mg,capsule,false
seward 10mg tablet,seward,Pain relief,PAIN,80,231,Sun Pharma,10mg,injection,false
solevo 500mg tablet,solevo,Treatment of Bacterial infections,OPHTHAL,187,55,Dr Reddy,500mg,injection,false
stricarb 450mg injection,stricarb,Ovarian cancer,ANTI,54,214,Dr Reddy,450mg,syrup,true
swapanz 40mg tablet,swapanz,Treatment of Heartburn,GASTRO,104,400,Abbott,40mg,injection,false
serdoloc 1mg tablet,serdoloc,Treatment of Schizophrenia,NEURO,159,185,Alkem,1mg,injection,true
sologard s 1000mg/500mg injection,sologard,Bacterial infections,ANTI,28,485,Abbott,1000mg,syrup,false
skalia-kz shampoo,skalia-kz,Treatment of Dandruff,DERMA,54,373,Lupin,200mg,injection,false
stride 200mg tablet,stride,Schizophrenia,NEURO,63,412,Alkem,200mg,capsule,false
sarmox 500mg capsule,sarmox,Treatment of Bacterial infections,ANTI,37,241,Abbott,500mg,capsule,true
socef sb 1000mg/500mg injection,socef,Bacterial infections,ANTI,30,63,Zydus,1000mg,tablet,false
sarbet mf ointment,sarbet,Eczema,DERMA,99,286,Mankind,100mg,capsule,true
sefdox 200mg tablet,sefdox,Treatment of Bacterial infections,ANTI,30,493,Abbott,200mg,syrup,false
salvadol mr 100mg/325mg/250mg tablet,salvadol,Treatment of Muscular pain,PAIN,148,314,Alkem,100mg,tablet,false
secold syrup,secold,Treatment of Common cold,RESPIRATORY,183,403,Lupin,200mg,capsule,true
sumelide p 100mg/500mg tablet,sumelide,Pain relief,PAIN,58,67,Dr Reddy,100mg,injection,false
stycef 100mg tablet,stycef,Treatment of Bacterial infections,ANTI,37,61,Cipla,100mg,syrup,true
stayhappi levofloxacin 250mg tablet,stayhappi,Treatment of Bacterial infections,OPHTHAL,149,92,Torrent,250mg,tablet,true
stayhappi loteprednol etabonate+moxifloxacin eye drop,stayhappi,Treatment of Eye infection with inflammation,OPHTHAL,31,302,Mankind,500mg,injection,true
suprazol 20mg capsule,suprazol,Treatment of Heartburn,GASTRO,169,482,Sun Pharma,20mg,tablet,false
spascris d 80mg/250mg tablet,spascris,Treatment of Abdominal pain,GASTRO,94,298,Sun Pharma,80mg,tablet,false
super x syrup,super,Cough,RESPIRATORY,43,472,Alkem,200mg,tablet,true
synoret 10mg capsule,synoret,Treatment of Acne,DERMA,86,315,Cipla,10mg,injection,true
sernaz v1 tablet vt,sernaz,Fungal infections of vagina,DERMA,113,442,Abbott,650mg,capsule,true
sotalar 80mg tablet,sotalar,Arrhythmia,CARDIAC,140,274,Abbott,80mg,syrup,true
swadox m 400mg/10mg tablet sr,swadox,Treatment and prevention of Asthma,RESPIRATORY,77,179,Abbott,400mg,capsule,false
swiclo 100mg/325mg tablet,swiclo,Pain relief,PAIN,128,488,Sun Pharma,100mg,syrup,false
sutib 12.5 capsule,sutib,Kidney cancer,ANTI,192,432,Dr Reddy,200mg,syrup,true
sinflox-o tablet,sinflox-o,Treatment of Bacterial infections,ANTI,161,152,Abbott,200mg,injection,false
svzoral-f10 capsule,svzoral-f10,Prevention of Migraine,CARDIAC,150,479,Lupin,250mg,injection,false
sambose gm 1mg/500mg/0.2mg tablet,sambose,Treatment of Type 2 diabetes mellitus,ANTI,133,50,Cipla,1mg,capsule,false
s pan 40mg injection,s,Treatment of Heartburn,GASTRO,160,274,Dr Reddy,40mg,injection,false
suglow g 1mg/500mg tablet,suglow,Treatment of Type 2 diabetes mellitus,ANTI,37,314,Torrent,1mg,capsule,false
silcef lb 200mg tablet,silcef,Bacterial infections,ANTI,120,95,Lupin,200mg,injection,false
