name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
azikap 250mg tablet,azikap,Treatment of Bacterial infections,ANTI,132,467,Cipla,250mg,tablet,false
azythro 100 oral suspension,azythro,Treatment of Bacterial infections,ANTI,86,193,Sun Pharma,100mg,capsule,true
albidox lb 100mg capsule,albidox,Treatment of Bacterial infections,ANTI,81,64,Cipla,100mg,tablet,false
amigal 200mg tablet,amigal,Schizophrenia,NEURO,151,417,Alkem,200mg,tablet,false
adosice-ds tablet,adosice-ds,Treatment of Indigestion,GASTRO,114,69,Sun Pharma,200mg,injection,false
azeris 500mg tablet,azeris,Treatment of Bacterial infections,ANTI,72,320,Cipla,500mg,capsule,true
arokast fx 10mg/120mg tablet,arokast,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,146,359,Torrent,10mg,syrup,true
abtelmi 80 tablet,abtelmi,Treatment of Hypertension (high blood pressure),CARDIAC,37,225,Sun Pharma,200mg,syrup,false
aziwok kid  100mg tablet,aziwok,Treatment of Bacterial infections,ANTI,27,458,Torrent,100mg,syrup,true
apz 15mg tablet,apz,Schizophrenia,NEURO,78,157,Abbott,15mg,injection,true
apalene c gel,apalene,Treatment of Acne,DERMA,67,172,Lupin,250mg,tablet,false
antiplatt plus 75 mg/75 mg tablet,antiplatt,Prevention of heart attack and stroke,BLOOD,68,164,Torrent,75 mg,capsule,true
amoflox eye drop,amoflox,Bacterial eye infections,ANTI,52,162,Torrent,250mg,injection,true
anexidep 5 mg/25 mg tablet,anexidep,Depression,NEURO,54,261,Zydus,5 mg,tablet,true
ancef 500mg injection,ancef,Treatment of Bacterial infections,ANTI,48,330,Abbott,500mg,tablet,true
amcetam 400mg capsule,amcetam,Alzheimer's disease,NEURO,100,87,Zydus,400mg,injection,false
azert 250mg tablet,azert,Treatment of Bacterial infections,ANTI,104,230,Abbott,250mg,tablet,false
amclomed sp tablet,amclomed,Pain relief,PAIN,179,373,Cipla,100mg,syrup,true
adalcef 250mg tablet,adalcef,Treatment of Bacterial infections,ANTI,156,236,Lupin,250mg,syrup,true
acithroc 500mg tablet,acithroc,Treatment of Bacterial infections,ANTI,173,435,Mankind,500mg,syrup,true
amnext-at 5mg/50mg tablet,amnext-at,Treatment of Hypertension (high blood pressure),CARDIAC,129,180,Zydus,5mg,syrup,true
atpram 10mg tablet,atpram,Treatment of Depression,NEURO,199,275,Sun Pharma,10mg,capsule,false
astrotel 40mg tablet,astrotel,Treatment of Hypertension (high blood pressure),CARDIAC,60,384,Abbott,40mg,injection,true
afo 100mg capsule,afo,Treatment of Fungal infections,OPHTHAL,82,57,Alkem,100mg,tablet,true
aarpen d 10mg/40mg tablet,aarpen,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,165,411,Torrent,10mg,injection,false
alersol syrup,alersol,Treatment of Dry cough,RESPIRATORY,154,420,Zydus,650mg,capsule,true
aculum-p oral suspension,aculum-p,Treatment of Fever,PAIN,143,402,Torrent,650mg,tablet,false
amanza mp 1mg/500mg/15mg tablet,amanza,Treatment of Type 2 diabetes mellitus,ANTI,49,53,Sun Pharma,1mg,syrup,true
aculum-p tablet,aculum-p,Pain relief,PAIN,170,391,Lupin,100mg,injection,false
actapod cv 200mg/125mg tablet,actapod,Treatment of Respiratory tract infection,ANTI,138,438,Mankind,200mg,syrup,false
azilo 250mg tablet,azilo,Treatment of Bacterial infections,ANTI,190,298,Alkem,250mg,capsule,false
adle eye drop,adle,Treatment of Dry eyes,OPHTHAL,101,423,Alkem,500mg,syrup,true
azrocin 500mg tablet,azrocin,Treatment of Bacterial infections,ANTI,42,377,Alkem,500mg,tablet,true
auzpep d 50mg/10mg tablet,auzpep,Pain relief,PAIN,116,75,Lupin,50mg,tablet,true
achenil plus 100mg/500mg tablet,achenil,Pain relief,PAIN,91,73,Zydus,100mg,capsule,false
activid 400mg tablet,activid,Treatment of Bacterial infections,ANTI,60,340,Zydus,400mg,capsule,true
acebrovin 100mg capsule,acebrovin,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,54,82,Alkem,100mg,injection,true
azromi 250mg tablet,azromi,Treatment of Bacterial infections,ANTI,149,123,Alkem,250mg,capsule,true
almide 750mg tablet,almide,Tuberculosis (TB),ANTI,80,186,Cipla,750mg,tablet,true
anneal p 800mg tablet,anneal,Alzheimer's disease,NEURO,65,180,Cipla,800mg,syrup,true
arowin cv 500mg/125mg tablet,arowin,Treatment of Bacterial infections,ANTI,138,320,Lupin,500mg,syrup,false
art-luton vaginal spray,art-luton,Hormone replacement therapy,GYNAECOLOGICAL,67,338,Cipla,250mg,capsule,true
avogel o oral suspension,avogel,Treatment of Acidity,GASTRO,86,227,Alkem,650mg,injection,false
anginac sp 100mg/325mg/15mg tablet,anginac,Pain relief,PAIN,126,174,Abbott,100mg,tablet,false
apriace 10mg tablet,apriace,Hypertension (high blood pressure),CARDIAC,54,172,Dr Reddy,10mg,injection,false
augmin-ds dry syrup,augmin-ds,Treatment of Resistant Tuberculosis (TB),ANTI,161,155,Cipla,100mg,syrup,false
afiflo 200mg tablet,afiflo,Treatment of Bacterial infections,ANTI,46,263,Torrent,200mg,capsule,false
azilas 250 tablet,azilas,Treatment of Bacterial infections,ANTI,148,215,Sun Pharma,650mg,capsule,false
aclophar-mr tablet,aclophar-mr,Treatment of Muscular pain,PAIN,86,453,Lupin,250mg,capsule,true
azenap 30mg tablet,azenap,Short term anxiety,NEURO,179,285,Mankind,30mg,tablet,true
aspenem 1000mg injection,aspenem,Severe bacterial infections,ANTI,34,224,Alkem,1000mg,syrup,true
azithral pulse 500mg tablet,azithral,Treatment of Bacterial infections,ANTI,155,285,Cipla,500mg,syrup,true
abvida m 850mg/50mg tablet,abvida,Treatment of Type 2 diabetes mellitus,ANTI,158,159,Torrent,850mg,syrup,true
artaz 7.5mg tablet,artaz,Pain relief,PAIN,155,228,Lupin,5mg,syrup,false
amrodom 0.25% cream,amrodom,Fungal nail infections,DERMA,108,260,Alkem,500mg,syrup,true
aclonova mr tablet,aclonova,Treatment of Muscular pain,PAIN,194,328,Dr Reddy,500mg,capsule,true
aurich 200mg capsule,aurich,Hormone replacement therapy,GYNAECOLOGICAL,156,139,Torrent,200mg,tablet,false
agrocet 10mg tablet,agrocet,Treatment of Allergic conditions,RESPIRATORY,71,59,Lupin,10mg,syrup,false
azilup 200mg/5ml suspension,azilup,Treatment of Bacterial infections,ANTI,191,168,Torrent,200mg,injection,true
appatim eye drop,appatim,Glaucoma,OPHTHAL,142,406,Torrent,650mg,capsule,false
albex suspension,albex,Treatment of Parasitic infections,ANTI,189,99,Dr Reddy,650mg,syrup,true
amlochem at 5 mg/50 mg tablet,amlochem,Treatment of Hypertension (high blood pressure),CARDIAC,100,309,Mankind,5 mg,syrup,true
acelex 500 mg capsule,acelex,Treatment of Bacterial infections,ANTI,36,494,Torrent,500 mg,syrup,true
amlogard met 5mg/25mg tablet,amlogard,Treatment of Hypertension (high blood pressure),CARDIAC,67,164,Lupin,5mg,tablet,false
acen p 100 mg/500 mg tablet,acen,Pain relief,PAIN,167,355,Zydus,100 mg,injection,true
amide 300mg tablet,amide,Schizophrenia,NEURO,118,269,Cipla,300mg,capsule,true
amedil 4mg tablet,amedil,Treatment of Nausea,GASTRO,134,383,Torrent,4mg,tablet,false
ambrokam p 15 mg/50 mg/1 mg syrup,ambrokam,Cough with mucus,RESPIRATORY,76,217,Zydus,15 mg,capsule,false
azysafe 100mg tablet,azysafe,Treatment of Bacterial infections,ANTI,46,487,Lupin,100mg,injection,false
aceroc 200mg tablet sr,aceroc,Pain relief,PAIN,194,58,Sun Pharma,200mg,injection,true
accuglim m  2mg/500mg tablet,accuglim,Treatment of Type 2 diabetes mellitus,ANTI,96,237,Alkem,2mg,tablet,true
aurlip 5mg tablet,aurlip,Treatment of Hypertension (high blood pressure),CARDIAC,111,388,Alkem,5mg,injection,true
azearly 40 tablet,azearly,Hypertension (high blood pressure),CARDIAC,100,50,Cipla,250mg,syrup,false
alviroz 5 f tablet,alviroz,Treatment of High cholesterol,CARDIAC,114,111,Torrent,500mg,injection,false
azoprim tablet,azoprim,Prevention of organ rejection in transplant patients,ANTI,187,150,Sun Pharma,100mg,injection,false
altirab-d 10mg/20mg tablet,altirab-d,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,163,399,Cipla,10mg,capsule,true
angibrad 5mg tablet,angibrad,Treatment of Angina (heart-related chest pain),CARDIAC,69,229,Lupin,5mg,injection,true
aziact 500mg tablet,aziact,Treatment of Bacterial infections,ANTI,200,280,Mankind,500mg,capsule,false
aramox 250mg capsule,aramox,Treatment of Bacterial infections,ANTI,159,259,Cipla,250mg,capsule,true
albadin 7.5mg tablet,albadin,Treatment of Angina (heart-related chest pain),CARDIAC,112,368,Torrent,5mg,tablet,false
amarin pm2 tablet er,amarin,Treatment of Type 2 diabetes mellitus,ANTI,173,453,Dr Reddy,100mg,tablet,false
asuc 500mg suspension,asuc,Treatment of Intestinal ulcers,GASTRO,113,127,Torrent,500mg,capsule,false
azospar 200mg tablet,azospar,Bacterial infections,OPHTHAL,50,93,Abbott,200mg,syrup,false
arnet plus tablet,arnet,Treatment of Nausea and vomiting in pregnancy,GASTRO,66,301,Abbott,250mg,injection,false
azimid 100mg oral suspension,azimid,Treatment of Bacterial infections,ANTI,40,352,Torrent,100mg,capsule,false
asmide 100mg capsule,asmide,Epilepsy/Seizures,NEURO,142,312,Sun Pharma,100mg,injection,true
azirud 200 suspension strawberry,azirud,Treatment of Bacterial infections,ANTI,141,311,Torrent,100mg,injection,false
amvik 5mg tablet,amvik,Treatment of Hypertension (high blood pressure),CARDIAC,173,363,Torrent,5mg,injection,false
amoclox tablet,amoclox,Bacterial infections,ANTI,70,395,Abbott,200mg,tablet,false
avokold tablet,avokold,Treatment of Common cold,RESPIRATORY,195,346,Cipla,100mg,syrup,true
acelopara 100mg/325mg tablet,acelopara,Pain relief,PAIN,127,386,Dr Reddy,100mg,injection,false
affinus tablet,affinus,Female infertility,GYNAECOLOGICAL,45,130,Sun Pharma,250mg,capsule,false
anz 500mg tablet,anz,Treatment of Bacterial infections,ANTI,198,321,Abbott,500mg,tablet,true
angidoc tablet,angidoc,Pain relief,PAIN,36,124,Dr Reddy,650mg,syrup,true
amyvit plus injection,amyvit,Nutritional deficiencies,VITAMINS,135,271,Zydus,200mg,injection,false
arz 500mg tablet,arz,Treatment of Bacterial infections,ANTI,116,296,Cipla,500mg,syrup,false
azithrorite 250mg tablet,azithrorite,Treatment of Bacterial infections,ANTI,186,297,Mankind,250mg,tablet,false
ag 5mg tablet,ag,Treatment of Allergic conditions,RESPIRATORY,140,463,Zydus,5mg,capsule,false
actipraz lxr 75mg/40mg capsule sr,actipraz,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,42,417,Sun Pharma,75mg,tablet,false
amisride 100mg tablet,amisride,Schizophrenia,NEURO,119,436,Lupin,100mg,tablet,false
adnast tablet,adnast,Breast cancer,ANTI,99,139,Zydus,500mg,capsule,false
azi 100mg oral suspension,azi,Treatment of Bacterial infections,ANTI,77,262,Sun Pharma,100mg,tablet,true
acloriz tc tablet,acloriz,Treatment of Pain due to muscle spasm,PAIN,75,262,Abbott,200mg,tablet,true
ainac-sp tablet,ainac-sp,Pain relief,PAIN,152,371,Mankind,650mg,capsule,true
amoly tablet,amoly,Treatment of Common cold,RESPIRATORY,109,100,Zydus,500mg,tablet,false
anzole 20 capsule,anzole,Treatment of Heartburn,GASTRO,23,267,Abbott,200mg,capsule,false
akmol 250 oral suspension,akmol,Pain relief,PAIN,141,363,Cipla,100mg,injection,false
acnerem gel,acnerem,Acne,DERMA,185,335,Zydus,200mg,capsule,true
alcid 20mg capsule,alcid,Treatment of Heartburn,GASTRO,72,485,Mankind,20mg,syrup,true
asthafree 1mg syrup,asthafree,Treatment of Chronic obstructive pulmonary disease (COPD),RESPIRATORY,43,320,Cipla,1mg,injection,true
acogesic-sp 100mg/325mg/15mg tablet,acogesic-sp,Pain relief,PAIN,80,262,Cipla,100mg,syrup,false
alpro forte tablet,alpro,Anxiety disorder,NEURO,61,334,Cipla,250mg,tablet,true
armic-lf 80mg/480mg tablet,armic-lf,Treatment of Malaria,ANTI,77,324,Sun Pharma,80mg,capsule,true
antiplatt tablet,antiplatt,Prevention of heart attack and stroke,BLOOD,71,466,Dr Reddy,250mg,tablet,false
azisef 500mg tablet,azisef,Treatment of Bacterial infections,ANTI,69,105,Sun Pharma,500mg,syrup,false
achnil sp tablet,achnil,Pain relief,PAIN,68,230,Abbott,250mg,capsule,true
alfutrol 10mg tablet,alfutrol,Treatment of Benign prostatic hyperplasia,UROLOGY,174,258,Torrent,10mg,capsule,false
auptaz 4000 mg/500 mg injection,auptaz,Bacterial infections,ANTI,137,471,Alkem,4000 mg,capsule,false
amlodus at 5 mg/50 mg tablet,amlodus,Treatment of Hypertension (high blood pressure),CARDIAC,153,367,Alkem,5 mg,injection,true
azitru 100mg/5ml dry syrup,azitru,Treatment of Bacterial infections,ANTI,79,203,Cipla,100mg,syrup,false
alzolid 600mg infusion,alzolid,Treatment of Severe bacterial infections,ANTI,189,197,Torrent,600mg,tablet,false
alistor 10mg tablet,alistor,High cholesterol,CARDIAC,79,66,Torrent,10mg,syrup,false
acticuf cd 2mg/10mg syrup,acticuf,Dry cough,RESPIRATORY,192,384,Dr Reddy,2mg,tablet,false
axetuss syrup,axetuss,Treatment of Cough,RESPIRATORY,23,152,Cipla,650mg,syrup,false
acecloud p 100mg/325mg tablet,acecloud,Pain relief,PAIN,124,237,Lupin,100mg,injection,false
asitor c 20mg/75mg tablet,asitor,Heart attack prevention and high cholesterol,CARDIAC,67,494,Abbott,20mg,injection,false
arthrodac 20mg tablet,arthrodac,Pain relief,PAIN,55,425,Sun Pharma,20mg,syrup,false
acroli ointment,acroli,Prevention of organ rejection in transplant patients,ANTI,139,273,Alkem,250mg,injection,false
augtax 1000 mg/500 mg injection,augtax,Treatment of Bacterial infections,ANTI,139,173,Dr Reddy,1000 mg,syrup,true
axovir 400mg tablet,axovir,Herpes Simplex Virus Infections,ANTI,186,80,Cipla,400mg,capsule,true
acort 10mg injection,acort,Treatment of Rheumatoid arthritis,DERMA,150,340,Alkem,10mg,syrup,true
axiglim m 1mg tablet,axiglim,Treatment of Type 2 diabetes mellitus,ANTI,128,240,Lupin,1mg,tablet,true
artiros 80mg/480mg tablet,artiros,Treatment of Malaria,ANTI,51,199,Dr Reddy,80mg,syrup,true
aceno 4mg tablet,aceno,Treatment and prevention of Blood clots,CARDIAC,76,288,Alkem,4mg,injection,false
arilan 10mg tablet,arilan,Schizophrenia,NEURO,127,220,Sun Pharma,10mg,syrup,true
acerov-sp tablet,acerov-sp,Pain relief,PAIN,173,309,Cipla,100mg,injection,false
apexim 200mg tablet,apexim,Treatment of Bacterial infections,ANTI,77,257,Mankind,200mg,syrup,true
antimil 120mg injection,antimil,Malaria,ANTI,186,307,Abbott,120mg,capsule,false
ambromix syrup,ambromix,Cough,RESPIRATORY,162,438,Mankind,200mg,syrup,true
avicus f 10mg/145mg tablet,avicus,Treatment of High cholesterol,CARDIAC,95,195,Abbott,10mg,tablet,false
analgiawin plus 50mg/100mg/325mg tablet,analgiawin,Pain relief,PAIN,86,111,Lupin,50mg,injection,false
amlotic t 40mg/5mg tablet,amlotic,Treatment of Hypertension (high blood pressure),CARDIAC,96,343,Cipla,40mg,capsule,false
azitma 250mg tablet,azitma,Treatment of Bacterial infections,ANTI,120,123,Abbott,250mg,syrup,true
aborax tablet,aborax,Treatment of Irritable bowel syndrome,GASTRO,54,463,Sun Pharma,100mg,injection,true
atenom am 5mg/50mg tablet,atenom,Treatment of Hypertension (high blood pressure),CARDIAC,126,453,Sun Pharma,5mg,capsule,true
afenov-mr tablet,afenov-mr,Treatment of Muscular pain,PAIN,44,146,Mankind,650mg,syrup,false
avolide p ds syrup,avolide,Pain relief,PAIN,135,359,Sun Pharma,500mg,tablet,true
aziel 500 tablet,aziel,Treatment of Bacterial infections,ANTI,139,355,Abbott,250mg,tablet,false
amikanex 500mg injection,amikanex,Bacterial infections,OPHTHAL,55,192,Cipla,500mg,capsule,false
aciz mr tablet,aciz,Treatment of Muscular pain,PAIN,131,488,Mankind,500mg,injection,true
albican 150mg tablet,albican,Treatment of Fungal infections,ANTI,122,430,Dr Reddy,150mg,syrup,false
axiom or 100mg tablet,axiom,Treatment of Bacterial infections,ANTI,81,255,Abbott,100mg,capsule,true
augclav tablet,augclav,Bacterial infections,ANTI,169,471,Abbott,650mg,capsule,true
amburox tablet,amburox,Respiratory tract infection,ANTI,22,408,Sun Pharma,200mg,syrup,false
ampirok 500 mg/250 mg tablet,ampirok,Treatment of Bacterial infections,ANTI,86,406,Abbott,500 mg,syrup,true
alcizon 1gm injection,alcizon,Bacterial infections,ANTI,46,61,Torrent,500mg,injection,true
azycin 200mg/5ml rediuse,azycin,Treatment of Bacterial infections,ANTI,178,307,Lupin,200mg,injection,true
abstet tablet,abstet,Prostate cancer,ANTI,25,86,Sun Pharma,650mg,tablet,false
adadis cream,adadis,Treatment of Acne,DERMA,172,462,Alkem,500mg,tablet,false
azimo 250mg tablet,azimo,Treatment of Bacterial infections,ANTI,28,316,Torrent,250mg,tablet,true
abgate 400mg tablet,abgate,Bacterial infections,GASTRO,133,178,Abbott,400mg,injection,false
acitak 300 mg tablet,acitak,Heartburn,GASTRO,118,315,Alkem,300 mg,syrup,false
aroclav 500mg/125mg tablet,aroclav,Treatment of Bacterial infections,ANTI,125,297,Cipla,500mg,capsule,true
alpram plus 0.25mg/25mg tablet,alpram,Depression,NEURO,75,226,Zydus,25mg,injection,false
aripamat 10mg tablet,aripamat,Schizophrenia,NEURO,184,158,Mankind,10mg,injection,true
adene c gel,adene,Treatment of Acne,DERMA,40,361,Cipla,650mg,injection,true
amlody syrup,amlody,Cough,RESPIRATORY,109,394,Abbott,250mg,capsule,true
axsol 200mg tablet sr,axsol,Pain relief,PAIN,156,134,Cipla,200mg,tablet,false
acekyor-d 80mg/100mg tablet,acekyor-d,Treatment of Abdominal pain,GASTRO,63,400,Cipla,80mg,injection,false
axi clav 200mg/125mg tablet,axi,Treatment of Bacterial infections,ANTI,45,292,Abbott,200mg,tablet,true
acmeglim m forte 1mg/1000mg tablet,acmeglim,Treatment of Type 2 diabetes mellitus,ANTI,164,124,Cipla,1mg,injection,false
amocilac 250mg/250mg capsule,amocilac,Bacterial infections,ANTI,25,304,Dr Reddy,250mg,tablet,true
acedor sp 100mg/325mg/15mg tablet,acedor,Pain relief,PAIN,115,73,Alkem,100mg,capsule,true
adb 1500 injection,adb,Nutritional deficiencies,VITAMINS,129,58,Lupin,100mg,capsule,false
autinea 2mg tablet md,autinea,Treatment of Schizophrenia,NEURO,154,300,Zydus,2mg,capsule,true
amol mr 250mg/50mg/325mg tablet,amol,Treatment of Pain due to muscle spasm,PAIN,131,275,Dr Reddy,250mg,injection,false
aloflox 400mg tablet,aloflox,Treatment of Bacterial infections,ANTI,144,265,Abbott,400mg,injection,false
acelofen-p tablet,acelofen-p,Pain relief,PAIN,43,106,Cipla,500mg,capsule,true
allwin-l capsule sr,allwin-l,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,53,57,Zydus,500mg,injection,true
aklomax p 100mg/325mg tablet,aklomax,Pain relief,PAIN,140,239,Alkem,100mg,tablet,true
allergix cold care tablet,allergix,Treatment of Common cold,RESPIRATORY,79,247,Lupin,650mg,capsule,false
azonic 500 tablet,azonic,Treatment of Bacterial infections,ANTI,64,253,Mankind,200mg,capsule,true
acigo-sp tablet,acigo-sp,Pain relief,PAIN,43,383,Alkem,200mg,tablet,true
aptijem syrup,aptijem,Appetite stimulant,VITAMINS,181,94,Cipla,650mg,syrup,false
amlomox 500mg capsule,amlomox,Treatment of Bacterial infections,ANTI,113,353,Lupin,500mg,syrup,false
alnac p 100mg/325mg tablet,alnac,Pain relief,PAIN,156,228,Lupin,100mg,syrup,false
ace cold oral drops,ace,Treatment of Common cold,RESPIRATORY,86,462,Sun Pharma,650mg,injection,true
anxo 0.25mg tablet,anxo,Treatment of Anxiety,NEURO,107,333,Zydus,25mg,syrup,true
afime-o 200mg/200mg tablet,afime-o,Treatment of Bacterial infections,ANTI,194,216,Torrent,200mg,injection,false
aerocef-tz 1gm injection,aerocef-tz,Bacterial infections,ANTI,196,179,Abbott,500mg,injection,false
aspijet 100mg/325mg/15mg tablet,aspijet,Pain relief,PAIN,49,415,Dr Reddy,100mg,injection,true
amab injection,amab,Ankylosing spondylitis,ANTI,61,294,Sun Pharma,500mg,injection,true
acephyl sr 200 tablet,acephyl,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,111,316,Abbott,200mg,capsule,false
aflo p 100mg/325mg tablet,aflo,Pain relief,PAIN,107,322,Sun Pharma,100mg,syrup,true
anupan d 10mg/40mg tablet,anupan,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,162,163,Alkem,10mg,syrup,false
azirak 500mg tablet,azirak,Treatment of Bacterial infections,ANTI,90,453,Cipla,500mg,capsule,false
acklofen 200mg tablet sr,acklofen,Pain relief,PAIN,133,248,Mankind,200mg,tablet,true
azikast-l tablet,azikast-l,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,168,340,Lupin,250mg,tablet,false
asifast 100mg tablet,asifast,Pain relief,PAIN,157,255,Mankind,100mg,capsule,false
alcopod-cv tablet,alcopod-cv,Treatment of Respiratory tract infection,ANTI,107,77,Cipla,200mg,capsule,false
axovol 200mg tablet,axovol,Treatment of Muscle spasms of the urinary tract,UROLOGY,50,253,Torrent,200mg,capsule,false
acepra tablet,acepra,Pain relief,PAIN,182,272,Cipla,200mg,tablet,true
abrozine-d tablet,abrozine-d,Vertigo,GASTRO,121,123,Lupin,100mg,injection,false
asenak sp 100mg/325mg/15mg tablet,asenak,Pain relief,PAIN,127,155,Lupin,100mg,capsule,true
alexia-cl dry syrup,alexia-cl,Treatment of Resistance Tuberculosis (TB),ANTI,28,164,Abbott,200mg,syrup,false
atortrue 80 tablet,atortrue,High cholesterol,CARDIAC,39,387,Dr Reddy,200mg,injection,true
abact 500mg tablet,abact,Treatment of Bacterial infections,GASTRO,188,357,Sun Pharma,500mg,injection,false
aceloz-p tablet,aceloz-p,Pain relief,PAIN,128,227,Cipla,500mg,syrup,false
acecure sp 100mg/325mg/15mg tablet,acecure,Pain relief,PAIN,181,175,Cipla,100mg,tablet,false
amstat 20mg tablet,amstat,High cholesterol,CARDIAC,41,59,Zydus,20mg,tablet,false
avixime 200mg tablet dt,avixime,Treatment of Bacterial infections,ANTI,160,56,Dr Reddy,200mg,capsule,true
alcyclin 500 mg capsule,alcyclin,Bacterial infections,ANTI,114,60,Lupin,500 mg,injection,false
azactiv 100mg injection,azactiv,Blood cancer,ANTI,67,93,Cipla,100mg,syrup,true
