name,genericName,description,category,price,stockQuantity,manufacturer,dosage,form,prescriptionRequired
hexim 1500mg injection,hexim,Treatment of Bacterial infections,ANTI,182,188,Zydus,1500mg,capsule,false
hiclor 125mg dry syrup,hiclor,Treatment of Bacterial infections,ANTI,27,187,Cipla,125mg,tablet,true
hether 150mg injection,hether,Malaria,ANTI,68,168,Lupin,150mg,capsule,true
heptomed 5gm injection,heptomed,Treatment of Liver  disease,GASTRO,115,159,Lupin,100mg,tablet,true
honex e 500mg/250mg tablet,honex,Heavy menstrual bleeding,BLOOD,82,50,Sun Pharma,500mg,syrup,true
hb-delite injection,hb-delite,Treatment of Iron deficiency anemia,GYNAECOLOGICAL,32,238,Sun Pharma,250mg,syrup,false
hepazorb 5gm injection,hepazorb,Treatment of Liver  disease,GASTRO,73,239,Cipla,500mg,tablet,true
hakof-am expectorant,hakof-am,Treatment of Cough with mucus,RESPIRATORY,57,279,Lupin,100mg,tablet,false
haemomag 50mg injection,haemomag,Treatment of Iron deficiency anemia,GYNAECOLOGICAL,49,60,Dr Reddy,50mg,injection,true
hynem 6mg oral drops,hynem,Treatment of Anxiety,RESPIRATORY,27,144,Sun Pharma,6mg,injection,true
hancuff ls syrup,hancuff,Chronic obstructive pulmonary disease (COPD),RESPIRATORY,102,459,Sun Pharma,250mg,tablet,false
hapiwin 10mg tablet,hapiwin,Schizophrenia,NEURO,104,114,Dr Reddy,10mg,tablet,true
heartfelt 10mg tablet,heartfelt,High cholesterol,CARDIAC,118,209,Mankind,10mg,injection,true
hubcef 1000 injection,hubcef,Treatment of Bacterial infections,ANTI,140,336,Alkem,250mg,capsule,false
hightel h 40mg/12.5mg tablet,hightel,Treatment of Hypertension (high blood pressure),CARDIAC,147,196,Torrent,40mg,syrup,false
hivas 40mg tablet,hivas,High cholesterol,CARDIAC,135,305,Zydus,40mg,injection,false
homocyp syrup,homocyp,Appetite stimulant,VITAMINS,164,58,Abbott,500mg,tablet,false
hixon 250mg injection,hixon,Treatment of Bacterial infections,ANTI,59,284,Abbott,250mg,syrup,true
hitcef 250 injection,hitcef,Treatment of Bacterial infections,ANTI,36,400,Lupin,100mg,syrup,false
horoxime 250mg tablet,horoxime,Treatment of Bacterial infections,ANTI,137,371,Abbott,250mg,capsule,true
hazrab 20mg injection,hazrab,Gastroesophageal reflux disease (Acid reflux),GASTRO,117,249,Abbott,20mg,tablet,true
himoxa 200mg tablet,himoxa,Treatment of Bacterial infections,ANTI,155,180,Mankind,200mg,syrup,true
herpak 800mg tablet,herpak,Herpes Simplex Virus Infections,ANTI,151,279,Zydus,800mg,capsule,false
hifecon t 100mg/4mg tablet,hifecon,Treatment of Pain due to muscle spasm,PAIN,171,452,Sun Pharma,100mg,capsule,false
habitron 2mg injection,habitron,Treatment of Nausea,GASTRO,181,352,Alkem,2mg,injection,false
heltaz 4000mg/500mg injection,heltaz,Bacterial infections,ANTI,65,497,Torrent,4000mg,capsule,true
healtheto p tablet,healtheto,Pain relief,PAIN,151,163,Cipla,250mg,syrup,true
hilpio 30mg tablet,hilpio,Treatment of Type 2 diabetes mellitus,ANTI,118,353,Torrent,30mg,syrup,false
hygeen mouth wash,hygeen,Treatment of Mouth infection,DERMA,81,88,Sun Pharma,250mg,injection,true
haledol 100mg injection,haledol,Moderate to severe pain,PAIN,127,445,Torrent,100mg,injection,true
hawkster 1gm injection,hawkster,Severe bacterial infections,ANTI,38,193,Alkem,650mg,injection,true
healcer d 10mg/20mg tablet,healcer,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,55,425,Zydus,10mg,capsule,true
hepcinix 50mcg injection,hepcinix,Chronic hepatitis C virus (HCV) infection,ANTI,98,494,Alkem,250mg,tablet,false
hilpio 15 tablet,hilpio,Treatment of Type 2 diabetes mellitus,ANTI,142,74,Sun Pharma,650mg,syrup,true
hisert 8mg tablet,hisert,Treatment of Meniere's disease,NEURO,59,431,Lupin,8mg,injection,false
hysafe 500 injection,hysafe,Prevention of Premature Labor,GYNAECOLOGICAL,155,265,Dr Reddy,650mg,tablet,false
hit pod of 200mg/200mg tablet,hit,Bacterial infections,ANTI,126,448,Lupin,200mg,capsule,true
halosten 5mg tablet,halosten,Schizophrenia,NEURO,108,113,Sun Pharma,5mg,tablet,true
hepateez tablet,hepateez,Treatment of Indigestion,GASTRO,114,418,Alkem,500mg,capsule,false
hesvert 16mg tablet,hesvert,Treatment of Meniere's disease,NEURO,63,216,Lupin,16mg,tablet,false
hydol 100mg injection,hydol,Moderate to severe pain,PAIN,68,98,Dr Reddy,100mg,syrup,false
heldon 10mg tablet,heldon,Treatment of Indigestion,GASTRO,63,354,Cipla,10mg,syrup,false
hyzon k 6mg oral drops,hyzon,Treatment of Anxiety,RESPIRATORY,44,222,Torrent,6mg,tablet,false
hosnim m ds oral suspension,hosnim,Pain relief,PAIN,143,350,Torrent,250mg,tablet,false
heropan 40mg tablet,heropan,Treatment of Heartburn,GASTRO,129,283,Alkem,40mg,injection,false
hg cef 250mg injection,hg,Treatment of Bacterial infections,ANTI,150,343,Lupin,250mg,tablet,true
haxone-t 562.5 injection,haxone-t,Bacterial infections,ANTI,61,373,Sun Pharma,100mg,injection,true
hellox tz 500mg/600mg tablet,hellox,Treatment of Bacterial & parasitic infections,GASTRO,123,270,Lupin,500mg,injection,false
hubec-p tablet,hubec-p,Pain relief,PAIN,64,96,Sun Pharma,100mg,capsule,false
hymoxy cv 500mg/125mg tablet,hymoxy,Treatment of Bacterial infections,ANTI,167,176,Abbott,500mg,injection,true
halflox 200mg tablet,halflox,Treatment of Bacterial infections,ANTI,192,200,Cipla,200mg,tablet,true
healap 100mg/325mg tablet,healap,Pain relief,PAIN,110,439,Zydus,100mg,capsule,false
hytrek 250mg injection,hytrek,Treatment of Bacterial infections,ANTI,150,66,Lupin,250mg,capsule,true
hyzolid 600mg tablet,hyzolid,Treatment of Severe bacterial infections,ANTI,170,391,Torrent,600mg,syrup,false
hymoxy cv bd dry syrup,hymoxy,Treatment of Resistance Tuberculosis (TB),ANTI,53,263,Lupin,100mg,injection,true
hymoxy cv lb 500mg/125mg tablet,hymoxy,Bacterial infections,ANTI,46,379,Abbott,500mg,injection,false
hospisunate 60mg injection,hospisunate,Malaria,ANTI,130,286,Lupin,60mg,syrup,true
hinovir 200mg tablet,hinovir,Herpes Simplex Virus Infections,ANTI,109,223,Abbott,200mg,injection,false
hazpan d 10mg/40mg tablet,hazpan,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,91,179,Cipla,10mg,syrup,false
harp 500mg tablet,harp,Treatment of Bacterial infections,GASTRO,182,197,Mankind,500mg,capsule,false
histamex 180mg tablet,histamex,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,88,496,Abbott,180mg,syrup,false
hystran 40mg/12.5mg tablet,hystran,Treatment of Hypertension (high blood pressure),CARDIAC,163,483,Sun Pharma,40mg,injection,true
h cef 500mg tablet,h,Treatment of Bacterial infections,ANTI,188,99,Torrent,500mg,capsule,true
helpas 80mg/250mg tablet,helpas,Treatment of Abdominal pain,GASTRO,41,151,Alkem,80mg,tablet,true
halflox oz 200mg/500mg tablet,halflox,Treatment of Bacterial & parasitic infections,GASTRO,138,432,Alkem,200mg,tablet,true
heof oz 200mg/500mg tablet,heof,Treatment of Bacterial & parasitic infections,GASTRO,109,279,Lupin,200mg,injection,false
hamodam-t 250mg/250mg tablet,hamodam-t,Heavy menstrual bleeding,BLOOD,20,205,Torrent,250mg,tablet,false
hiprazole 0.5mg tablet,hiprazole,Treatment of Anxiety,NEURO,65,143,Lupin,5mg,injection,true
himzolam 0.5mg tablet,himzolam,Treatment of Anxiety,NEURO,74,251,Alkem,5mg,capsule,true
haltax 250mg injection,haltax,Treatment of Bacterial infections,ANTI,86,88,Mankind,250mg,syrup,false
helexin 250 mg tablet,helexin,Treatment of Bacterial infections,ANTI,59,159,Mankind,250 mg,injection,true
hisstacure 5mg tablet dt,hisstacure,Treatment of Allergic conditions,RESPIRATORY,49,335,Zydus,5mg,tablet,true
hyscab lotion,hyscab,Scabies,DERMA,190,70,Abbott,100mg,tablet,false
hopetel-ct 80/12.5 tablet,hopetel-ct,Hypertension (high blood pressure),CARDIAC,168,403,Cipla,500mg,injection,false
hitarget 40mg tablet,hitarget,Treatment of Hypertension (high blood pressure),CARDIAC,148,127,Torrent,40mg,injection,false
healtab cv 200mg/125mg tablet,healtab,Treatment of Respiratory tract infection,ANTI,122,241,Mankind,200mg,injection,false
hadran-d tablet,hadran-d,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,128,457,Alkem,500mg,syrup,false
hibactum 4000mg/500mg injection,hibactum,Bacterial infections,ANTI,75,347,Dr Reddy,4000mg,syrup,false
helpace-r capsule sr,helpace-r,Pain relief,PAIN,158,150,Zydus,250mg,capsule,false
hechopyrin-mds oral suspension mango,hechopyrin-mds,Pain relief,PAIN,150,332,Abbott,250mg,syrup,true
hapod-clav dry syrup orange,hapod-clav,Treatment of Respiratory tract infection,ANTI,39,499,Abbott,200mg,capsule,true
healthcort tablet,healthcort,Treatment of Inflammatory conditions,HORMONES,51,183,Zydus,200mg,tablet,true
hit pod 50mg dry syrup,hit,Treatment of Bacterial infections,ANTI,132,321,Dr Reddy,50mg,capsule,false
hifi 1000mg injection,hifi,Treatment of Bacterial infections,ANTI,120,123,Dr Reddy,1000mg,capsule,false
hoxapip t 4000mg/500mg injection,hoxapip,Bacterial infections,ANTI,167,443,Mankind,4000mg,injection,false
hazdox mr 250mg/50mg/325mg tablet,hazdox,Treatment of Pain due to muscle spasm,PAIN,144,472,Zydus,250mg,syrup,false
hypan 40mg injection,hypan,Treatment of Heartburn,GASTRO,35,318,Sun Pharma,40mg,tablet,true
hubazith 250 tablet,hubazith,Treatment of Bacterial infections,ANTI,45,485,Alkem,650mg,capsule,true
havpod 200 dt tablet,havpod,Treatment of Bacterial infections,ANTI,102,365,Mankind,500mg,capsule,true
hypron 250mg injection,hypron,Prevention of Premature Labor,GYNAECOLOGICAL,74,371,Zydus,250mg,injection,false
homocef cv 200mg/125mg tablet,homocef,Treatment of Respiratory tract infection,ANTI,95,187,Alkem,200mg,injection,false
hernmp 100mg injection,hernmp,Hormone replacement therapy,GYNAECOLOGICAL,155,376,Zydus,100mg,syrup,false
helcef 50mg dry syrup,helcef,Treatment of Bacterial infections,ANTI,105,225,Dr Reddy,50mg,capsule,false
halexin 125mg dry syrup,halexin,Treatment of Bacterial infections,ANTI,174,214,Torrent,125mg,tablet,true
hopnim 100mg tablet,hopnim,Pain relief,PAIN,94,160,Lupin,100mg,injection,true
homofen p oral suspension,homofen,Treatment of Fever,PAIN,148,166,Mankind,100mg,injection,true
hedac-t syrup,hedac-t,Appetite stimulant,VITAMINS,106,322,Cipla,200mg,capsule,true
habidom 10mg tablet,habidom,Treatment of Indigestion,GASTRO,50,265,Cipla,10mg,capsule,false
hilcit a 5mg/30mg tablet,hilcit,Cough,RESPIRATORY,139,68,Mankind,5mg,capsule,true
hepapic 5gm injection,hepapic,Treatment of Liver  disease,GASTRO,55,165,Lupin,100mg,syrup,false
hosflam mr 100mg/325mg/250mg tablet,hosflam,Treatment of Muscular pain,PAIN,67,261,Alkem,100mg,injection,false
huricstat 80mg tablet,huricstat,Treatment of Gout,PAIN,31,125,Lupin,80mg,injection,true
hitkuf tablet,hitkuf,Dry cough,RESPIRATORY,134,56,Dr Reddy,100mg,tablet,false
horoxime 500mg tablet,horoxime,Treatment of Bacterial infections,ANTI,47,490,Zydus,500mg,syrup,false
hosnim 650mg tablet,hosnim,Pain relief,PAIN,138,415,Mankind,650mg,capsule,false
hytrol am 2.5mg/2.5mg capsule,hytrol,Hypertension (high blood pressure),CARDIAC,32,180,Torrent,5mg,tablet,false
heseclo sp 100mg/325mg/15mg tablet,heseclo,Pain relief,PAIN,79,76,Torrent,100mg,capsule,true
hydime 1000mg injection,hydime,Bacterial infections,ANTI,110,419,Zydus,1000mg,syrup,true
heartin 10mg tablet,heartin,High cholesterol,CARDIAC,28,478,Zydus,10mg,tablet,false
hy-femran 500 injection,hy-femran,Prevention of Premature Labor,GYNAECOLOGICAL,31,229,Abbott,200mg,tablet,false
hefozon sb 1000mg/500mg injection,hefozon,Treatment of Bacterial infections,ANTI,80,153,Torrent,1000mg,tablet,false
hyfexin 500mg capsule,hyfexin,Treatment of Bacterial infections,ANTI,79,431,Dr Reddy,500mg,injection,false
hiflox plus 500mg/600mg tablet,hiflox,Treatment of Bacterial & parasitic infections,GASTRO,57,190,Cipla,500mg,injection,false
hydratil 100mg capsule,hydratil,Treatment of Diarrhea,GASTRO,139,348,Torrent,100mg,syrup,false
hifu 500mg tablet,hifu,Treatment of Bacterial infections,ANTI,126,334,Torrent,500mg,injection,false
hepaease 150mg/100mg tablet,hepaease,Treatment of Indigestion,GASTRO,167,179,Torrent,150mg,injection,false
hadcif 200 tablet,hadcif,Treatment of Bacterial infections,ANTI,149,129,Dr Reddy,200mg,capsule,false
huricstat 120mg tablet,huricstat,Treatment of Gout,PAIN,186,191,Sun Pharma,120mg,tablet,true
hbnem 500mg injection,hbnem,Severe bacterial infections,ANTI,199,482,Mankind,500mg,tablet,true
herfem s 50mg injection,herfem,Treatment of Iron deficiency anemia,GYNAECOLOGICAL,173,152,Cipla,50mg,tablet,true
huflox 400mg tablet,huflox,Treatment of Bacterial infections,ANTI,179,98,Mankind,400mg,syrup,true
hiflyer 250mg syrup,hiflyer,Pain relief,PAIN,128,461,Torrent,250mg,injection,true
hotpan 40mg injection,hotpan,Treatment of Heartburn,GASTRO,139,288,Cipla,40mg,capsule,true
hezot 1000mg injection,hezot,Treatment of Bacterial infections,ANTI,180,100,Alkem,1000mg,capsule,false
helcet m 2.5mg/4mg tablet,helcet,Treatment of Sneezing and runny nose due to allergies,RESPIRATORY,137,257,Sun Pharma,5mg,injection,true
hamik 100mg injection,hamik,Bacterial infections,OPHTHAL,123,418,Cipla,100mg,syrup,true
halodi 10mg tablet,halodi,Schizophrenia,NEURO,113,438,Torrent,10mg,tablet,false
hepxure injection,hepxure,Treatment of Liver  disease,GASTRO,130,382,Torrent,250mg,syrup,true
hypernorm 5mg/50mg tablet,hypernorm,Treatment of Hypertension (high blood pressure),CARDIAC,147,137,Zydus,5mg,capsule,false
hepzu 300mg tablet,hepzu,Treatment of Primary biliary cirrhosis,GASTRO,111,97,Cipla,300mg,syrup,false
hazrab d 30mg/20mg capsule sr,hazrab,Treatment of Gastroesophageal reflux disease (Acid reflux),GASTRO,140,408,Mankind,30mg,tablet,false
havpod 100mg tablet dt,havpod,Treatment of Bacterial infections,ANTI,158,176,Lupin,100mg,tablet,false
hinod 50mg dry syrup,hinod,Treatment of Bacterial infections,ANTI,198,73,Zydus,50mg,capsule,false
hytempus h 40mg/12.5mg tablet,hytempus,Treatment of Hypertension (high blood pressure),CARDIAC,38,74,Lupin,40mg,tablet,true
hanatrel 75mg tablet,hanatrel,Prevention of heart attack and stroke,BLOOD,110,180,Cipla,75mg,syrup,true
hocef 1000mg injection,hocef,Treatment of Bacterial infections,ANTI,61,264,Dr Reddy,1000mg,syrup,true
hubmef p oral suspension,hubmef,Pain relief,PAIN,173,257,Sun Pharma,500mg,injection,false
haxone-t 1.125gm injection,haxone-t,Bacterial infections,ANTI,26,50,Alkem,650mg,injection,false
herzan n 100mg/10mg tablet,herzan,Pain relief,PAIN,198,408,Torrent,100mg,injection,true
hespazol 40mg tablet,hespazol,Treatment of Heartburn,GASTRO,94,422,Alkem,40mg,injection,false
haxone s 125mg/62.5mg injection,haxone,Bacterial infections,ANTI,35,292,Dr Reddy,125mg,tablet,true
hikopan 40 injection,hikopan,Treatment of Heartburn,GASTRO,197,105,Cipla,200mg,capsule,false
hazy 250mg tablet,hazy,Treatment of Bacterial infections,ANTI,50,430,Alkem,250mg,injection,false
helomox-cv 375 tablet,helomox-cv,Treatment of Bacterial infections,ANTI,135,54,Lupin,650mg,syrup,false
himox-b 250mg/8mg tablet,himox-b,Respiratory tract infection,ANTI,74,288,Torrent,250mg,tablet,true
hanprim suspension,hanprim,Treatment of Bacterial infections,ANTI,53,454,Sun Pharma,250mg,syrup,true
hycocef 100mg tablet dt,hycocef,Treatment of Bacterial infections,ANTI,194,167,Mankind,100mg,capsule,true
homocef d 50mg dry syrup,homocef,Treatment of Bacterial infections,ANTI,73,429,Mankind,50mg,injection,false
honset 50mg injection,honset,Treatment of Post menopausal osteoporosis,HORMONES,119,386,Cipla,50mg,tablet,true
havtop 50 tablet,havtop,Epilepsy/Seizures,NEURO,43,92,Alkem,250mg,tablet,true
hydowat 500 injection,hydowat,Prevention of Premature Labor,GYNAECOLOGICAL,194,281,Mankind,200mg,injection,true
haltax s injection,haltax,Treatment of Bacterial infections,ANTI,65,106,Cipla,200mg,capsule,false
hibend oral suspension,hibend,Treatment of Parasitic infections,ANTI,100,227,Zydus,500mg,tablet,true
hilclav dry syrup,hilclav,Treatment of Resistance Tuberculosis (TB),ANTI,120,443,Sun Pharma,250mg,syrup,false
hancro-ht cream,hancro-ht,Treatment of Melasma,DERMA,36,365,Cipla,250mg,syrup,false
hox c 250mg tablet,hox,Treatment of Bacterial infections,GASTRO,27,345,Mankind,250mg,tablet,false
hanuzid 500mg injection,hanuzid,Bacterial infections,ANTI,133,290,Alkem,500mg,capsule,false
hanuzole 400mg tablet,hanuzole,Treatment of Parasitic infections,ANTI,148,401,Dr Reddy,400mg,capsule,false
hittit 200mg capsule,hittit,Treatment of Fungal infections,OPHTHAL,91,280,Zydus,200mg,tablet,false
hyprogres 500mg injection,hyprogres,Prevention of Premature Labor,GYNAECOLOGICAL,24,107,Abbott,500mg,syrup,true
heclo s 50mg/10mg tablet,heclo,Pain relief,PAIN,41,226,Abbott,50mg,capsule,true
hygicep 100mg syrup,hygicep,Treatment of Bacterial infections,ANTI,45,236,Zydus,100mg,injection,true
healofast-br tablet,healofast-br,Pain relief,PAIN,55,136,Sun Pharma,250mg,injection,false
hykil syrup,hykil,Treatment of Peptic ulcer disease,ANTI,31,336,Cipla,650mg,capsule,false
hidroxil kid 125mg tablet,hidroxil,Treatment of Bacterial infections,ANTI,33,477,Cipla,125mg,injection,false
hidiclodase 50mg/10mg tablet,hidiclodase,Pain relief,PAIN,85,135,Alkem,50mg,syrup,false
hocid 20mg capsule,hocid,Treatment of Heartburn,GASTRO,136,273,Zydus,20mg,capsule,true
hit pod 100mg dry syrup,hit,Treatment of Bacterial infections,ANTI,142,451,Abbott,100mg,capsule,true
hiprogres 100mg injection,hiprogres,Hormone replacement therapy,GYNAECOLOGICAL,39,334,Abbott,100mg,tablet,false
himsucolic oral drops,himsucolic,Treatment of Abdominal pain,GASTRO,173,244,Dr Reddy,250mg,syrup,true
hoxatram 100mg tablet sr,hoxatram,Moderate to severe pain,PAIN,53,430,Abbott,100mg,injection,false
hikacin 500mg injection,hikacin,Bacterial infections,OPHTHAL,194,52,Dr Reddy,500mg,capsule,true
hoxamox 250mg capsule,hoxamox,Treatment of Bacterial infections,ANTI,101,232,Dr Reddy,250mg,syrup,false
hosiclav 500mg/125mg tablet,hosiclav,Treatment of Bacterial infections,ANTI,155,224,Torrent,500mg,syrup,true
histofast 16mg tablet,histofast,Treatment of Meniere's disease,NEURO,109,260,Lupin,16mg,syrup,false
hanmox 250mg capsule,hanmox,Treatment of Bacterial infections,ANTI,194,266,Alkem,250mg,tablet,true
hinyclav 500 mg/125 mg tablet,hinyclav,Treatment of Bacterial infections,ANTI,179,157,Torrent,500 mg,capsule,false
homoglim m 1mg/1000mg tablet sr,homoglim,Treatment of Type 2 diabetes mellitus,ANTI,132,213,Torrent,1mg,capsule,true
hifu 250mg tablet,hifu,Treatment of Bacterial infections,ANTI,32,375,Mankind,250mg,tablet,true
havpod 50mg dry syrup,havpod,Treatment of Bacterial infections,ANTI,72,418,Dr Reddy,50mg,capsule,true
hixon s 250mg/125mg injection,hixon,Bacterial infections,ANTI,52,190,Abbott,250mg,tablet,true
hillflo oz 200mg/500mg tablet,hillflo,Treatment of Bacterial & parasitic infections,GASTRO,159,245,Zydus,200mg,capsule,true
hi tron 2mg injection,hi,Treatment of Nausea,GASTRO,78,169,Torrent,2mg,capsule,true
habitrex s 1000mg/500mg injection,habitrex,Bacterial infections,ANTI,98,239,Torrent,1000mg,syrup,true
hixon s 1000mg/500mg injection,hixon,Bacterial infections,ANTI,148,376,Torrent,1000mg,capsule,false
hyformin 1000mg tablet sr,hyformin,Treatment of Type 2 diabetes mellitus,ANTI,131,61,Sun Pharma,1000mg,tablet,false
hetaglim 2mg/500mg tablet,hetaglim,Treatment of Type 2 diabetes mellitus,ANTI,123,231,Zydus,2mg,injection,true
heda 100mg injection,heda,Severe allergic reactions,RESPIRATORY,60,258,Dr Reddy,100mg,capsule,false
haxone 250mg injection,haxone,Treatment of Bacterial infections,ANTI,147,374,Zydus,250mg,injection,true
hypnocent 5mg tablet,hypnocent,Treatment of Insomnia,NEURO,133,320,Sun Pharma,5mg,capsule,true
hitflo syrup,hitflo,Treatment of Gout,UROLOGY,38,278,Abbott,650mg,syrup,true
hakee 8mg tablet,hakee,Treatment of Meniere's disease,NEURO,73,303,Cipla,8mg,capsule,false
halixim 50mg tablet,halixim,Treatment of Bacterial infections,ANTI,173,156,Alkem,50mg,capsule,true
heartil 90mg tablet,heartil,Treatment of Hypertension (high blood pressure),CARDIAC,147,220,Abbott,90mg,injection,true
haxone s  injection 1000 mg/500 mg,haxone,Bacterial infections,ANTI,154,136,Mankind,1000 mg,tablet,false
hyvon spas hg 10mg/65mg/400mg tablet,hyvon,Abdominal pain,GASTRO,182,493,Torrent,10mg,syrup,false
hancuff dx syrup,hancuff,Treatment of Dry cough,RESPIRATORY,28,323,Alkem,100mg,tablet,false
hadon-md4 tablet,hadon-md4,Treatment of Nausea,GASTRO,100,173,Alkem,500mg,capsule,false
htpaclos tablet,htpaclos,Treatment of Heartburn,GASTRO,120,433,Mankind,200mg,tablet,true
heparow 150mg/100mg tablet,heparow,Treatment of Indigestion,GASTRO,194,182,Mankind,150mg,injection,false
hadnim-s tablet,hadnim-s,Pain relief,PAIN,107,58,Torrent,250mg,tablet,false
hakof-br expectorant,hakof-br,Treatment of Cough,RESPIRATORY,175,53,Lupin,500mg,syrup,false
hepaswiss 25000iu injection,hepaswiss,Prevention of Blood clots,BLOOD,192,193,Mankind,650mg,syrup,false
hergest 100mg injection,hergest,Hormone replacement therapy,GYNAECOLOGICAL,197,337,Dr Reddy,100mg,capsule,false
helpclav dry syrup,helpclav,Treatment of Resistance Tuberculosis (TB),ANTI,57,162,Torrent,500mg,syrup,false
hefti-lf tablet,hefti-lf,Treatment of Malaria,ANTI,161,344,Dr Reddy,100mg,injection,false
hitpain 500mg tablet,hitpain,Pain relief,PAIN,188,81,Dr Reddy,500mg,tablet,false
hoscob 1500mcg injection,hoscob,Vitamin B12 deficiency,VITAMINS,71,171,Lupin,250mg,injection,true
himoran 100mg tablet,himoran,Pain relief,PAIN,174,288,Torrent,100mg,syrup,true
hoxacet l 5mg tablet,hoxacet,Treatment of Allergic conditions,RESPIRATORY,118,52,Mankind,5mg,injection,false
hoxacip 250mg tablet,hoxacip,Treatment of Bacterial infections,GASTRO,82,133,Sun Pharma,250mg,syrup,true
homoglim m 2mg/1000mg tablet sr,homoglim,Treatment of Type 2 diabetes mellitus,ANTI,159,241,Torrent,2mg,capsule,false
hoscob g 300mg/500mcg tablet,hoscob,Treatment of Neuropathic pain,NEURO,169,297,Alkem,300mg,tablet,false
hansimol m ds oral suspension,hansimol,Pain relief,PAIN,21,193,Abbott,100mg,tablet,true
huflox-o tablet,huflox-o,Treatment of Bacterial & parasitic infections,GASTRO,200,166,Zydus,100mg,tablet,false
halorise 10mg tablet,halorise,Schizophrenia,NEURO,30,303,Cipla,10mg,syrup,true
hyrostat 20mg tablet,hyrostat,Treatment of High cholesterol,CARDIAC,107,138,Cipla,20mg,injection,true
histammune cold 10mg/325mg/5mg tablet,histammune,Treatment of Common cold,RESPIRATORY,55,143,Cipla,10mg,tablet,true
hedosat 10mg syrup,hedosat,Treatment of Anxiety,RESPIRATORY,125,321,Alkem,10mg,tablet,true
hitcef-s 1500 injection,hitcef-s,Bacterial infections,ANTI,64,221,Zydus,250mg,injection,true
havpod-cv dry syrup,havpod-cv,Treatment of Respiratory tract infection,ANTI,199,355,Mankind,500mg,syrup,true
hilsone 125 injection,hilsone,Treatment of Rheumatic disorder,HORMONES,126,106,Dr Reddy,200mg,syrup,true
himoflox 50mg oral suspension,himoflox,Treatment of Bacterial infections,ANTI,112,51,Zydus,50mg,injection,true
hoflo 200mg tablet,hoflo,Treatment of Bacterial infections,ANTI,193,66,Dr Reddy,200mg,tablet,true
hidoxim cv 100mg/62.5mg tablet,hidoxim,Treatment of Respiratory tract infection,ANTI,54,440,Mankind,100mg,tablet,false
heliloxa 500mg tablet,heliloxa,Treatment of Bacterial infections,OPHTHAL,80,315,Lupin,500mg,syrup,false
hilthiro 500mg tablet,hilthiro,Treatment of Bacterial infections,ANTI,109,251,Dr Reddy,500mg,tablet,true
holomik 250mg injection,holomik,Bacterial infections,OPHTHAL,80,429,Dr Reddy,250mg,tablet,true
